G3E_FID,MUNICIPIO,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,RECONEC_CODE,TIPO_RED,TENSION,FASES,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,UBICACION_,FECHA_ACTU,MUNICIPIO_CODE,SUBREGION
14453902,SAN PEDRO DE URABÁ,LA ATOYOSA,414-12,414-12,CLOSED,R1576,PRIMARIA,7.621,R,8.52544,-76.29382,2019-07-23,2020-06-09,RURAL,57960569,57960571,14453902-5,2019-07-23,5665,TURBO
14455391,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,R2700,PRIMARIA,7.621,R,8.26627,-76.3725,2019-07-25,2020-06-09,RURAL,57961099,57961093,14455391-5,2019-07-25,5665,TURBO
21200952,ARBOLETES,ARBOLETES,409-12,409-12,CLOSED,R1570,PRIMARIA,13.2,RST,8.8477,-76.43167,2019-08-06,2019-08-06,URBANO,51147420,57492303,13092625-5,2019-08-07,5051,TURBO
21200953,ARBOLETES,ARBOLETES,409-11,409-11,CLOSED,R1569,PRIMARIA,13.2,RST,8.8478,-76.4316,2019-08-06,2019-11-18,URBANO,51147402,51147407,12986989-5,2019-08-06,5051,TURBO
21200954,ARBOLETES,ARBOLETES,409-13,409-13,CLOSED,R1572,PRIMARIA,13.2,RST,8.8478,-76.43177,2019-08-06,2019-08-06,URBANO,57165207,57218286,12975075-5,2019-08-06,5051,TURBO
21201214,ARBOLETES,ARBOLETES,409-G1,409-G1,CLOSED,R1568,PRIMARIA,13.2,RST,8.84777,-76.43114,2019-08-06,2020-06-09,URBANO,57963996,57963997,21201214-5,2019-08-06,5051,TURBO
21204331,ARBOLETES,ARBOLETES,409-G2,409-G2,CLOSED,R1567,SUBTRANSMISION,34.5,RST,8.84764,-76.43111999999999,2019-08-12,2020-06-09,URBANO,57964926,57964932,21204331-5,2019-08-12,5051,TURBO
21206688,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,R2565,PRIMARIA,13.2,RS,8.45582,-76.36511,2019-08-15,2020-06-09,RURAL,57965802,57965803,21206688-5,2019-08-15,5665,TURBO
21206710,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,R2683,PRIMARIA,7.621,S,8.26206,-76.37926999999999,2019-08-15,2020-06-09,RURAL,57965808,57965811,21206710-5,2019-08-15,5665,TURBO
21207410,MUTATÁ,CAUCHERAS,404-12,404-12,CLOSED,R2652,PRIMARIA,7.621,R,7.4298,-76.53791,2019-08-16,2020-06-09,RURAL,57966038,57966041,21207410-5,2019-08-17,5480,APARTADO
21215526,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,R2657,PRIMARIA,13.2,RT,7.317539999999999,-76.48775,2019-08-30,2020-06-09,RURAL,57874629,57968888,21215526-5,2019-08-30,5480,APARTADO
21217632,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,R2623,PRIMARIA,7.621,T,8.202869999999999,-76.52519000000001,2019-09-04,2020-06-09,RURAL,57969588,57969589,21217632-5,2019-09-04,5837,TURBO
21217759,ARBOLETES,ARBOLETES,409-12,409-12,CLOSED,R2658,PRIMARIA,7.621,T,8.8378,-76.43494,2019-09-04,2020-06-09,RURAL,57969611,57969612,21217759-5,2019-09-04,5051,TURBO
21239308,CAREPA,CAREPA,412-14,412-14,CLOSED,R2639,PRIMARIA,7.621,R,7.774380000000001,-76.65657,2019-10-01,2020-06-09,RURAL,57975968,57975969,21239308-5,2019-10-01,5147,APARTADO
21239529,NECOCLÍ,NECOCLI,415-12,415-12,CLOSED,R2624,PRIMARIA,13.2,STR,8.419960000000001,-76.64664,2019-10-01,2020-06-09,RURAL,57976029,57976033,21239529-5,2019-10-01,5490,TURBO
21248852,TURBO,URABA,406-G1,406-G1,CLOSED,R2802,PRIMARIA,13.2,RST,7.93405,-76.70833,2019-10-15,2020-06-09,RURAL,57979188,57984358,21248852-5,2019-10-15,5837,TURBO
21255887,TURBO,CIRILO,413-11,413-11,CLOSED,R2650,PRIMARIA,7.621,R,8.169410000000001,-76.73035,2019-10-23,2020-06-09,RURAL,57981064,57981075,21255887-5,2019-10-23,5837,TURBO
21257299,SAN PEDRO DE URABÁ,LA ATOYOSA,414-12,414-12,CLOSED,R2605,PRIMARIA,7.621,R,8.53762,-76.28560999999999,2019-10-24,2020-06-09,RURAL,57981483,57981486,21257299-5,2019-10-24,5665,TURBO
21257480,NECOCLÍ,LA ATOYOSA,414-11,414-11,CLOSED,R2630,PRIMARIA,7.621,S,8.54466,-76.59118000000001,2019-10-24,2020-06-09,RURAL,57981557,57981559,21257480-5,2019-10-24,5490,TURBO
21275481,TURBO,NUEVA COLONIA,406-13,406-13,CLOSED,R1496,PRIMARIA,13.2,RST,7.9336899999999995,-76.70877,2019-11-19,2020-06-09,RURAL,57994044,57994046,21275481-5,2019-11-19,5837,TURBO
21275609,TURBO,NUEVA COLONIA,406-11,406-11,CLOSED,R1494,PRIMARIA,13.2,RST,7.93398,-76.70878,2019-11-20,2020-06-09,RURAL,57993397,57993398,21275609-5,2019-11-20,5837,TURBO
21275756,TURBO,NUEVA COLONIA,406-12,406-12,CLOSED,R1495,PRIMARIA,13.2,RST,7.93382,-76.70878,2019-11-20,2020-06-09,RURAL,57993525,57993526,21275756-5,2019-11-20,5837,TURBO
21295156,TURBO,URABA,411-41,411-41,CLOSED,R1030,SUBTRANSMISION,44.0,TSR,7.93439,-76.70873,2019-12-17,2019-12-27,RURAL,57993437,57993448,6001386-5,2019-12-17,5837,TURBO
21310067,ARBOLETES,ARBOLETES,409-12,409-12,CLOSED,R1104,PRIMARIA,13.2,RST,8.83035,-76.45297,2020-01-15,2020-02-12,RURAL,57998128,57998129,21310067-5,2020-01-15,5051,TURBO
21337965,TURBO,TURBO,402-15,402-15,CLOSED,R2919,PRIMARIA,13.2,RST,8.09043,-76.72576,2020-02-14,2020-06-24,URBANO,58005811,58005813,21337965-5,2020-02-14,5837,TURBO
21345591,APARTADÓ,APARTADO,401-15,401-15,CLOSED,R2915,PRIMARIA,13.2,STR,7.88312,-76.63234,2020-02-24,2020-02-27,URBANO,58009319,58009320,21345591-5,2020-02-24,5045,APARTADO
21348119,APARTADÓ,APARTADO,401-13,401-13,CLOSED,R2914,PRIMARIA,13.2,RTS,7.88771,-76.63069,2020-02-26,2020-03-17,URBANO,58008831,58008832,21348119-5,2020-02-26,5045,APARTADO
21350841,TURBO,NUEVA COLONIA,406-12,406-12,CLOSED,R2934,PRIMARIA,13.2,SRT,7.9336,-76.71434,2020-02-27,2020-03-03,RURAL,58010518,58010519,21350841-5,2020-02-27,5837,TURBO
21359349,TURBO,TURBO,402-16,402-16,CLOSED,R2922,PRIMARIA,13.2,RST,8.09152,-76.72854,2020-03-09,2020-05-06,URBANO,70751884,70751886,21359349-5,2020-03-09,5837,TURBO
