G3E_FID,MUNICIPIO,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,TIPO_AISLA,TIPO_RED,TENSION,FASES,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,NUMERO_FAS,MUNICIPIO_CODE,SUBREGION
12881306,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.252419999999999,-76.39195,2012-05-23,2018-07-07,RURAL,57258793,57416196,1F,5665,TURBO
12881370,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.28595,-76.3905,2012-05-23,2019-11-05,URBANO,57416207,57416214,1F,5665,TURBO
12881393,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.17858,-76.39975,2012-05-23,2018-07-07,RURAL,57279530,57416228,1F,5665,TURBO
12881575,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,8.81371,-76.48764,2012-05-23,2018-07-07,RURAL,47641383,57416271,1F,5659,TURBO
12881611,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.18087,-76.40472,2012-05-23,2018-07-07,RURAL,57279539,57416288,1F,5665,TURBO
12881627,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.18087,-76.40472,2012-05-23,2018-07-07,RURAL,57279539,57416291,1F,5665,TURBO
12881629,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,13.2,RST,8.80949,-76.4942,2012-05-23,2019-03-02,RURAL,47641356,57932187,3F,5659,TURBO
12881703,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.180819999999999,-76.40719,2012-05-23,2019-10-18,RURAL,57279538,57416311,1F,5665,TURBO
12881714,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,8.80705,-76.49793000000001,2012-05-23,2018-07-07,RURAL,47641345,57416320,1F,5659,TURBO
12881760,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.18343,-76.41116,2012-05-23,2019-10-18,RURAL,57279549,57416348,1F,5665,TURBO
12881808,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,8.804160000000001,-76.5009,2012-05-23,2020-04-17,RURAL,47641325,57416373,1F,5659,TURBO
12881851,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,8.800410000000001,-76.50322,2012-05-24,2020-04-17,RURAL,57947483,57416398,1F,5659,TURBO
12881880,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.16902,-76.37514,2012-05-24,2018-07-07,RURAL,57281751,57416410,1F,5665,TURBO
12881942,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.45325,-76.3003,2012-05-24,2019-05-16,RURAL,57416440,57416442,1F,5665,TURBO
12882359,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,13.2,RS,8.43798,-76.34425,2012-05-24,2019-05-16,RURAL,57416632,57416642,2F,5665,TURBO
12882378,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.28465,-76.42692,2012-05-24,2017-04-04,RURAL,57416653,57414648,1F,5837,TURBO
12882775,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,R,8.19554,-76.45273,2012-05-25,2019-02-19,RURAL,57260165,57416868,1F,5837,TURBO
12882845,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.73455,-76.57066999999999,2012-05-25,2020-04-21,RURAL,47674558,57416912,1F,5659,TURBO
12883297,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.455110000000001,-76.36431999999999,2012-05-25,2019-05-16,RURAL,57417093,57419134,1F,5665,TURBO
12883389,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.45996,-76.36766999999999,2012-05-25,2019-05-16,RURAL,57417141,57417144,1F,5051,TURBO
12883401,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.25555,-76.38334,2012-05-26,2018-07-07,RURAL,57254100,57417147,1F,5665,TURBO
12883419,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.24995,-76.3835,2012-05-26,2018-07-07,RURAL,57254115,57417151,1F,5665,TURBO
12883439,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.2485,-76.38507,2012-05-26,2018-07-07,RURAL,57254118,57417176,1F,5665,TURBO
12883487,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.24424,-76.38768,2012-05-26,2018-07-07,RURAL,57417054,57417196,1F,5665,TURBO
12883521,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.24213,-76.39191,2012-05-26,2018-07-07,RURAL,57273944,57417234,1F,5665,TURBO
12883579,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.23559,-76.39583,2012-05-26,2018-07-07,RURAL,57273958,57417269,1F,5665,TURBO
12883664,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.2326,-76.39543,2012-05-26,2018-07-07,RURAL,57211415,57417324,1F,5665,TURBO
12883697,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.232389999999999,-76.39173000000001,2012-05-28,2018-07-07,RURAL,57211417,57417349,1F,5665,TURBO
12883751,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.232289999999999,-76.38932,2012-05-28,2018-07-07,RURAL,57417139,57417378,1F,5665,TURBO
12883780,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.7312,-76.5759,2012-05-28,2018-07-07,RURAL,47640991,57417387,1F,5659,TURBO
12883783,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.23173,-76.3847,2012-05-28,2018-07-07,RURAL,57211421,57417395,1F,5665,TURBO
12883817,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.72903,-76.57947,2012-05-28,2018-07-07,RURAL,57325415,57417415,1F,5659,TURBO
12883896,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.2287,-76.39638000000001,2012-05-28,2018-07-07,RURAL,57211462,57417448,1F,5665,TURBO
12883921,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.2215,-76.39669,2012-05-28,2018-07-07,RURAL,57211466,57417461,1F,5837,TURBO
12883989,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.21473,-76.40482,2012-05-28,2018-07-07,RURAL,57211503,57417499,1F,5837,TURBO
12884018,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.21304,-76.41046,2012-05-28,2018-07-07,RURAL,57211505,57417515,1F,5837,TURBO
12884021,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.72932,-76.57299,2012-05-28,2018-07-07,RURAL,47641001,57417545,1F,5659,TURBO
12884037,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.27851,-76.43252,2012-05-28,2016-02-02,RURAL,57417524,57417527,1F,5837,TURBO
12884041,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.211210000000001,-76.41198,2012-05-28,2018-07-07,RURAL,57211506,57417528,1F,5837,TURBO
12884115,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.275310000000001,-76.42837,2012-05-28,2017-04-04,RURAL,57314393,57457155,1F,5837,TURBO
12884210,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.72813,-76.57168,2012-05-28,2020-02-09,RURAL,47641005,57417619,1F,5659,TURBO
12884261,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.20608,-76.41069,2012-05-28,2018-07-07,RURAL,57269728,57417649,1F,5837,TURBO
12884291,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.30064,-76.50056,2012-05-28,2016-02-09,RURAL,57417664,57417665,1F,5837,TURBO
12884309,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.205,-76.40748,2012-05-28,2018-07-07,RURAL,57269729,57417675,1F,5837,TURBO
12884315,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.266630000000001,-76.42828,2012-05-28,2012-05-28,RURAL,57314394,57417677,1F,5837,TURBO
12884641,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.23068,-76.41164,2012-05-29,2018-07-07,RURAL,57258848,57417816,1F,5837,TURBO
12884879,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.248380000000001,-76.42314,2012-05-29,2016-02-02,RURAL,57260831,57417910,1F,5837,TURBO
12885060,NECOCLÍ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.681460000000001,-76.6297,2012-05-29,2018-07-07,RURAL,57418001,57418002,1F,5490,TURBO
12885155,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.22613,-76.41866999999999,2012-05-29,2018-07-07,RURAL,57417865,57418062,1F,5837,TURBO
12885344,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,8.79545,-76.50615,2012-05-29,2018-07-07,RURAL,47641301,57418144,1F,5659,TURBO
12885373,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,13.2,RS,8.46802,-76.37029,2012-05-29,2018-07-07,RURAL,57201363,57418166,2F,5051,TURBO
12885527,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.47327,-76.36367,2012-05-29,2019-05-16,RURAL,57418226,57418227,1F,5051,TURBO
12885543,NECOCLÍ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.67992,-76.62753000000001,2012-05-30,2020-01-31,RURAL,57260725,57418234,1F,5490,TURBO
12885559,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.1786,-76.42929000000001,2012-05-30,2018-07-07,RURAL,57287718,57418240,1F,5837,TURBO
12885608,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.2196,-76.51358,2012-05-30,2016-02-09,RURAL,57264127,57418252,1F,5837,TURBO
12885614,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.17117,-76.42466999999999,2012-05-30,2018-07-07,RURAL,57330927,57418254,1F,5837,TURBO
12885707,NECOCLÍ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.679039999999999,-76.61858000000001,2012-05-30,2018-07-07,RURAL,57418284,57418285,1F,5490,TURBO
12885729,NECOCLÍ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,T,8.36711,-76.47180999999999,2012-05-30,2018-07-07,RURAL,57415125,57418296,1F,5490,TURBO
12885738,NECOCLÍ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,T,8.36867,-76.47039000000001,2012-05-30,2018-07-07,RURAL,57346100,57418299,1F,5490,TURBO
12885760,NECOCLÍ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,T,8.3723,-76.46847,2012-05-30,2018-07-07,RURAL,57346085,57418305,1F,5490,TURBO
12885965,NECOCLÍ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,T,8.37266,-76.46253,2012-05-30,2018-07-07,RURAL,57415134,57418315,1F,5490,TURBO
12886019,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.176860000000001,-76.43583000000001,2012-05-30,2018-07-07,RURAL,57287724,57418339,1F,5837,TURBO
12886105,NECOCLÍ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.67382,-76.608,2012-05-30,2018-07-07,RURAL,57261228,57418378,1F,5490,TURBO
12886118,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.22309,-76.51346,2012-05-30,2016-02-09,RURAL,57305888,57418383,1F,5837,TURBO
12886166,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,T,8.36439,-76.46974,2012-05-30,2016-02-02,RURAL,57415198,57418403,1F,5837,TURBO
12886183,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,T,8.361260000000001,-76.46883000000001,2012-05-30,2016-02-02,RURAL,57415199,57418407,1F,5837,TURBO
12886258,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.17468,-76.4396,2012-05-30,2018-07-07,RURAL,57287731,57418441,1F,5837,TURBO
12886339,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.474089999999999,-76.37253,2012-05-30,2019-05-16,RURAL,57418457,57418464,1F,5051,TURBO
12886357,TURBO,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.17273,-76.44495,2012-05-30,2018-07-07,RURAL,57333650,57418469,1F,5837,TURBO
12886413,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.474689999999999,-76.35635,2012-05-30,2019-05-16,RURAL,57418496,57419133,1F,5051,TURBO
12886418,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.22782,-76.5126,2012-05-30,2016-02-09,RURAL,57264136,57418500,1F,5837,TURBO
12886522,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-13,407-12,OPEN,NORMAL,PRIMARIA,13.2,RST,8.28801,-76.38969,2012-05-30,2018-07-07,URBANO,47640535,57418512,3F,5665,TURBO
12886528,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.47795,-76.35110999999999,2012-05-30,2019-05-16,RURAL,57304774,57418515,1F,5051,TURBO
12886531,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.28817,-76.3902,2012-05-30,2019-12-03,URBANO,47640528,57418516,1F,5665,TURBO
12886578,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.288039999999999,-76.39291,2012-05-30,2018-07-07,URBANO,47640514,57418531,1F,5665,TURBO
12886589,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.48061,-76.34458000000001,2012-05-30,2019-05-16,RURAL,57304781,57418536,1F,5051,TURBO
12886780,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,8.78961,-76.50924,2012-05-31,2018-07-07,RURAL,57386912,57418603,1F,5659,TURBO
12886815,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.23702,-76.51756999999999,2012-05-31,2016-02-09,RURAL,57321567,57418614,1F,5837,TURBO
12887178,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.45921,-76.33068,2012-05-31,2019-05-16,RURAL,57272090,57418696,1F,5051,TURBO
12887295,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.78149,-76.51021,2012-05-31,2018-07-07,RURAL,53144484,57418747,1F,5659,TURBO
12887396,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,S,8.30832,-76.38991999999999,2012-05-31,2018-07-07,RURAL,57418799,57418800,1F,5665,TURBO
12887424,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.45631,-76.3322,2012-05-31,2019-05-16,RURAL,57418810,57418814,1F,5051,TURBO
12887425,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.77616,-76.50409,2012-05-31,2018-07-07,RURAL,57295447,57418815,1F,5659,TURBO
12887495,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.24292,-76.51785,2012-05-31,2016-02-09,RURAL,57321713,57418839,1F,5837,TURBO
12887569,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.45706,-76.33868000000001,2012-05-31,2019-05-16,RURAL,57261305,57418872,1F,5051,TURBO
12887733,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.484110000000001,-76.37579000000001,2012-05-31,2019-05-16,RURAL,57320030,57418940,1F,5051,TURBO
12887867,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.22878,-76.51208000000001,2012-06-01,2016-02-09,RURAL,57418973,57418983,1F,5837,TURBO
12887880,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.228019999999999,-76.51054,2012-06-01,2016-02-09,RURAL,57418999,57488415,1F,5837,TURBO
12887908,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.22994,-76.50373,2012-06-01,2016-02-09,RURAL,57264137,57419007,1F,5837,TURBO
12888067,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.247639999999999,-76.50268,2012-06-01,2013-06-11,RURAL,57419084,57419086,1F,5837,TURBO
12888264,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.48338,-76.37623,2012-06-01,2019-05-16,RURAL,57320028,57419138,1F,5051,TURBO
12888469,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.25538,-76.50493,2012-06-01,2016-02-09,RURAL,57289733,57419225,1F,5837,TURBO
12888485,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,S,8.31933,-76.44093000000001,2012-06-01,2017-04-04,RURAL,57419236,57419238,1F,5837,TURBO
12888753,ARBOLETES,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.46835,-76.39307,2012-06-01,2019-05-16,RURAL,57290005,57419354,1F,5051,TURBO
12888789,TURBO,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.46664,-76.3952,2012-06-01,2019-05-16,RURAL,57290007,57419372,1F,5837,TURBO
12888819,TURBO,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.4655,-76.40143,2012-06-01,2019-05-16,RURAL,57290051,57419382,1F,5837,TURBO
12889419,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.759160000000001,-76.51664,2012-06-04,2018-07-07,RURAL,57419638,57419645,1F,5659,TURBO
12889603,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,13.2,TSR,8.76607,-76.51669,2012-06-04,2018-07-07,RURAL,57419683,57419684,3F,5659,TURBO
12889678,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.273819999999999,-76.49576,2012-06-04,2016-02-09,RURAL,57419707,57419710,1F,5837,TURBO
12889746,TURBO,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.428469999999999,-76.43211,2012-06-04,2019-05-16,RURAL,57253627,57419731,1F,5837,TURBO
12889826,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.34929,-76.48423000000001,2012-06-04,2016-02-02,RURAL,57415697,57419747,1F,5837,TURBO
12890128,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.283439999999999,-76.49835999999999,2012-06-05,2016-02-09,RURAL,57264233,57419788,1F,5837,TURBO
12890134,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,13.2,SRT,8.34897,-76.46656999999999,2012-06-05,2012-06-07,RURAL,57419789,57419790,3F,5837,TURBO
12890210,NECOCLÍ,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.45475,-76.75159000000001,2012-06-05,2018-07-07,RURAL,57419799,57419800,1F,5490,TURBO
12890236,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.28404,-76.49946,2012-06-05,2016-02-09,RURAL,57419807,57419810,1F,5837,TURBO
12890310,TURBO,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.28939,-76.50081999999999,2012-06-05,2012-06-05,RURAL,57264340,57419843,1F,5837,TURBO
12890448,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,8.75784,-76.53029000000001,2012-06-05,2018-07-07,URBANO,47641157,57419901,1F,5659,TURBO
12890470,TURBO,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,13.2,TSR,7.949660000000001,-76.62453000000001,2012-06-05,2020-03-30,RURAL,47642359,57419907,3F,5837,TURBO
12890650,TURBO,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.40112,-76.44169000000001,2012-06-05,2019-05-16,RURAL,57253732,57419957,1F,5837,TURBO
12890885,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.75864,-76.53438,2012-06-05,2018-07-07,URBANO,47641140,57420064,1F,5659,TURBO
12891143,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.760580000000001,-76.53726999999999,2012-06-05,2018-07-07,RURAL,47641125,57420114,1F,5659,TURBO
12891697,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,T,8.36332,-76.48339,2012-06-06,2016-02-02,RURAL,57420308,57420310,1F,5837,TURBO
12891881,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,OPEN,NORMAL,PRIMARIA,13.2,RST,8.752089999999999,-76.53447,2012-06-06,2018-07-07,RURAL,47641139,57800485,3F,5659,TURBO
12891902,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.74688,-76.53657,2012-06-06,2018-07-07,RURAL,57420394,57420395,1F,5659,TURBO
12892246,TURBO,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,R,8.01317,-76.64325,2012-06-07,2018-03-08,RURAL,47642167,57420518,1F,5837,TURBO
12892263,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.74146,-76.55071,2012-06-07,2018-07-07,RURAL,57420525,57575463,1F,5659,TURBO
12892292,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,13.2,TRS,8.28386,-76.37931,2012-06-07,2019-05-16,RURAL,57420504,57420881,3F,5665,TURBO
12892326,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.74393,-76.55207,2012-06-07,2018-07-07,RURAL,57420354,57420548,1F,5659,TURBO
12892333,TURBO,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.012319999999999,-76.64291,2012-06-07,2018-03-08,RURAL,47642170,57420552,1F,5837,TURBO
12892448,SAN JUAN DE URABÁ,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.74537,-76.55346,2012-06-07,2018-07-07,RURAL,57420353,57420603,1F,5659,TURBO
12892633,TURBO,NUEVA COLONIA,406-12,406-12,CLOSED,NORMAL,PRIMARIA,7.621,S,7.93422,-76.71661999999999,2012-06-07,2017-04-26,RURAL,47639447,57420689,1F,5837,TURBO
12892837,TURBO,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.99905,-76.63894,2012-06-07,2016-02-09,RURAL,57420748,57420749,1F,5837,TURBO
12892900,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,8.29347,-76.3607,2012-06-07,2019-05-16,RURAL,57420754,57420759,1F,5665,TURBO
12893018,NECOCLÍ,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,S,8.51672,-76.74874,2012-06-08,2018-07-07,RURAL,57188963,57420806,1F,5490,TURBO
12893195,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,8.29969,-76.36419000000001,2012-06-08,2019-05-16,RURAL,57420838,57420841,1F,5665,TURBO
12893238,NECOCLÍ,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,S,8.5082,-76.73869,2012-06-08,2018-07-07,RURAL,57420860,57420861,1F,5490,TURBO
12893393,TURBO,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.989339999999999,-76.63603,2012-06-08,2016-02-02,RURAL,47642228,57420922,1F,5837,TURBO
