G3E_FID,MUNICIPIO,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,TIPO_AISLA,TIPO_RED,TENSION,FASES,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,NUMERO_FAS,MUNICIPIO_CODE,SUBREGION
4115654,TURBO,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,7.621,T,7.478680000000001,-76.69208,2007-12-06,2019-10-18,RURAL,51148589,51148590,1F,5837,APARTADO
4115657,CHIGORODÓ,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,7.621,R,7.57476,-76.62586999999999,2007-12-06,2020-04-24,RURAL,47636661,51148627,1F,5172,APARTADO
4115659,CHIGORODÓ,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,7.621,S,7.557119999999999,-76.61513000000001,2007-12-06,2020-04-24,RURAL,57368114,57742128,1F,5172,APARTADO
4115660,CHIGORODÓ,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,R,7.52118,-76.59795,2007-12-06,2018-07-07,RURAL,47639963,51148644,1F,5172,APARTADO
4115661,CHIGORODÓ,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,R,7.51845,-76.595,2007-12-06,2018-07-07,RURAL,51148646,51148647,1F,5172,APARTADO
4115662,CHIGORODÓ,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,S,7.512580000000001,-76.5892,2007-12-06,2018-07-07,RURAL,47639981,51148648,1F,5172,APARTADO
4115663,CHIGORODÓ,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,S,7.5046100000000004,-76.58322,2007-12-06,2018-07-07,RURAL,47639999,51148654,1F,5172,APARTADO
4115665,MUTATÁ,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,S,7.46787,-76.5509,2007-12-06,2020-04-28,RURAL,47640074,51148678,1F,5480,APARTADO
4115667,MUTATÁ,CAUCHERAS,404-12,404-12,OPEN,DE REPETICION,PRIMARIA,7.621,R,7.429819999999999,-76.53792,2007-12-06,2019-10-01,RURAL,47640119,57976098,1F,5480,APARTADO
4115669,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,NORMAL,PRIMARIA,13.2,TSR,7.24379,-76.43670999999999,2007-12-06,2018-07-07,URBANO,47637185,53140498,3F,5480,APARTADO
4115675,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,NORMAL,PRIMARIA,13.2,TSR,7.24194,-76.43441999999999,2007-12-06,2018-07-07,RURAL,57619247,57619958,3F,5480,APARTADO
4115677,MUTATÁ,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,R,7.3741,-76.57670999999999,2007-12-06,2018-07-07,RURAL,47637502,57365657,1F,5480,APARTADO
4115685,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,13.2,SRT,8.2894,-76.39554,2007-12-06,2018-07-07,RURAL,47640502,53142966,3F,5665,TURBO
4115686,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,13.2,SRT,8.28782,-76.3954,2007-12-06,2020-05-06,RURAL,53142971,53142973,3F,5837,TURBO
4115690,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,S,8.29696,-76.40293,2007-12-06,2018-04-18,RURAL,47640456,53142999,1F,5837,TURBO
4115691,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,S,8.31423,-76.39523,2007-12-06,2017-04-04,RURAL,47640505,53143003,1F,5837,TURBO
4115696,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.35533,-76.47846,2007-12-06,2016-02-02,RURAL,47674536,53143057,1F,5837,TURBO
4115698,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,13.2,SRT,8.366660000000001,-76.48445,2007-12-06,2016-02-02,RURAL,47643331,53143059,3F,5837,TURBO
4115699,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,T,8.372530000000001,-76.48533,2007-12-06,2016-06-29,RURAL,47643325,53143064,1F,5837,TURBO
4115701,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.27946,-76.4189,2007-12-06,2012-06-07,RURAL,57416513,57416554,1F,5837,TURBO
4115702,TURBO,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,8.27972,-76.41644000000001,2007-12-06,2016-02-02,RURAL,47640389,53143153,1F,5837,TURBO
4115956,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.90504,-76.72454,2007-12-06,2019-10-18,RURAL,51141762,51141764,1F,5045,TURBO
4115957,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.90504,-76.72454,2007-12-06,2019-10-18,RURAL,51141762,51141763,1F,5045,TURBO
4115958,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.875139999999999,-76.60961,2007-12-06,2018-07-07,URBANO,57374257,57492918,3F,5045,APARTADO
4115961,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,13.2,SRT,7.87515,-76.60803,2007-12-06,2020-01-23,URBANO,57374269,57140517,3F,5045,APARTADO
4115963,APARTADÓ,APARTADO,401-11,401-11,OPEN,NORMAL,PRIMARIA,7.621,T,7.867260000000001,-76.60508,2007-12-06,2019-07-11,RURAL,57140501,57955018,1F,5045,APARTADO
4115965,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.8819,-76.59818,2007-12-06,2018-07-07,RURAL,47632840,51141315,1F,5045,APARTADO
4115966,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.88191,-76.59818,2007-12-06,2018-07-07,RURAL,47632840,51141314,1F,5045,APARTADO
4115968,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.883589999999999,-76.59286999999999,2007-12-06,2018-07-07,RURAL,47674140,51141320,1F,5045,APARTADO
4115969,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.88219,-76.58917,2007-12-06,2018-07-07,RURAL,47632848,51141321,1F,5045,APARTADO
4115970,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.87666,-76.58416,2007-12-06,2018-07-07,RURAL,47632852,51141323,1F,5045,APARTADO
4115971,APARTADÓ,APARTADO,401-11,401-11,CLOSED,DE REPETICION,PRIMARIA,7.621,S,7.878610000000001,-76.58363,2007-12-06,2020-01-21,RURAL,51141330,51141331,1F,5045,APARTADO
4115972,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.867260000000001,-76.57545999999999,2007-12-06,2018-07-07,RURAL,47632866,51141345,1F,5045,APARTADO
4115974,APARTADÓ,APARTADO,401-11,401-11,CLOSED,DE REPETICION,PRIMARIA,7.621,S,7.86573,-76.57209,2007-12-06,2018-07-07,RURAL,47632869,53149611,1F,5045,APARTADO
4115975,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.88012,-76.56459,2007-12-06,2018-07-07,RURAL,47632884,51141354,1F,5045,APARTADO
4115978,APARTADÓ,APARTADO,401-11,401-11,CLOSED,DE REPETICION,PRIMARIA,7.621,T,7.8839,-76.56151,2007-12-06,2018-07-07,RURAL,47632890,51141368,1F,5045,APARTADO
4115982,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.879510000000001,-76.61152,2007-12-06,2018-07-07,URBANO,47632711,51143566,3F,5045,APARTADO
4115984,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,R,7.87717,-76.61225999999999,2007-12-06,2018-07-07,URBANO,47632695,51143561,1F,5045,APARTADO
4115987,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.87938,-76.61015,2007-12-06,2018-07-07,URBANO,51141523,51141524,3F,5045,APARTADO
4115988,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.87798,-76.61058,2007-12-06,2020-03-03,URBANO,47632738,51141464,1F,5045,APARTADO
4115989,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.87798,-76.61058,2007-12-06,2020-03-03,URBANO,47632738,51141465,1F,5045,APARTADO
4115991,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.88001,-76.6087,2007-12-06,2018-07-07,URBANO,47674137,51141429,1F,5045,APARTADO
4115997,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.9249600000000004,-76.61496,2007-12-06,2018-07-07,RURAL,47632670,53150172,1F,5045,APARTADO
4115998,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,S,7.92212,-76.62164,2007-12-06,2018-07-07,RURAL,57667222,57667226,1F,5045,APARTADO
4115999,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.910010000000001,-76.62469,2007-12-06,2018-07-07,RURAL,47632558,53150236,3F,5045,APARTADO
4116000,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.90941,-76.62501999999999,2007-12-06,2020-03-27,RURAL,47632556,51141704,1F,5045,APARTADO
4116002,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,R,7.9015699999999995,-76.6272,2007-12-06,2018-07-07,RURAL,47632527,57390150,1F,5045,APARTADO
4116003,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.89814,-76.62807,2007-12-06,2018-07-07,RURAL,47632520,53150138,3F,5045,APARTADO
4116007,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,R,7.894019999999999,-76.61888,2007-12-06,2018-07-07,RURAL,51141675,51141677,1F,5045,APARTADO
4116008,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,R,7.877039999999999,-76.6095,2007-12-06,2018-07-07,URBANO,47632769,51143490,1F,5045,APARTADO
4116009,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.87852,-76.60906999999999,2007-12-06,2018-07-07,URBANO,47632784,51141486,3F,5045,APARTADO
4116012,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.89381,-76.66228000000001,2007-12-06,2019-10-18,RURAL,51141800,51141801,3F,5045,TURBO
4116013,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,NORMAL,PRIMARIA,13.2,TSR,7.89797,-76.64986,2007-12-06,2019-10-18,RURAL,57299081,53147414,3F,5045,TURBO
4116014,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,DE REPETICION,PRIMARIA,13.2,RST,7.89415,-76.6683,2007-12-06,2019-10-18,RURAL,57488437,57488438,3F,5045,TURBO
4116016,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.8986600000000005,-76.69149,2007-12-06,2019-10-18,RURAL,51141790,51141791,3F,5045,TURBO
4116019,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.88011,-76.60934,2007-12-06,2018-07-07,URBANO,47632774,51141391,1F,5045,APARTADO
4116020,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,R,7.88025,-76.6107,2007-12-06,2018-07-07,URBANO,47632736,51141405,1F,5045,APARTADO
4116021,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.8803399999999995,-76.61145,2007-12-06,2018-07-07,URBANO,47632713,51141400,1F,5045,APARTADO
4116022,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.88045,-76.6123,2007-12-06,2018-07-07,URBANO,57832337,51141395,1F,5045,APARTADO
4116024,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,R,7.87668,-76.60974,2007-12-06,2018-07-07,URBANO,47632761,51141383,1F,5045,APARTADO
4116025,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.87575,-76.61003000000001,2007-12-06,2018-07-07,URBANO,47632752,51141382,1F,5045,APARTADO
4116026,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,7.621,R,7.87643,-76.60970999999999,2007-12-06,2018-07-07,URBANO,47632762,51141378,1F,5045,APARTADO
4116029,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,NORMAL,PRIMARIA,7.621,R,7.87875,-76.70635,2007-12-06,2019-10-18,RURAL,47632292,53150098,1F,5045,TURBO
4116032,APARTADÓ,NUEVA COLONIA,406-11,406-11,CLOSED,NORMAL,PRIMARIA,7.621,T,7.89395,-76.70096,2007-12-06,2019-10-18,RURAL,47632334,51141624,1F,5045,TURBO
4116036,APARTADÓ,APARTADO,401-11,401-11,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.8904,-76.63355,2007-12-06,2018-07-07,URBANO,57404758,57404778,3F,5045,APARTADO
4116043,APARTADÓ,APARTADO,401-12,401-12,CLOSED,NORMAL,PRIMARIA,7.621,T,7.88558,-76.62653,2007-12-06,2020-02-03,URBANO,57318745,51141959,1F,5045,APARTADO
4116044,APARTADÓ,APARTADO,401-12,401-12,CLOSED,NORMAL,PRIMARIA,13.2,RS,7.88329,-76.62033000000001,2007-12-06,2018-07-07,URBANO,47632979,51141940,2F,5045,APARTADO
4116045,APARTADÓ,APARTADO,401-12,401-12,CLOSED,NORMAL,PRIMARIA,13.2,RT,7.8818600000000005,-76.61804000000001,2007-12-06,2020-03-06,URBANO,47633004,51141932,2F,5045,APARTADO
4116050,APARTADÓ,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.88737,-76.62951,2007-12-06,2018-07-07,URBANO,57560552,53158690,3F,5045,APARTADO
4116052,APARTADÓ,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,13.2,RT,7.88815,-76.6323,2007-12-06,2020-02-06,URBANO,47633103,51142306,2F,5045,APARTADO
4116054,APARTADÓ,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,7.621,S,7.888719999999999,-76.63298,2007-12-06,2020-02-06,URBANO,57195717,51142355,1F,5045,APARTADO
4116057,APARTADÓ,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,7.621,R,7.89053,-76.63811,2007-12-06,2018-07-07,URBANO,57515401,57517788,1F,5045,APARTADO
4116058,APARTADÓ,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,7.621,R,7.88915,-76.63068,2007-12-06,2018-07-07,URBANO,47633114,51142297,1F,5045,APARTADO
4116063,APARTADÓ,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,S,7.8769800000000005,-76.61709,2007-12-06,2018-08-22,URBANO,51142427,51142428,1F,5045,APARTADO
4116064,APARTADÓ,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,T,7.877560000000001,-76.61791,2007-12-06,2018-07-07,URBANO,57377996,51142434,1F,5045,APARTADO
4116065,APARTADÓ,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,13.2,SR,7.878480000000001,-76.61958,2007-12-06,2020-05-05,URBANO,47633185,51142441,2F,5045,APARTADO
4116066,APARTADÓ,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,S,7.87706,-76.62044,2007-12-06,2018-07-07,URBANO,57378185,57378186,1F,5045,APARTADO
4116067,APARTADÓ,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,T,7.88002,-76.62216,2007-12-06,2018-07-07,URBANO,47633167,51142451,1F,5045,APARTADO
4116068,APARTADÓ,APARTADO,401-14,401-14,CLOSED,NORMAL,PRIMARIA,7.621,R,7.88195,-76.62546999999999,2007-12-06,2018-07-07,URBANO,47633159,51142465,1F,5045,APARTADO
4116072,APARTADÓ,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.88347,-76.63375,2007-12-06,2018-07-07,URBANO,53150950,57376398,3F,5045,APARTADO
4116073,APARTADÓ,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,S,7.88365,-76.63422,2007-12-06,2020-01-28,URBANO,47633321,51142514,1F,5045,APARTADO
4116075,APARTADÓ,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,S,7.88508,-76.63533000000001,2007-12-06,2020-02-05,URBANO,51142555,51142557,1F,5045,APARTADO
4116077,APARTADÓ,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.88765,-76.63731,2007-12-06,2018-07-07,URBANO,47633292,57376667,3F,5045,APARTADO
4116078,APARTADÓ,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,T,7.889880000000001,-76.64054,2007-12-06,2018-07-07,URBANO,51142588,51142589,1F,5045,APARTADO
4116081,APARTADÓ,APARTADO,401-18,401-18,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.87865,-76.63384,2007-12-06,2018-07-07,URBANO,51142692,51142693,3F,5045,APARTADO
4116083,APARTADÓ,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,S,7.890960000000001,-76.65460999999999,2007-12-06,2018-07-07,RURAL,51142593,51142594,1F,5045,APARTADO
4116084,APARTADÓ,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,7.621,S,7.887760000000001,-76.66208,2007-12-06,2018-07-07,RURAL,47633234,51142600,1F,5045,APARTADO
4116087,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,T,7.841080000000001,-76.66928,2007-12-06,2018-07-07,RURAL,47636727,57390870,1F,5045,APARTADO
4116089,APARTADÓ,APARTADO,401-16,401-16,OPEN,NORMAL,PRIMARIA,13.2,STR,7.87458,-76.63498,2007-12-06,2018-07-07,URBANO,57831474,57831475,3F,5045,APARTADO
4116091,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,R,7.8825899999999995,-76.64761,2007-12-06,2019-09-24,URBANO,51142743,51142746,1F,5045,APARTADO
4116093,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,R,7.8711899999999995,-76.63564000000001,2007-12-06,2018-07-07,URBANO,47637013,57490802,1F,5045,APARTADO
4116095,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RT,7.868469999999999,-76.65087,2007-12-06,2018-07-07,RURAL,57170637,57170638,2F,5045,APARTADO
4116096,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.869160000000001,-76.63651,2007-12-06,2019-05-28,URBANO,57532980,57532981,3F,5045,APARTADO
4116097,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,R,7.86735,-76.63662,2007-12-06,2018-07-07,URBANO,47636998,57230360,1F,5045,APARTADO
4116099,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.86296,-76.63781999999999,2007-12-06,2020-04-15,URBANO,47636987,51142770,3F,5045,APARTADO
4116100,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,7.85263,-76.6872,2007-12-06,2018-07-07,RURAL,47633422,57140808,1F,5045,APARTADO
4116102,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.8604,-76.6884,2007-12-06,2018-07-07,RURAL,51143007,51143008,3F,5045,APARTADO
4116103,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.85958,-76.69138000000001,2007-12-06,2018-07-07,RURAL,51143011,51143012,3F,5045,APARTADO
4116104,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.863980000000001,-76.68335,2007-12-06,2018-07-07,RURAL,51142993,51143327,3F,5045,APARTADO
4116105,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.8612899999999994,-76.66741,2007-12-06,2018-07-07,RURAL,47636739,57142780,3F,5045,APARTADO
4116107,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,7.864539999999999,-76.66660999999999,2007-12-06,2018-07-07,RURAL,47636746,51143049,1F,5045,APARTADO
4116109,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,TRS,7.83115,-76.64650999999999,2007-12-06,2018-07-07,RURAL,47636885,53151264,3F,5045,APARTADO
4116110,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,TS,7.82547,-76.64794,2007-12-06,2018-07-07,RURAL,51142883,51142884,2F,5045,APARTADO
4116111,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,7.82405,-76.64545,2007-12-06,2018-07-25,RURAL,51142935,51142936,1F,5045,APARTADO
4116112,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,7.82515,-76.64452,2007-12-06,2018-07-07,RURAL,47636919,51142940,1F,5045,APARTADO
4116113,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,S,7.82405,-76.64148,2007-12-06,2018-10-29,RURAL,57907693,51142944,1F,5045,APARTADO
4116114,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,TRS,7.82423,-76.64856,2007-12-06,2018-07-07,RURAL,47636845,57562294,3F,5045,APARTADO
4116118,APARTADÓ,APARTADO,401-17,401-17,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.8739300000000005,-76.62129,2007-12-06,2020-05-18,URBANO,57387687,57742060,3F,5045,APARTADO
4116121,APARTADÓ,APARTADO,401-17,401-17,CLOSED,NORMAL,PRIMARIA,7.621,T,7.87714,-76.62575,2007-12-06,2020-02-28,URBANO,57404538,57404896,1F,5045,APARTADO
4116122,APARTADÓ,APARTADO,401-17,401-17,CLOSED,NORMAL,PRIMARIA,7.621,R,7.8768,-76.62767,2007-12-06,2020-03-25,URBANO,47633877,58015759,1F,5045,APARTADO
4116127,APARTADÓ,APARTADO,401-18,401-18,CLOSED,NORMAL,PRIMARIA,7.621,R,7.88002,-76.62988,2007-12-06,2020-02-06,URBANO,47674234,51143267,1F,5045,APARTADO
4116129,APARTADÓ,APARTADO,401-18,401-18,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.881069999999999,-76.6321,2007-12-06,2020-02-07,URBANO,47674232,51143285,3F,5045,APARTADO
4116133,TURBO,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.23634,-76.75121999999999,2007-12-06,2016-06-20,RURAL,57405237,51146328,1F,5837,TURBO
4116134,TURBO,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.230780000000001,-76.75025,2007-12-06,2020-04-02,RURAL,47634224,51146314,1F,5837,TURBO
4116135,TURBO,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,S,8.230780000000001,-76.75025,2007-12-06,2020-04-02,RURAL,47634224,51146311,1F,5837,TURBO
4116144,TURBO,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,R,8.17377,-76.71959,2007-12-06,2016-02-08,RURAL,57613226,57613228,1F,5837,TURBO
4116146,TURBO,CIRILO,413-11,402-13,OPEN,NORMAL,PRIMARIA,7.621,R,8.16555,-76.72867,2017-04-18,2019-10-28,RURAL,57809827,57809839,1F,5837,TURBO
4116168,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,NORMAL,PRIMARIA,7.621,T,7.671469999999999,-76.68826999999999,2007-12-06,2018-07-07,URBANO,47635305,51146844,1F,5172,APARTADO
4116169,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,NORMAL,PRIMARIA,13.2,TSR,7.669169999999999,-76.68233000000001,2007-12-06,2018-07-07,URBANO,51146791,51146793,3F,5172,APARTADO
4116170,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,NORMAL,PRIMARIA,7.621,S,7.66599,-76.6816,2007-12-06,2018-07-07,URBANO,51146796,51146798,1F,5172,APARTADO
4116184,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,7.621,R,7.860010000000001,-76.6384,2007-12-06,2018-07-07,URBANO,51142793,51142794,1F,5045,APARTADO
4116188,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.836119999999999,-76.64558000000001,2007-12-06,2018-07-07,RURAL,47636909,57687677,3F,5045,APARTADO
4116189,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.8288199999999994,-76.64735999999999,2007-12-06,2019-05-28,RURAL,47636868,57392410,3F,5045,APARTADO
4116194,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.84202,-76.66553,2007-12-06,2018-12-10,RURAL,57915966,57915967,3F,5045,APARTADO
4116195,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.857289999999999,-76.66439,2007-12-06,2018-07-07,RURAL,47636759,51142956,3F,5045,APARTADO
4116196,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.864960000000001,-76.67135,2007-12-06,2018-07-07,RURAL,51142985,51142986,3F,5045,APARTADO
4116198,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,7.86225,-76.68144000000001,2007-12-06,2018-07-07,RURAL,51142990,51142991,3F,5045,APARTADO
4116199,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.8613,-76.6674,2007-12-06,2018-07-07,RURAL,47636739,51142976,3F,5045,APARTADO
4116202,APARTADÓ,APARTADO,401-16,401-16,CLOSED,NORMAL,PRIMARIA,13.2,RTS,7.8623199999999995,-76.68731,2007-12-06,2018-07-07,RURAL,47633423,57392107,3F,5045,APARTADO
4116209,CHIGORODÓ,CHIGORODO,403-13,403-13,CLOSED,NORMAL,PRIMARIA,13.2,RST,7.664630000000001,-76.67846999999999,2007-12-06,2018-07-07,URBANO,51147749,57167048,3F,5172,APARTADO
4116229,CAREPA,CHIGORODO,403-14,403-14,CLOSED,NORMAL,PRIMARIA,7.621,S,7.7292,-76.66627,2007-12-06,2019-05-15,RURAL,47635580,51147910,1F,5147,APARTADO
