G3E_FID,LOCALIZACI,SUBESTACIO,CIRCUITO,TIPO_RED,TENSION,CAPACIDAD_,FASES,TRANSF_CODE,NODO_TRANS,MUNICIPIO,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,NODO_TRAN1,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,NUMERO_FAS,MUNICIPIO_CODE,SUBREGION
7001338,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,15.0,S,477213,477213,SAN PEDRO DE URABÃ,8.30547,-76.36065,2008-01-23,2019-06-28,RURAL,47674497,57745411,477213,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
7001669,AEREO,TURBO,402-13,PRIMARIA,7.621,10.0,T,418251,418251,TURBO,8.108239999999999,-76.72899,2008-01-23,2020-01-16,RURAL,57403494,57680127,418251,TURBO,402-13,7.621,T,1F,5837,TURBO
7001671,AEREO,TURBO,402-13,PRIMARIA,7.621,25.0,S,70632,418240,TURBO,8.11375,-76.72100999999999,2008-01-23,2020-01-16,RURAL,57680296,57282032,418240,TURBO,402-13,7.621,S,1F,5837,TURBO
7001672,AEREO,TURBO,402-13,PRIMARIA,7.621,25.0,T,418241,418241,TURBO,8.11543,-76.71637,2008-01-23,2020-04-01,RURAL,53148542,0,418241,TURBO,402-13,7.621,T,1F,5837,TURBO
7001675,AEREO,TURBO,402-13,PRIMARIA,7.621,37.5,R,405083,405083,TURBO,8.12003,-76.69498,2008-01-23,2019-04-01,RURAL,57719671,57719670,405083,TURBO,402-13,7.621,R,1F,5837,TURBO
7001676,AEREO,TURBO,402-13,PRIMARIA,7.621,50.0,T,418237,418237,TURBO,8.124419999999999,-76.69548,2008-01-23,2020-04-01,RURAL,53148750,57159093,418237,TURBO,402-13,7.621,T,1F,5837,TURBO
7002035,AEREO,TURBO,402-13,PRIMARIA,7.621,5.0,R,418238,418238,TURBO,8.12686,-76.69508,2008-01-23,2020-04-01,RURAL,57404173,0,418238,TURBO,402-13,7.621,R,1F,5837,TURBO
7002213,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,S,400318,400318,TURBO,8.11207,-76.73411999999999,2008-01-23,2020-01-16,RURAL,47634145,57665986,400318,TURBO,402-12,7.621,S,1F,5837,TURBO
7002214,AEREO,TURBO,402-12,PRIMARIA,7.621,5.0,S,400562,400562,TURBO,8.11717,-76.72974,2008-01-23,2020-04-01,RURAL,53148876,0,400562,TURBO,402-12,7.621,S,1F,5837,TURBO
7002215,AEREO,TURBO,402-12,PRIMARIA,7.621,25.0,R,400319,400319,TURBO,8.109110000000001,-76.73507,2008-01-23,2020-04-01,RURAL,57400915,57666065,400319,TURBO,402-12,7.621,R,1F,5837,TURBO
7002216,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,S,400253,400253,TURBO,8.10022,-76.73168000000001,2008-01-23,2020-01-16,URBANO,51145038,57666332,400253,TURBO,402-12,7.621,S,1F,5837,TURBO
7002217,AEREO,TURBO,402-12,PRIMARIA,7.621,25.0,R,106260,400254,TURBO,8.09957,-76.73305,2008-01-23,2020-04-01,URBANO,47634157,57666352,400254,TURBO,402-12,7.621,R,1F,5837,TURBO
7002452,AEREO,TURBO,402-11,PRIMARIA,13.2,75.0,TSR,400569,400569,TURBO,8.10907,-76.73433,2008-01-23,2014-06-18,RURAL,47634044,0,400569,TURBO,402-11,13.2,TSR,3F,5837,TURBO
7002453,AEREO,TURBO,402-11,PRIMARIA,7.621,37.5,S,400587,400297,TURBO,8.08425,-76.74219000000001,2008-01-23,2020-04-01,URBANO,57399517,57679293,400297,TURBO,402-11,7.621,S,1F,5837,TURBO
7002454,AEREO,TURBO,402-11,PRIMARIA,13.2,75.0,RST,400609,400609,TURBO,8.074689999999999,-76.73838,2008-01-23,2020-04-01,URBANO,53148866,0,400609,TURBO,402-11,13.2,RST,3F,5837,TURBO
7002455,AEREO,URABA,411-11,PRIMARIA,13.2,30.0,TSR,89517,400347,TURBO,7.96978,-76.64786,2008-01-23,2020-04-01,RURAL,57404137,0,400347,URABA,411-11,13.2,TSR,3F,5837,TURBO
7002665,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,10.0,T,138491,475972,CHIGORODÃ,7.71672,-76.77111,2008-01-23,2020-04-01,RURAL,47634878,57688867,475972,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002666,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,475973,475973,CHIGORODÃ,7.72191,-76.77113,2008-01-23,2020-04-01,RURAL,47634876,57997729,475973,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002668,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,3.0,T,475975,475975,CHIGORODÃ,7.72473,-76.76865,2008-01-23,2019-12-09,RURAL,47634887,0,475975,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002670,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,475978,475978,CHIGORODÃ,7.7263399999999995,-76.7747,2008-01-23,2020-05-08,RURAL,47634866,57976693,475978,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002671,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,10.0,T,475979,475979,CHIGORODÃ,7.72146,-76.77702,2008-01-23,2020-04-01,RURAL,53155181,0,475979,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002673,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,475982,475982,CHIGORODÃ,7.72772,-76.77691999999999,2008-01-23,2020-04-22,RURAL,47634858,70748451,475982,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002674,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,475983,475983,CHIGORODÃ,7.72898,-76.77908000000001,2008-01-23,2020-04-01,RURAL,47634853,57834469,475983,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002675,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,475986,475986,CHIGORODÃ,7.724819999999999,-76.77901999999999,2008-01-23,2020-04-01,RURAL,57397070,0,475986,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002677,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,3.0,T,475988,475988,CHIGORODÃ,7.71869,-76.76562,2008-01-23,2020-04-01,RURAL,53155173,0,475988,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7002880,AEREO,CAREPA,412-14,PRIMARIA,7.621,5.0,S,452500,452500,CAREPA,7.75172,-76.51324,2008-01-23,2020-04-01,RURAL,53155883,57869694,452500,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7002881,AEREO,CAREPA,412-14,PRIMARIA,7.621,3.0,S,452491,452491,CAREPA,7.7706,-76.54138,2008-01-23,2020-04-01,RURAL,57318046,57295189,452491,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7002882,AEREO,CAREPA,412-14,PRIMARIA,7.621,1.0,S,452490,452490,CAREPA,7.77158,-76.54199,2008-01-23,2020-04-01,RURAL,57541266,57295195,452490,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7002883,AEREO,CAREPA,412-14,PRIMARIA,7.621,3.0,S,452489,452489,CAREPA,7.7560199999999995,-76.5351,2008-01-23,2020-04-01,RURAL,57375709,57155654,452489,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7002884,AEREO,CAREPA,412-14,PRIMARIA,7.621,1.0,S,452488,452488,CAREPA,7.756480000000001,-76.54234,2008-01-23,2020-04-01,RURAL,53155891,0,452488,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7002990,AEREO,TURBO,402-12,PRIMARIA,7.621,75.0,S,126318,400258,TURBO,8.097489999999999,-76.73318,2008-01-23,2020-04-01,URBANO,47634158,57667949,400258,TURBO,402-12,7.621,S,1F,5837,TURBO
7002991,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,S,400259,400259,TURBO,8.09795,-76.73201999999999,2008-01-23,2020-01-16,URBANO,57401642,57668001,400259,TURBO,402-12,7.621,S,1F,5837,TURBO
7002992,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,S,29473,400260,TURBO,8.09732,-76.73195,2008-01-23,2020-04-01,URBANO,47634186,57668150,400260,TURBO,402-12,7.621,S,1F,5837,TURBO
7002993,AEREO,TURBO,402-12,PRIMARIA,7.621,75.0,R,400502,400262,TURBO,8.09662,-76.73273,2008-01-23,2020-04-01,URBANO,47634168,57668045,400262,TURBO,402-12,7.621,R,1F,5837,TURBO
7002994,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,R,400547,400547,TURBO,8.09576,-76.73428,2008-01-23,2020-04-01,URBANO,53148889,57668185,400547,TURBO,402-12,7.621,R,1F,5837,TURBO
7002995,AEREO,TURBO,402-15,PRIMARIA,7.621,50.0,T,400504,400142,TURBO,8.08727,-76.72554000000001,2008-01-23,2019-07-19,URBANO,47634693,57683197,400142,TURBO,402-15,7.621,T,1F,5837,TURBO
7002996,AEREO,TURBO,402-12,PRIMARIA,7.621,5.0,R,400605,400605,TURBO,8.095419999999999,-76.73316,2008-01-23,2020-04-01,URBANO,57401746,0,400605,TURBO,402-12,7.621,R,1F,5837,TURBO
7002997,AEREO,TURBO,402-14,PRIMARIA,7.621,25.0,S,126378,400566,TURBO,8.10115,-76.71239,2008-01-23,2020-04-01,URBANO,53149075,57155484,400566,TURBO,402-14,7.621,S,1F,5837,TURBO
7002998,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,R,400268,400268,TURBO,8.09431,-76.73206,2008-01-23,2020-04-01,URBANO,47634185,57661266,400268,TURBO,402-12,7.621,R,1F,5837,TURBO
7002999,AEREO,TURBO,402-12,PRIMARIA,7.621,75.0,R,400267,400267,TURBO,8.09498,-76.73051,2008-01-23,2020-01-16,URBANO,53148904,57661423,400267,TURBO,402-12,7.621,R,1F,5837,TURBO
7003000,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,R,400558,400558,TURBO,8.092789999999999,-76.7355,2008-01-23,2020-01-16,URBANO,53148920,57661113,400558,TURBO,402-12,7.621,R,1F,5837,TURBO
7003001,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,R,400272,400272,TURBO,8.091289999999999,-76.73298,2008-01-23,2020-04-01,URBANO,53148921,57661669,400272,TURBO,402-12,7.621,R,1F,5837,TURBO
7003002,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,R,132123,400273,TURBO,8.0915,-76.73145,2008-01-23,2020-04-01,URBANO,57401899,57661548,400273,TURBO,402-12,7.621,R,1F,5837,TURBO
7003003,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,R,400275,400275,TURBO,8.0909,-76.73284,2008-01-23,2019-11-19,URBANO,57401239,57662163,400275,TURBO,402-12,7.621,R,1F,5837,TURBO
7003004,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,S,400277,400277,TURBO,8.09835,-76.73528,2008-01-23,2019-06-18,URBANO,47634136,57666405,400277,TURBO,402-12,7.621,S,1F,5837,TURBO
7003005,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,T,400278,400278,TURBO,8.10264,-76.73114,2008-01-23,2020-04-01,RURAL,51145033,0,400278,TURBO,402-12,7.621,T,1F,5837,TURBO
7003007,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,S,106437,400285,TURBO,8.09707,-76.73859,2008-01-23,2020-04-01,URBANO,47634105,57666637,400285,TURBO,402-12,7.621,S,1F,5837,TURBO
7003008,AEREO,TURBO,402-12,PRIMARIA,7.621,30.0,R,426532,426532,TURBO,8.09713,-76.73873,2008-01-23,2018-10-04,URBANO,47634105,0,426532,TURBO,402-12,7.621,R,1F,5837,TURBO
7003009,AEREO,TURBO,402-12,PRIMARIA,7.621,25.0,T,78769,400544,TURBO,8.09474,-76.73755,2008-01-23,2020-04-01,URBANO,53148937,57668716,400544,TURBO,402-12,7.621,T,1F,5837,TURBO
7003010,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,T,400545,400545,TURBO,8.09545,-76.73835,2008-01-23,2020-04-01,URBANO,47634111,57666836,400545,TURBO,402-12,7.621,T,1F,5837,TURBO
7003011,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,T,400546,400546,TURBO,8.09495,-76.73834000000001,2008-01-23,2019-06-18,URBANO,53148939,57668776,400546,TURBO,402-12,7.621,T,1F,5837,TURBO
7003012,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,R,400286,400286,TURBO,8.0965,-76.74009000000001,2008-01-23,2020-04-01,URBANO,57402310,57668806,400286,TURBO,402-12,7.621,R,1F,5837,TURBO
7003013,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,T,400288,400288,TURBO,8.09341,-76.7399,2008-01-23,2020-04-01,URBANO,57402325,57668865,400288,TURBO,402-12,7.621,T,1F,5837,TURBO
7003014,AEREO,TURBO,402-12,PRIMARIA,7.621,25.0,T,400540,400540,TURBO,8.09276,-76.73833,2008-01-23,2020-04-01,URBANO,53148942,57669046,400540,TURBO,402-12,7.621,T,1F,5837,TURBO
7003016,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,T,400436,400290,TURBO,8.09038,-76.7413,2008-01-23,2020-04-01,URBANO,57402364,57669218,400290,TURBO,402-12,7.621,T,1F,5837,TURBO
7003018,AEREO,TURBO,402-12,PRIMARIA,7.621,50.0,S,400548,400548,TURBO,8.10188,-76.73084,2008-01-23,2018-10-03,URBANO,57418224,0,400548,TURBO,402-12,7.621,S,1F,5837,TURBO
7003177,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,R,400295,400295,TURBO,8.0873,-76.74193000000001,2008-01-23,2020-01-16,URBANO,47634062,0,400295,TURBO,402-12,7.621,R,1F,5837,TURBO
7003178,AEREO,TURBO,402-12,PRIMARIA,7.621,37.5,S,400296,400296,TURBO,8.08557,-76.74224,2008-01-23,2020-04-01,URBANO,47634057,57669738,400296,TURBO,402-12,7.621,S,1F,5837,TURBO
7003180,AEREO,TURBO,402-12,PRIMARIA,13.2,45.0,RST,81098,400308,TURBO,8.06868,-76.73669,2008-01-23,2019-12-09,URBANO,57539193,0,400308,TURBO,402-12,13.2,RST,3F,5837,TURBO
7003181,AEREO,TURBO,402-12,PRIMARIA,13.2,45.0,RST,400312,400312,TURBO,8.06637,-76.73599,2008-01-23,2019-12-09,URBANO,57655348,0,400312,TURBO,402-12,13.2,RST,3F,5837,TURBO
7005118,AEREO,TURBO,402-16,PRIMARIA,7.621,50.0,R,400212,400212,TURBO,8.09245,-76.72905,2008-01-23,2020-04-01,URBANO,47634794,0,400212,TURBO,402-16,7.621,R,1F,5837,TURBO
7005119,AEREO,TURBO,402-16,PRIMARIA,7.621,75.0,R,400214,400214,TURBO,8.09272,-76.72855,2008-01-23,2017-04-05,URBANO,57431587,57354473,400214,TURBO,402-16,7.621,R,1F,5837,TURBO
7005121,AEREO,TURBO,402-16,PRIMARIA,7.621,75.0,R,400215,400215,TURBO,8.0912,-76.72983,2008-01-23,2019-11-19,URBANO,47634785,57678516,400215,TURBO,402-16,7.621,R,1F,5837,TURBO
7005122,AEREO,TURBO,402-16,PRIMARIA,7.621,50.0,S,400419,400221,TURBO,8.090539999999999,-76.73172,2008-01-23,2019-11-19,URBANO,53149436,57678030,400221,TURBO,402-16,7.621,S,1F,5837,TURBO
7005123,AEREO,TURBO,402-16,PRIMARIA,7.621,25.0,S,400222,400222,TURBO,8.09145,-76.72873,2008-01-23,2020-05-06,URBANO,70751903,57156638,400222,TURBO,402-16,7.621,S,1F,5837,TURBO
7005125,AEREO,TURBO,402-16,PRIMARIA,7.621,50.0,T,131933,400225,TURBO,8.09171,-76.72791,2008-01-23,2020-04-01,URBANO,47634801,57156641,400225,TURBO,402-16,7.621,T,1F,5837,TURBO
7005126,AEREO,TURBO,402-16,PRIMARIA,7.621,75.0,R,128109,400227,TURBO,8.09182,-76.72747,2008-01-23,2020-04-01,URBANO,57363779,57680037,400227,TURBO,402-16,7.621,R,1F,5837,TURBO
7005127,AEREO,TURBO,402-16,PRIMARIA,7.621,37.5,R,400226,400226,TURBO,8.0918,-76.72752,2008-01-23,2019-11-19,URBANO,57363779,57749177,400226,TURBO,402-16,7.621,R,1F,5837,TURBO
7005128,AEREO,TURBO,402-16,PRIMARIA,7.621,75.0,R,100034,400245,TURBO,8.09293,-76.72779,2008-01-23,2020-04-01,URBANO,57682143,57682155,400245,TURBO,402-16,7.621,R,1F,5837,TURBO
7005129,AEREO,TURBO,402-16,PRIMARIA,13.2,45.0,RST,126232,400244,TURBO,8.093010000000001,-76.72779,2008-01-23,2020-04-01,URBANO,57682143,0,400244,TURBO,402-16,13.2,RST,3F,5837,TURBO
7005131,AEREO,TURBO,402-16,PRIMARIA,7.621,75.0,T,37118,400252,TURBO,8.09459,-76.72832,2008-01-23,2020-04-01,URBANO,51146399,57156135,400252,TURBO,402-16,7.621,T,1F,5837,TURBO
7005132,AEREO,TURBO,402-16,PRIMARIA,7.621,75.0,T,405013,400247,TURBO,8.09323,-76.72704,2008-01-23,2020-01-16,URBANO,53149519,57680551,400247,TURBO,402-16,7.621,T,1F,5837,TURBO
7005134,SUBTERRANEO,TURBO,402-16,PRIMARIA,13.2,75.0,RST,400231,400231,TURBO,8.09243,-76.727,2008-01-23,2019-11-19,URBANO,57363886,0,400231,TURBO,402-16,13.2,RST,3F,5837,TURBO
7005135,AEREO,TURBO,402-16,PRIMARIA,7.621,75.0,T,400230,400230,TURBO,8.09212,-76.72646,2008-01-23,2020-04-01,URBANO,47688862,57156985,400230,TURBO,402-16,7.621,T,1F,5837,TURBO
7005136,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,10.0,R,400612,400612,TURBO,7.96708,-76.70715,2008-01-23,2020-04-01,RURAL,57143864,0,400612,NUEVA COLONIA,406-11,7.621,R,1F,5837,TURBO
7005137,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,10.0,R,400611,400611,TURBO,7.9647,-76.7124,2008-01-23,2019-11-19,RURAL,57377154,57400455,400611,NUEVA COLONIA,406-11,7.621,R,1F,5837,TURBO
7005138,AEREO,TURBO,402-16,PRIMARIA,7.621,50.0,S,127220,400233,TURBO,8.092239999999999,-76.72376,2008-01-23,2020-04-01,URBANO,53149500,57163469,400233,TURBO,402-16,7.621,S,1F,5837,TURBO
7005139,AEREO,TURBO,402-16,PRIMARIA,7.621,37.5,T,400242,400242,TURBO,8.09266,-76.72764000000001,2008-01-23,2020-04-01,URBANO,47634805,57596907,400242,TURBO,402-16,7.621,T,1F,5837,TURBO
7005140,AEREO,TURBO,402-16,PRIMARIA,7.621,50.0,S,400237,400237,TURBO,8.09384,-76.71942,2008-01-23,2018-10-03,URBANO,47634827,0,400237,TURBO,402-16,7.621,S,1F,5837,TURBO
7005141,AEREO,TURBO,402-16,PRIMARIA,7.621,50.0,S,400568,400568,TURBO,8.093960000000001,-76.71829,2008-01-23,2019-11-19,URBANO,53149506,57716468,400568,TURBO,402-16,7.621,S,1F,5837,TURBO
7005142,AEREO,TURBO,402-16,PRIMARIA,7.621,15.0,S,400082,400082,TURBO,8.092260000000001,-76.7156,2008-01-23,2020-04-01,URBANO,53149514,0,400082,TURBO,402-16,7.621,S,1F,5837,TURBO
7005156,SUBTERRANEO,TURBO,402-16,PRIMARIA,13.2,400.0,RST,400083,400083,TURBO,8.09511,-76.71415,2008-01-23,2020-04-01,URBANO,57941674,0,400083,TURBO,402-16,13.2,RST,3F,5837,TURBO
7006774,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,50.0,R,475250,465250,CHIGORODÃ,7.66903,-76.67676999999999,2008-01-23,2020-04-01,URBANO,51148771,57411362,465250,CHIGORODO,403-15,7.621,R,1F,5172,APARTADO
7008019,AEREO,TURBO,402-15,PRIMARIA,7.621,50.0,R,98212,400184,TURBO,8.08682,-76.73033000000001,2008-01-23,2020-04-01,URBANO,53162616,57671135,400184,TURBO,402-15,7.621,R,1F,5837,TURBO
7008020,AEREO,TURBO,402-15,PRIMARIA,7.621,37.5,S,400191,400191,TURBO,8.08794,-76.72700999999999,2008-01-23,2020-04-01,URBANO,51146495,57683840,400191,TURBO,402-15,7.621,S,1F,5837,TURBO
7008021,AEREO,TURBO,402-15,PRIMARIA,13.2,45.0,RTS,400193,400193,TURBO,8.08719,-76.72707,2008-01-23,2018-10-02,URBANO,53149409,0,400193,TURBO,402-15,13.2,RTS,3F,5837,TURBO
7008022,AEREO,TURBO,402-15,PRIMARIA,7.621,50.0,S,400194,400194,TURBO,8.08651,-76.72629,2008-01-23,2019-07-19,URBANO,47634686,57683767,400194,TURBO,402-15,7.621,S,1F,5837,TURBO
7008023,AEREO,TURBO,402-15,PRIMARIA,7.621,37.5,T,400553,400553,TURBO,8.08417,-76.72554000000001,2008-01-23,2019-07-19,URBANO,57412076,57157419,400553,TURBO,402-15,7.621,T,1F,5837,TURBO
7008024,AEREO,TURBO,402-15,PRIMARIA,7.621,37.5,T,400549,400549,TURBO,8.08928,-76.72474,2008-01-23,2020-04-01,URBANO,47634701,57682704,400549,TURBO,402-15,7.621,T,1F,5837,TURBO
7008025,AEREO,TURBO,402-15,PRIMARIA,7.621,75.0,S,135116,400138,TURBO,8.08883,-76.72593,2008-01-23,2020-04-01,URBANO,53149341,57683264,400138,TURBO,402-15,7.621,S,1F,5837,TURBO
7008028,AEREO,TURBO,402-15,PRIMARIA,7.621,50.0,T,400143,400143,TURBO,8.08723,-76.7262,2008-01-23,2018-10-02,URBANO,53149343,57683189,400143,TURBO,402-15,7.621,T,1F,5837,TURBO
7008029,AEREO,TURBO,402-15,PRIMARIA,7.621,50.0,R,400144,400144,TURBO,8.08698,-76.7239,2008-01-23,2020-04-01,URBANO,47634705,57682626,400144,TURBO,402-15,7.621,R,1F,5837,TURBO
7008030,AEREO,TURBO,402-15,PRIMARIA,7.621,75.0,S,125666,400145,TURBO,8.08635,-76.72463,2008-01-23,2020-04-01,URBANO,53149348,57683163,400145,TURBO,402-15,7.621,S,1F,5837,TURBO
7008031,AEREO,TURBO,402-15,PRIMARIA,7.621,37.5,R,400425,400550,TURBO,8.08393,-76.72291,2008-01-23,2020-04-01,URBANO,53149394,57682163,400550,TURBO,402-15,7.621,R,1F,5837,TURBO
7008032,AEREO,TURBO,402-15,PRIMARIA,7.621,37.5,R,400552,400552,TURBO,8.0847,-76.72222,2008-01-23,2020-04-01,URBANO,47634721,57682060,400552,TURBO,402-15,7.621,R,1F,5837,TURBO
7012688,AEREO,CAREPA,412-14,PRIMARIA,7.621,1.0,S,452483,452483,CAREPA,7.746289999999999,-76.53063,2008-01-23,2020-04-01,RURAL,57376199,0,452483,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7012689,AEREO,CAREPA,412-14,PRIMARIA,7.621,5.0,S,138234,452466,CAREPA,7.7393600000000005,-76.52264,2008-01-23,2020-04-01,RURAL,53155905,0,452466,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7012690,AEREO,CAREPA,412-14,PRIMARIA,7.621,1.0,S,452479,452479,CAREPA,7.74661,-76.52271,2008-01-23,2019-11-19,RURAL,57512199,0,452479,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7012692,AEREO,CAREPA,412-14,PRIMARIA,7.621,3.0,S,452496,452496,CAREPA,7.76048,-76.52904000000001,2008-01-23,2020-04-01,RURAL,53155887,0,452496,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7012693,AEREO,CAREPA,412-14,PRIMARIA,7.621,3.0,S,452497,452497,CAREPA,7.761080000000001,-76.52119,2008-01-23,2018-10-04,RURAL,47646442,57527771,452497,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7012694,AEREO,CAREPA,412-14,PRIMARIA,7.621,50.0,T,452066,452066,CAREPA,7.75723,-76.65264,2008-01-23,2020-04-01,URBANO,53146590,57155420,452066,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7012695,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,S,452064,452064,CAREPA,7.75639,-76.65128,2008-01-23,2020-06-12,URBANO,53146593,57155456,452064,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7012697,AEREO,CAREPA,412-14,PRIMARIA,7.621,50.0,S,452060,452060,CAREPA,7.7579899999999995,-76.65066,2008-01-23,2020-06-12,URBANO,57387682,57155465,452060,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7012698,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,R,452071,452071,CAREPA,7.75806,-76.65244,2008-01-23,2019-11-19,URBANO,57269216,57155431,452071,CAREPA,412-14,7.621,R,1F,5147,APARTADO
7012699,AEREO,APARTADO,401-18,PRIMARIA,7.621,37.5,T,452061,426567,APARTADÃ,7.879060000000001,-76.62796999999999,2008-01-23,2019-07-19,URBANO,57212089,57450113,426567,APARTADO,401-18,7.621,T,1F,5045,APARTADO
7012700,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,T,452073,452073,CAREPA,7.75845,-76.65174,2008-01-23,2019-11-19,URBANO,47646365,57159186,452073,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7012701,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,R,452078,452078,CAREPA,7.758960000000001,-76.65253,2008-01-23,2020-04-01,URBANO,47646357,57155405,452078,CAREPA,412-14,7.621,R,1F,5147,APARTADO
7012702,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,R,452079,452079,CAREPA,7.7589,-76.6532,2008-01-23,2020-04-01,URBANO,47646351,57155738,452079,CAREPA,412-14,7.621,R,1F,5147,APARTADO
7012703,AEREO,CAREPA,412-14,PRIMARIA,7.621,75.0,R,452080,452080,CAREPA,7.75897,-76.65406,2008-01-23,2019-11-19,URBANO,53146613,57155761,452080,CAREPA,412-14,7.621,R,1F,5147,APARTADO
7012704,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,T,119393,452088,CAREPA,7.760660000000001,-76.65171,2008-01-23,2020-04-01,URBANO,57660823,57155384,452088,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7012706,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,T,452086,452086,CAREPA,7.76024,-76.65221,2008-01-23,2020-04-01,URBANO,47646358,57155390,452086,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7012708,AEREO,CAREPA,412-14,PRIMARIA,7.621,75.0,T,452055,452055,CAREPA,7.75628,-76.64909,2008-01-23,2020-06-17,URBANO,47646384,57155554,452055,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7012709,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,T,77638,452045,CAREPA,7.75708,-76.64881,2008-01-23,2020-06-17,URBANO,53146564,57155557,452045,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7012710,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,T,452422,452422,CAREPA,7.756310000000001,-76.64769,2008-01-23,2020-06-17,URBANO,47646390,57155560,452422,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7012711,AEREO,CAREPA,412-14,PRIMARIA,7.621,50.0,T,452054,452054,CAREPA,7.756660000000001,-76.64756,2008-01-23,2020-06-17,URBANO,53146559,57155562,452054,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7012712,AEREO,CAREPA,412-14,PRIMARIA,7.621,50.0,R,452417,452417,CAREPA,7.75506,-76.64441,2008-01-23,2020-04-01,URBANO,47646396,57668485,452417,CAREPA,412-14,7.621,R,1F,5147,APARTADO
7012713,AEREO,CAREPA,412-14,PRIMARIA,7.621,50.0,R,452418,452418,CAREPA,7.7555,-76.64424,2008-01-23,2020-04-01,URBANO,47646397,57155575,452418,CAREPA,412-14,7.621,R,1F,5147,APARTADO
