G3E_FID,LOCALIZACI,SUBESTACIO,CIRCUITO,TIPO_RED,TENSION,CAPACIDAD_,FASES,TRANSF_CODE,NODO_TRANS,MUNICIPIO,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,NODO_TRAN1,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,NUMERO_FAS,MUNICIPIO_CODE,SUBREGION
12489286,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,103826,919695,TURBO,8.149239999999999,-76.52454,2010-10-07,2020-04-01,RURAL,57289301,57945602,919695,URABA,411-13,7.621,T,1F,5837,TURBO
12489311,AEREO,URABA,411-13,PRIMARIA,7.621,5.0,T,101622,919698,TURBO,8.13113,-76.51581999999999,2010-10-07,2020-04-01,RURAL,57497510,57497700,919698,URABA,411-13,7.621,T,1F,5837,TURBO
12489323,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,103895,919699,TURBO,8.13604,-76.51236,2010-10-07,2020-04-01,RURAL,57497507,57289321,919699,URABA,411-13,7.621,T,1F,5837,TURBO
12489335,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,103793,919700,TURBO,8.1233,-76.50820999999999,2010-10-07,2020-04-01,RURAL,57497707,57289328,919700,URABA,411-13,7.621,T,1F,5837,TURBO
12489340,AEREO,S.PEDRO URABA,407-11,PRIMARIA,7.621,5.0,S,139282,919701,SAN PEDRO DE URABÃ,8.19725,-76.36431999999999,2010-10-07,2020-04-01,RURAL,57212833,0,919701,S.PEDRO URABA,407-11,7.621,S,1F,5665,TURBO
12489528,AEREO,S.PEDRO URABA,407-11,PRIMARIA,7.621,3.0,S,85072,919706,SAN PEDRO DE URABÃ,8.200510000000001,-76.36299,2010-10-07,2020-01-16,RURAL,57289396,57289400,919706,S.PEDRO URABA,407-11,7.621,S,1F,5665,TURBO
12489619,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,103817,919711,TURBO,8.13215,-76.50298000000001,2010-10-07,2020-04-01,RURAL,57503947,57504216,919711,URABA,411-13,7.621,T,1F,5837,TURBO
12489660,AEREO,URABA,411-13,PRIMARIA,7.621,10.0,T,104342,919713,TURBO,8.14301,-76.4936,2010-10-07,2020-04-01,RURAL,57504179,57504218,919713,URABA,411-13,7.621,T,1F,5837,TURBO
12489676,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,104132,919714,TURBO,8.14219,-76.4908,2010-10-07,2020-04-01,RURAL,57504181,57504219,919714,URABA,411-13,7.621,T,1F,5837,TURBO
12489687,AEREO,URABA,411-13,PRIMARIA,7.621,5.0,T,101574,919715,TURBO,8.14714,-76.49282,2010-10-07,2020-04-01,RURAL,57504201,57504212,919715,URABA,411-13,7.621,T,1F,5837,TURBO
12489734,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,97775,919717,TURBO,8.15568,-76.49453000000001,2010-10-07,2020-04-01,RURAL,57504202,57504211,919717,URABA,411-13,7.621,T,1F,5837,TURBO
12489756,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,104046,919719,TURBO,8.12668,-76.49816,2010-10-07,2020-04-01,RURAL,57503944,57504215,919719,URABA,411-13,7.621,T,1F,5837,TURBO
12489760,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,104053,919720,TURBO,8.12331,-76.49925,2010-10-07,2020-04-01,RURAL,57503941,57504213,919720,URABA,411-13,7.621,T,1F,5837,TURBO
12489770,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,104135,919721,TURBO,8.11997,-76.49506,2010-10-07,2020-04-01,RURAL,57504208,57504214,919721,URABA,411-13,7.621,T,1F,5837,TURBO
12489775,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,104048,919722,TURBO,8.14034,-76.49553,2010-10-07,2020-04-01,RURAL,57504203,57504217,919722,URABA,411-13,7.621,T,1F,5837,TURBO
12489947,AEREO,S.PEDRO URABA,407-11,PRIMARIA,7.621,3.0,S,85081,919724,SAN PEDRO DE URABÃ,8.18886,-76.3635,2010-10-08,2020-04-01,RURAL,57214370,0,919724,S.PEDRO URABA,407-11,7.621,S,1F,5665,TURBO
12490259,AEREO,URABA,411-13,PRIMARIA,7.621,5.0,T,106286,919737,TURBO,8.1137,-76.53039,2010-10-08,2020-04-01,RURAL,57506727,57506732,919737,URABA,411-13,7.621,T,1F,5837,TURBO
12490270,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,107303,919738,TURBO,8.11314,-76.54609,2010-10-08,2020-04-01,RURAL,57506692,57506700,919738,URABA,411-13,7.621,T,1F,5837,TURBO
12490275,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,106718,919739,TURBO,8.11192,-76.52793,2010-10-08,2020-04-01,RURAL,57289634,57506762,919739,URABA,411-13,7.621,T,1F,5837,TURBO
12490310,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,106707,919740,TURBO,8.10545,-76.52923,2010-10-08,2020-04-01,RURAL,57506466,57506791,919740,URABA,411-13,7.621,T,1F,5837,TURBO
12490341,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,106695,919741,TURBO,8.10641,-76.53443,2010-10-08,2020-04-01,RURAL,57289598,57506880,919741,URABA,411-13,7.621,T,1F,5837,TURBO
12490355,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,106713,919742,TURBO,8.098980000000001,-76.5369,2010-10-08,2020-04-01,RURAL,57289601,57506890,919742,URABA,411-13,7.621,T,1F,5837,TURBO
12490367,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,106696,919743,TURBO,8.09397,-76.53179,2010-10-08,2020-04-01,RURAL,57289605,57506972,919743,URABA,411-13,7.621,T,1F,5837,TURBO
12490378,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,106693,919744,TURBO,8.08859,-76.53707,2010-10-08,2020-04-01,RURAL,57289613,57506996,919744,URABA,411-13,7.621,T,1F,5837,TURBO
12490434,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,106694,919746,TURBO,8.1109,-76.52221999999999,2010-10-08,2020-04-01,RURAL,57289635,57506772,919746,URABA,411-13,7.621,T,1F,5837,TURBO
12490465,AEREO,S.PEDRO URABA,407-11,PRIMARIA,7.621,5.0,S,82637,919748,SAN PEDRO DE URABÃ,8.18872,-76.35807,2010-10-08,2020-04-01,RURAL,57214483,57542092,919748,S.PEDRO URABA,407-11,7.621,S,1F,5665,TURBO
12490475,AEREO,S.PEDRO URABA,407-11,PRIMARIA,7.621,3.0,S,84951,919750,TURBO,8.22857,-76.4291,2010-10-08,2020-01-16,RURAL,57260051,57260053,919750,S.PEDRO URABA,407-11,7.621,S,1F,5837,TURBO
12490525,AEREO,S.PEDRO URABA,407-11,PRIMARIA,7.621,3.0,S,82612,919753,SAN PEDRO DE URABÃ,8.18755,-76.35427,2010-10-08,2020-04-01,RURAL,57289665,0,919753,S.PEDRO URABA,407-11,7.621,S,1F,5665,TURBO
12490704,AEREO,PUEBLO BELLO,410-11,PRIMARIA,7.621,5.0,S,84894,919759,TURBO,8.259260000000001,-76.50384,2010-10-11,2020-04-01,RURAL,57264163,57289763,919759,PUEBLO BELLO,410-11,7.621,S,1F,5837,TURBO
12490738,AEREO,PUEBLO BELLO,410-11,PRIMARIA,7.621,3.0,S,85796,919763,TURBO,8.26432,-76.49918000000001,2010-10-11,2020-04-01,RURAL,57289747,57289768,919763,PUEBLO BELLO,410-11,7.621,S,1F,5837,TURBO
12491079,AEREO,S.PEDRO URABA,407-11,PRIMARIA,7.621,5.0,S,79646,919792,SAN PEDRO DE URABÃ,8.18469,-76.36197,2010-10-11,2020-04-01,RURAL,57289890,57289891,919792,S.PEDRO URABA,407-11,7.621,S,1F,5665,TURBO
12491172,AEREO,NECOCLI,415-13,PRIMARIA,7.621,15.0,R,81578,919800,NECOCLÃ,8.43507,-76.78107,2010-10-12,2019-08-12,URBANO,57953874,0,919800,NECOCLI,415-13,7.621,R,1F,5490,TURBO
12491174,AEREO,NECOCLI,415-13,PRIMARIA,7.621,3.0,S,78934,919801,NECOCLÃ,8.51939,-76.75899,2010-10-12,2020-04-01,RURAL,57336558,0,919801,NECOCLI,415-13,7.621,S,1F,5490,TURBO
12491392,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,84835,919813,ARBOLETES,8.47304,-76.38911999999999,2010-10-12,2020-04-01,RURAL,57201887,0,919813,S.PEDRO URABA,407-12,7.621,R,1F,5051,TURBO
12491408,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,10.0,R,84461,919815,ARBOLETES,8.46839,-76.393,2010-10-12,2019-06-26,RURAL,57290005,57291966,919815,S.PEDRO URABA,407-12,7.621,R,1F,5051,TURBO
12491415,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,84862,919816,TURBO,8.46663,-76.39514,2010-10-12,2019-06-26,RURAL,57290007,57291970,919816,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491426,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,5.0,R,84945,919817,TURBO,8.47052,-76.39724,2010-10-12,2019-06-26,RURAL,57290013,57291974,919817,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491440,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,3.0,R,84764,919818,SAN JUAN DE URABÃ,8.76114,-76.48885,2010-10-12,2020-04-01,RURAL,57430733,0,919818,ARBOLETES,409-12,7.621,R,1F,5659,TURBO
12491459,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,5.0,R,76532,919819,TURBO,8.47325,-76.39941,2010-10-12,2020-04-01,RURAL,57290022,57290041,919819,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491474,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,84033,919820,TURBO,8.47545,-76.40456,2010-10-12,2020-04-01,RURAL,57290028,57290039,919820,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491518,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,84871,919824,ARBOLETES,8.465580000000001,-76.3985,2010-10-12,2020-04-01,RURAL,57290047,57291985,919824,S.PEDRO URABA,407-12,7.621,R,1F,5051,TURBO
12491535,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,84031,919825,TURBO,8.46692,-76.40316,2010-10-12,2020-04-01,RURAL,57290058,57298497,919825,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491542,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,84049,919826,TURBO,8.46977,-76.4083,2010-10-12,2020-04-01,RURAL,57290062,57292063,919826,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491544,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,84370,919827,TURBO,8.46706,-76.40711,2010-10-12,2019-07-11,RURAL,57290064,57292066,919827,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491556,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,82731,919829,TURBO,8.46453,-76.40789000000001,2010-10-12,2019-07-11,RURAL,57290070,57292073,919829,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491563,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,10.0,R,86207,919830,TURBO,8.46618,-76.41192,2010-10-12,2020-04-01,RURAL,57290075,57290087,919830,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491566,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,R,82733,919831,TURBO,8.4674,-76.41016,2010-10-12,2020-04-01,RURAL,57290076,57290088,919831,S.PEDRO URABA,407-12,7.621,R,1F,5837,TURBO
12491802,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,84052,919848,ARBOLETES,8.45565,-76.39273,2010-10-12,2020-04-01,RURAL,57434251,57291890,919848,S.PEDRO URABA,407-12,7.621,S,1F,5051,TURBO
12491815,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,84647,919851,SAN PEDRO DE URABÃ,8.455689999999999,-76.40101999999999,2010-10-12,2020-04-01,RURAL,57434106,57291944,919851,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12491832,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,80747,919852,SAN PEDRO DE URABÃ,8.45877,-76.40095,2010-10-12,2020-04-01,RURAL,57434288,57290182,919852,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12491941,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,84047,919857,SAN PEDRO DE URABÃ,8.454939999999999,-76.39012,2010-10-12,2019-07-11,RURAL,57261606,57291880,919857,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492010,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,5.0,S,113615,919862,SAN PEDRO DE URABÃ,8.45134,-76.38923,2010-10-12,2020-04-01,RURAL,57433941,57291915,919862,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492022,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,10.0,S,553191,919864,SAN PEDRO DE URABÃ,8.44256,-76.40281,2010-10-12,2020-04-01,RURAL,57290270,0,919864,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492029,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,82725,919865,SAN PEDRO DE URABÃ,8.44862,-76.39650999999999,2010-10-12,2019-07-11,RURAL,57433992,57291936,919865,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492032,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,84046,919866,SAN PEDRO DE URABÃ,8.45005,-76.40018,2010-10-12,2020-04-01,RURAL,57290275,57434027,919866,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492060,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,5.0,S,130937,919869,SAN PEDRO DE URABÃ,8.44116,-76.39213000000001,2010-10-12,2020-04-01,RURAL,57290283,0,919869,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492066,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,5.0,S,134002,919870,SAN PEDRO DE URABÃ,8.44435,-76.3924,2010-10-12,2020-04-01,RURAL,57433978,57291926,919870,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492096,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,82744,919871,SAN PEDRO DE URABÃ,8.45265,-76.37929,2010-10-12,2020-04-01,RURAL,57433743,57291865,919871,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492105,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,82717,919872,SAN PEDRO DE URABÃ,8.45223,-76.37734,2010-10-12,2019-07-11,RURAL,57433730,57291859,919872,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492116,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,5.0,S,82255,919873,SAN PEDRO DE URABÃ,8.45133,-76.37142,2010-10-12,2020-04-01,RURAL,57433717,57291844,919873,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492166,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,3.0,S,82735,919877,SAN PEDRO DE URABÃ,8.44699,-76.38004000000001,2010-10-13,2020-04-01,RURAL,57290320,57291876,919877,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12492664,AEREO,S.PEDRO URABA,407-12,PRIMARIA,7.621,15.0,S,84507,919930,SAN PEDRO DE URABÃ,8.45425,-76.38674,2010-10-13,2020-04-01,RURAL,57290448,57261439,919930,S.PEDRO URABA,407-12,7.621,S,1F,5665,TURBO
12493038,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,S,110565,919958,TURBO,8.09875,-76.54696,2010-10-13,2020-04-01,RURAL,57528007,57528097,919958,URABA,411-13,7.621,S,1F,5837,TURBO
12493043,AEREO,NECOCLI,415-13,PRIMARIA,7.621,10.0,R,90171,919949,NECOCLÃ,8.56242,-76.76163000000001,2010-10-13,2019-10-21,RURAL,57427662,57964432,919949,NECOCLI,415-13,7.621,R,1F,5490,TURBO
12493096,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,S,109055,919959,TURBO,8.09605,-76.55288,2010-10-13,2020-04-01,RURAL,57527962,57528094,919959,URABA,411-13,7.621,S,1F,5837,TURBO
12493118,AEREO,URABA,411-13,PRIMARIA,7.621,10.0,S,108482,919968,TURBO,8.0888,-76.5576,2010-10-13,2020-04-01,RURAL,57524340,57524342,919968,URABA,411-13,7.621,S,1F,5837,TURBO
12493142,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,S,109054,919976,TURBO,8.08482,-76.55702,2010-10-13,2020-04-01,RURAL,57524206,57524323,919976,URABA,411-13,7.621,S,1F,5837,TURBO
12493193,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,S,109060,919993,TURBO,8.09107,-76.54619,2010-10-13,2020-04-01,RURAL,57980665,57980666,919993,URABA,411-13,7.621,S,1F,5837,TURBO
12493201,AEREO,URABA,411-13,PRIMARIA,7.621,5.0,S,108464,919997,TURBO,8.078560000000001,-76.56954,2010-10-13,2020-04-01,RURAL,57524356,57524357,919997,URABA,411-13,7.621,S,1F,5837,TURBO
12493228,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,S,109048,920010,TURBO,8.085189999999999,-76.5673,2010-10-13,2020-04-01,RURAL,57524292,57524294,920010,URABA,411-13,7.621,S,1F,5837,TURBO
12493293,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,S,109040,920040,TURBO,8.083110000000001,-76.54507,2010-10-13,2020-04-01,RURAL,57527978,57528085,920040,URABA,411-13,7.621,S,1F,5837,TURBO
12493303,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,109182,920041,TURBO,8.088189999999999,-76.50605,2010-10-13,2020-04-01,RURAL,57535338,57535447,920041,URABA,411-13,7.621,T,1F,5837,TURBO
12493357,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,S,109042,920043,TURBO,8.07548,-76.55272,2010-10-13,2020-04-01,RURAL,57529805,57527986,920043,URABA,411-13,7.621,S,1F,5837,TURBO
12493372,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,S,109056,920044,TURBO,8.101189999999999,-76.55677,2010-10-13,2020-04-01,RURAL,57528005,0,920044,URABA,411-13,7.621,S,1F,5837,TURBO
12493481,AEREO,NECOCLI,415-12,PRIMARIA,7.621,3.0,R,99255,920045,NECOCLÃ,8.31108,-76.70441,2010-10-13,2020-04-01,RURAL,57290732,57290736,920045,NECOCLI,415-12,7.621,R,1F,5490,TURBO
12493854,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,110627,920081,TURBO,8.09116,-76.48946,2010-10-14,2020-04-01,RURAL,57535373,0,920081,URABA,411-13,7.621,T,1F,5837,TURBO
12493863,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,110628,920082,TURBO,8.09265,-76.49628,2010-10-14,2020-04-01,RURAL,57535328,57535435,920082,URABA,411-13,7.621,T,1F,5837,TURBO
12493965,AEREO,URABA,411-11,PRIMARIA,7.621,3.0,T,108900,920089,TURBO,8.08382,-76.4814,2010-10-14,2020-04-01,RURAL,57532636,57532645,920089,URABA,411-11,7.621,T,1F,5837,TURBO
12494005,AEREO,URABA,411-13,PRIMARIA,7.621,3.0,T,110626,920093,TURBO,8.08465,-76.5117,2010-10-14,2020-04-01,RURAL,57535369,57535439,920093,URABA,411-13,7.621,T,1F,5837,TURBO
12494035,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,3.0,S,92640,920094,NECOCLÃ,8.54963,-76.56979,2010-10-14,2020-04-01,RURAL,57495775,57290783,920094,LA ATOYOSA,414-11,7.621,S,1F,5490,TURBO
12494039,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,3.0,S,92437,920095,NECOCLÃ,8.54546,-76.54945,2010-10-14,2020-04-01,RURAL,57432516,57290955,920095,LA ATOYOSA,414-11,7.621,S,1F,5490,TURBO
12494385,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,3.0,T,82369,920114,SAN JUAN DE URABÃ,8.69172,-76.57911999999999,2010-10-14,2018-10-03,RURAL,57291041,0,920114,ARBOLETES,409-12,7.621,T,1F,5659,TURBO
12494422,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,S,125689,920115,TURBO,7.6471100000000005,-76.95466,2010-10-14,2020-04-01,RURAL,57660269,57660272,920115,CHIGORODO,403-16,7.621,S,1F,5837,APARTADO
12494452,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,3.0,S,120581,920117,CHIGORODÃ,7.65251,-76.62165999999999,2010-10-14,2020-04-01,RURAL,57614566,0,920117,CHIGORODO,403-16,7.621,S,1F,5172,APARTADO
12494464,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,5.0,T,84933,920118,SAN JUAN DE URABÃ,8.682789999999999,-76.57321999999999,2010-10-14,2020-04-01,RURAL,57238241,57291128,920118,ARBOLETES,409-12,7.621,T,1F,5659,TURBO
12494734,AEREO,NECOCLI,415-13,PRIMARIA,7.621,10.0,R,90175,920123,NECOCLÃ,8.57615,-76.73409000000001,2010-10-14,2020-04-01,RURAL,57417762,0,920123,NECOCLI,415-13,7.621,R,1F,5490,TURBO
12494736,AEREO,NECOCLI,415-13,PRIMARIA,7.621,10.0,S,90177,920124,NECOCLÃ,8.48949,-76.75214,2010-10-14,2020-04-01,RURAL,57334996,0,920124,NECOCLI,415-13,7.621,S,1F,5490,TURBO
12494741,AEREO,NECOCLI,415-13,PRIMARIA,7.621,3.0,R,79283,920125,NECOCLÃ,8.4561,-76.69044,2010-10-14,2020-04-01,RURAL,57305186,0,920125,NECOCLI,415-13,7.621,R,1F,5490,TURBO
12494743,AEREO,NECOCLI,415-13,PRIMARIA,7.621,3.0,R,79526,920126,NECOCLÃ,8.45127,-76.69164,2010-10-14,2020-04-01,RURAL,57432769,0,920126,NECOCLI,415-13,7.621,R,1F,5490,TURBO
12494747,AEREO,NECOCLI,415-13,PRIMARIA,7.621,3.0,R,79345,920127,NECOCLÃ,8.45279,-76.68701,2010-10-14,2020-04-01,RURAL,57305177,0,920127,NECOCLI,415-13,7.621,R,1F,5490,TURBO
12494751,AEREO,NECOCLI,415-13,PRIMARIA,7.621,3.0,R,79349,920128,NECOCLÃ,8.45777,-76.68549,2010-10-14,2020-04-01,RURAL,57305173,0,920128,NECOCLI,415-13,7.621,R,1F,5490,TURBO
12494753,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,10.0,T,67724,920129,NECOCLÃ,8.58164,-76.62652,2010-10-14,2020-04-01,RURAL,57263565,0,920129,LA ATOYOSA,414-11,7.621,T,1F,5490,TURBO
12494758,AEREO,NECOCLI,415-13,PRIMARIA,7.621,3.0,R,82222,920130,NECOCLÃ,8.56931,-76.74686,2010-10-14,2020-04-01,RURAL,57243898,57328452,920130,NECOCLI,415-13,7.621,R,1F,5490,TURBO
12494762,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,5.0,R,90216,920131,NECOCLÃ,8.5553,-76.62748,2010-10-14,2020-04-01,RURAL,57417304,0,920131,LA ATOYOSA,414-11,7.621,R,1F,5490,TURBO
12494767,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,5.0,T,90228,920132,NECOCLÃ,8.57485,-76.63897,2010-10-14,2018-10-02,RURAL,57417772,0,920132,LA ATOYOSA,414-11,7.621,T,1F,5490,TURBO
12494959,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,5.0,S,92387,920159,NECOCLÃ,8.50929,-76.63155,2010-10-14,2018-10-03,RURAL,57291171,57291184,920159,LA ATOYOSA,414-11,7.621,S,1F,5490,TURBO
12495018,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,3.0,S,70009,920163,CHIGORODÃ,7.5571,-76.59261,2010-10-14,2020-04-01,RURAL,57615373,57615321,920163,CHIGORODO,403-16,7.621,S,1F,5172,APARTADO
12495050,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,139216,920164,CHIGORODÃ,7.553160000000001,-76.6596,2010-10-14,2020-04-01,RURAL,57844570,57844573,920164,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
12495051,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,3.0,S,120699,920165,CHIGORODÃ,7.637919999999999,-76.58136999999999,2010-10-14,2020-04-01,RURAL,57614596,57614575,920165,CHIGORODO,403-16,7.621,S,1F,5172,APARTADO
12495079,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,3.0,S,92435,920167,NECOCLÃ,8.51458,-76.62198000000001,2010-10-14,2018-10-03,RURAL,57291208,57291252,920167,LA ATOYOSA,414-11,7.621,S,1F,5490,TURBO
12495099,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,5.0,S,92207,920170,NECOCLÃ,8.51067,-76.62196999999999,2010-10-14,2020-04-01,RURAL,57434102,57291260,920170,LA ATOYOSA,414-11,7.621,S,1F,5490,TURBO
12495100,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,3.0,S,92446,920171,NECOCLÃ,8.5099,-76.61650999999999,2010-10-14,2020-04-01,RURAL,57291257,57291265,920171,LA ATOYOSA,414-11,7.621,S,1F,5490,TURBO
12495103,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,3.0,S,92434,920172,NECOCLÃ,8.50399,-76.62228,2010-10-14,2020-04-01,RURAL,57291232,57291268,920172,LA ATOYOSA,414-11,7.621,S,1F,5490,TURBO
12495104,AEREO,LA ATOYOSA,414-11,PRIMARIA,7.621,5.0,S,92219,920173,NECOCLÃ,8.50244,-76.61988000000001,2010-10-14,2018-10-04,RURAL,57291258,57291270,920173,LA ATOYOSA,414-11,7.621,S,1F,5490,TURBO
12495361,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,3.0,R,79402,920191,SAN JUAN DE URABÃ,8.72528,-76.57883000000001,2010-10-14,2020-04-01,RURAL,57291335,57291336,920191,ARBOLETES,409-12,7.621,R,1F,5659,TURBO
12495368,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,10.0,R,79766,920192,SAN JUAN DE URABÃ,8.72892,-76.57908,2010-10-14,2018-10-03,RURAL,57291331,57325440,920192,ARBOLETES,409-12,7.621,R,1F,5659,TURBO
12495378,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,3.0,R,85765,920193,SAN JUAN DE URABÃ,8.73073,-76.58288,2010-10-14,2020-04-01,RURAL,57329931,57329957,920193,ARBOLETES,409-12,7.621,R,1F,5659,TURBO
12495414,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,3.0,R,83069,920194,SAN JUAN DE URABÃ,8.72782,-76.5861,2010-10-14,2020-04-01,RURAL,57291346,57291347,920194,ARBOLETES,409-12,7.621,R,1F,5659,TURBO
12495421,AEREO,ARBOLETES,409-12,PRIMARIA,7.621,3.0,R,83066,920195,SAN JUAN DE URABÃ,8.7271,-76.58985,2010-10-14,2020-04-01,RURAL,57291349,57291351,920195,ARBOLETES,409-12,7.621,R,1F,5659,TURBO
12495470,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,137728,920209,CHIGORODÃ,7.55295,-76.65861,2010-10-15,2020-05-13,RURAL,57558868,57844596,920209,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
