G3E_FID,DEPARTAMEN,MUNICIPIO,COMUNA,BARRIO,VEREDA,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,CODIGO,TIPO_RED,TENSION,FASES,USO,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_INST,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,CAPACIDAD_,FECHA_ACTU,NUMERO_FAS,DEPARTAME1,MUNICIPIO_,SUBREGION
6001428,ANTIOQUIA,TURBO,,,,URABA,411-42,411-42,CLOSED,C4401,SUBTRANSMISION,44,RST,SALIDA DE CTO,6001428,715893.783,1383082.09,,8.05216,-76.65406,1/15/2008,1/15/2008,3/13/2020,RURAL,0,58013386,CLOSED,SUBTRANSMISION,URABA,411-42,44,RST,600,3/6/2018,3F,5,5837,TURBO
6001437,ANTIOQUIA,TURBO,,,,URABA,411-43,411-43,CLOSED,C4402,SUBTRANSMISION,44,RST,SALIDA DE CTO,6001437,715893.783,1383087.89,,8.05222,-76.65406,1/15/2008,1/15/2008,7/30/2014,RURAL,51140744,51140746,CLOSED,SUBTRANSMISION,URABA,411-43,44,RST,600,2/5/2018,3F,5,5837,TURBO
6001440,ANTIOQUIA,TURBO,,,,URABA,411-44,411-44,CLOSED,C4403,SUBTRANSMISION,44,TSR,SALIDA DE CTO,6001440,715893.678,1383088.488,,8.05222,-76.65406,1/15/2008,1/15/2008,7/30/2014,RURAL,51140749,51140751,CLOSED,SUBTRANSMISION,URABA,411-44,44,TSR,600,12/19/2017,3F,5,5837,TURBO
6001692,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-41,401-41,CLOSED,C4396,SUBTRANSMISION,44,TSR,SALIDA DE CTO,6001692,720569.258,1363392.161,,7.87457,-76.61059,1/17/2008,1/17/2008,7/7/2018,URBANO,51141268,51141269,CLOSED,SUBTRANSMISION,APARTADO,401-41,44,TSR,600,4/10/2018,3F,5,5045,APARTADO
6001708,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-11,401-11,CLOSED,C41180,PRIMARIA,13.2,RST,SALIDA DE CTO,6001708,720629.752,1363453.907,,7.87513,-76.61005,1/17/2008,1/17/2008,7/7/2018,URBANO,57526396,57374255,CLOSED,PRIMARIA,APARTADO,401-11,13.2,RST,600,4/16/2018,3F,5,5045,APARTADO
6001771,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-42,401-42,CLOSED,C4397,SUBTRANSMISION,44,TSR,SALIDA DE CTO,6001771,720580.29,1363463.055,,7.87521,-76.6105,1/18/2008,1/18/2008,7/7/2018,URBANO,51141500,51141503,CLOSED,SUBTRANSMISION,APARTADO,401-42,44,TSR,600,4/12/2018,3F,5,5045,APARTADO
6001968,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-16,401-16,CLOSED,C41174,PRIMARIA,13.2,STR,SALIDA DE CTO,6001968,720556.439,1363392.353,,7.87457,-76.61071,1/21/2008,1/21/2008,7/7/2018,URBANO,57526414,47637081,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,600,4/10/2018,3F,5,5045,APARTADO
6001978,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-13,401-13,CLOSED,C41177,PRIMARIA,13.2,RTS,SALIDA DE CTO,6001978,720580.421,1363462.863,,7.87521,-76.61049,1/21/2008,1/21/2008,7/7/2018,URBANO,57526405,51142128,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RTS,600,2/28/2018,3F,5,5045,APARTADO
6002037,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-14,401-14,CLOSED,C41178,PRIMARIA,13.2,RST,SALIDA DE CTO,6002037,720560.931,1363455.593,,7.87514,-76.61067,1/21/2008,1/21/2008,7/7/2018,URBANO,57527033,47633221,CLOSED,PRIMARIA,APARTADO,401-14,13.2,RST,600,1/25/2018,3F,5,5045,APARTADO
6002075,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-15,401-15,CLOSED,C41179,PRIMARIA,13.2,RST,SALIDA DE CTO,6002075,720562.37,1363458.738,,7.87517,-76.61066,1/21/2008,1/21/2008,7/7/2018,URBANO,57526411,47633381,CLOSED,PRIMARIA,APARTADO,401-15,13.2,RST,600,2/27/2018,3F,5,5045,APARTADO
6002228,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-17,401-17,CLOSED,C41175,PRIMARIA,13.2,RTS,SALIDA DE CTO,6002228,720550.668,1363394.029,,7.87458,-76.61076,1/22/2008,1/22/2008,7/7/2018,URBANO,57526415,51143061,CLOSED,PRIMARIA,APARTADO,401-17,13.2,RTS,600,3/6/2018,3F,5,5045,APARTADO
6002283,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-18,401-18,CLOSED,C41176,PRIMARIA,13.2,STR,SALIDA DE CTO,6002283,720550.712,1363394.76,,7.87459,-76.61076,1/23/2008,9/23/2010,7/7/2018,URBANO,51143246,51143249,CLOSED,PRIMARIA,APARTADO,401-18,13.2,STR,600,4/3/2018,3F,5,5045,APARTADO
6002372,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-12,401-12,CLOSED,C41182,PRIMARIA,13.2,RST,SALIDA DE CTO,6002372,720629.222,1363454.756,,7.87514,-76.61005,1/23/2008,1/23/2008,7/7/2018,URBANO,57526401,51143485,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RST,600,3/8/2018,3F,5,5045,APARTADO
6002429,ANTIOQUIA,TURBO,,,,URABA,411-11,411-11,CLOSED,C442,PRIMARIA,13.2,RST,SALIDA DE CTO,6002429,715884.862,1383050.638,,8.05188,-76.65414,1/24/2008,1/24/2008,8/24/2012,RURAL,51143669,47674580,CLOSED,PRIMARIA,URABA,411-11,13.2,RST,600,4/16/2018,3F,5,5837,TURBO
6002754,ANTIOQUIA,TURBO,,,,URABA,411-12,411-12,CLOSED,C443,PRIMARIA,13.2,RST,SALIDA DE CTO,6002754,715885.385,1383050.202,,8.05188,-76.65413,1/25/2008,1/25/2008,4/4/2017,RURAL,51144474,47674590,CLOSED,PRIMARIA,URABA,411-12,13.2,RST,600,1/2/2018,3F,5,5837,TURBO
6002837,ANTIOQUIA,TURBO,,,,URABA,411-13,411-13,CLOSED,C444,PRIMARIA,13.2,RST,SALIDA DE CTO,6002837,715867.995,1383125.806,,8.05256,-76.65429,1/25/2008,1/25/2008,2/1/2012,RURAL,51144639,47674613,CLOSED,PRIMARIA,URABA,411-13,13.2,RST,600,4/16/2018,3F,5,5837,TURBO
6002950,ANTIOQUIA,TURBO,,,,TURBO,402-11,402-11,CLOSED,C4970,PRIMARIA,13.2,TSR,SALIDA DE CTO,6002950,707265.364,1389503.329,,8.10966,-76.73263,1/28/2008,1/28/2008,12/6/2012,RURAL,51145015,47634055,CLOSED,PRIMARIA,TURBO,402-11,13.2,TSR,600,3/9/2018,3F,5,5837,TURBO
6002956,ANTIOQUIA,TURBO,,,,TURBO,402-12,402-12,CLOSED,C4770,PRIMARIA,13.2,RST,SALIDA DE CTO,6002956,707276.791,1389509.31,,8.10972,-76.73253,1/28/2008,1/28/2008,4/5/2017,RURAL,51145028,47634175,CLOSED,PRIMARIA,TURBO,402-12,13.2,RST,600,4/3/2018,3F,5,5837,TURBO
6002964,ANTIOQUIA,TURBO,,,,TURBO,402-13,402-13,CLOSED,C4768,PRIMARIA,13.2,TSR,SALIDA DE CTO,6002964,707295.484,1389515.142,,8.10977,-76.73236,1/28/2008,1/28/2008,4/5/2017,RURAL,51145056,51145061,CLOSED,PRIMARIA,TURBO,402-13,13.2,TSR,600,4/5/2018,3F,5,5837,TURBO
6002969,ANTIOQUIA,TURBO,,,,TURBO,402-15,402-15,CLOSED,C4972,PRIMARIA,13.2,RST,SALIDA DE CTO,6002969,707272.458,1389508.057,,8.10971,-76.73257,1/28/2008,1/28/2008,5/2/2012,RURAL,51145079,47634635,CLOSED,PRIMARIA,TURBO,402-15,13.2,RST,600,4/13/2018,3F,5,5837,TURBO
6002978,ANTIOQUIA,TURBO,,,,TURBO,402-14,402-14,CLOSED,C4971,PRIMARIA,13.2,TSR,SALIDA DE CTO,6002978,707272.715,1389508.508,,8.10971,-76.73257,1/28/2008,1/28/2008,5/2/2012,RURAL,51145111,47634483,CLOSED,PRIMARIA,TURBO,402-14,13.2,TSR,600,4/16/2018,3F,5,5837,TURBO
6002990,ANTIOQUIA,TURBO,,,,TURBO,402-16,402-16,CLOSED,C4769,PRIMARIA,13.2,RST,SALIDA DE CTO,6002990,707277.433,1389509.289,,8.10972,-76.73252,1/28/2008,1/28/2008,4/5/2017,RURAL,51145126,47634750,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
6003608,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-15,401-13,OPEN,C4479,PRIMARIA,13.2,RST,NORMAL,6003608,718264.339,1364693.614,,7.88616,-76.63152,1/31/2008,9/2/2011,7/7/2018,URBANO,57440222,57145596,CLOSED,PRIMARIA,APARTADO,401-15,13.2,RST,600,2/27/2018,3F,5,5045,APARTADO
6003614,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-12,403-12,CLOSED,C41224,PRIMARIA,13.2,RST,SALIDA DE CTO,6003614,712926.17,1341099.373,,7.67278,-76.67859,1/31/2008,1/31/2008,7/7/2018,URBANO,51146780,51146784,CLOSED,PRIMARIA,CHIGORODO,403-12,13.2,RST,600,4/5/2018,3F,5,5172,APARTADO
6003705,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-13,403-13,CLOSED,C41225,PRIMARIA,13.2,RST,SALIDA DE CTO,6003705,712926.773,1341099.01,,7.67278,-76.67859,2/1/2008,2/1/2008,7/7/2018,URBANO,51147196,47635409,CLOSED,PRIMARIA,CHIGORODO,403-13,13.2,RST,600,2/28/2018,3F,5,5172,APARTADO
6003718,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-14,403-14,CLOSED,C41226,PRIMARIA,13.2,RST,SALIDA DE CTO,6003718,712931.566,1341118.692,,7.67295,-76.67854,2/1/2008,2/1/2008,7/7/2018,URBANO,57146944,51147219,CLOSED,PRIMARIA,CHIGORODO,403-14,13.2,RST,600,4/11/2018,3F,5,5172,APARTADO
6003745,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-16,403-16,CLOSED,C4379,PRIMARIA,13.2,RST,SALIDA DE CTO,6003745,712968.978,1341106.553,,7.67285,-76.6782,2/1/2008,2/1/2008,7/7/2018,URBANO,51147258,51148733,CLOSED,PRIMARIA,CHIGORODO,403-16,13.2,RST,600,4/16/2018,3F,5,5172,APARTADO
6003754,ANTIOQUIA,MUTATÁ,,,CAUCHERAS,CAUCHERAS,404-11,404-11,CLOSED,C41567,PRIMARIA,13.2,TSR,SALIDA DE CTO,6003754,734190.258,1303495.614,,7.33419,-76.48418,2/1/2008,2/1/2008,3/28/2019,RURAL,51147271,57753728,CLOSED,PRIMARIA,CAUCHERAS,404-11,13.2,TSR,600,4/16/2018,3F,5,5480,APARTADO
6003761,ANTIOQUIA,MUTATÁ,,,CAUCHERAS,CAUCHERAS,404-12,404-12,CLOSED,C4369,PRIMARIA,13.2,TSR,SALIDA DE CTO,6003761,734202.78,1303494.559,,7.33417,-76.48406,2/1/2008,2/1/2008,7/7/2018,RURAL,51147283,57364348,CLOSED,PRIMARIA,CAUCHERAS,404-12,13.2,TSR,600,4/16/2018,3F,5,5480,APARTADO
6003767,ANTIOQUIA,CAREPA,,,,ZUNGO,405-11,405-11,CLOSED,C4469,PRIMARIA,13.2,RST,SALIDA DE CTO,6003767,705806.315,1360891.346,,7.85115,-76.74418,2/1/2008,2/1/2008,7/8/2013,RURAL,51147300,57294342,CLOSED,PRIMARIA,ZUNGO,405-11,13.2,RST,600,4/3/2018,3F,5,5147,APARTADO
6003772,ANTIOQUIA,CAREPA,,,,ZUNGO,405-12,405-12,CLOSED,C4471,PRIMARIA,13.2,TSR,SALIDA DE CTO,6003772,705800.389,1360897.863,,7.85121,-76.74424,2/1/2008,2/1/2008,6/26/2020,RURAL,51147315,70762486,CLOSED,PRIMARIA,ZUNGO,405-12,13.2,TSR,600,3/17/2018,3F,5,5147,APARTADO
6003777,ANTIOQUIA,CAREPA,,,,ZUNGO,405-13,405-13,CLOSED,C4473,PRIMARIA,13.2,RST,SALIDA DE CTO,6003777,705808.923,1360899.866,,7.85123,-76.74416,2/1/2008,2/1/2008,7/8/2013,RURAL,51147322,51147323,CLOSED,PRIMARIA,ZUNGO,405-13,13.2,RST,600,4/5/2018,3F,5,5147,APARTADO
8003515,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-12,401-12,CLOSED,C41184,PRIMARIA,13.2,RST,NORMAL,8003515,720384.505,1363964.046,,7.87972,-76.6123,2/23/2008,2/23/2008,7/7/2018,URBANO,57400712,57400713,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RST,600,3/8/2018,3F,5,5045,APARTADO
8003545,ANTIOQUIA,APARTADÓ,APARTADÓ,OBRERO,APARTADO,APARTADO,401-12,401-12,CLOSED,C41186,PRIMARIA,13.2,RST,NORMAL,8003545,719686.491,1364222.942,,7.88202,-76.61864,2/23/2008,2/23/2008,6/18/2019,URBANO,47632999,57953453,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RST,600,3/8/2018,3F,5,5045,APARTADO
8005484,ANTIOQUIA,APARTADÓ,APARTADÓ,FUNDADORES,APARTADO,APARTADO,401-18,401-15,OPEN,C41083,PRIMARIA,13.2,STR,NORMAL,8005484,718093.06,1364055.45,,7.88042,-76.63309,3/7/2008,9/11/2011,7/7/2018,URBANO,53151451,57251511,CLOSED,PRIMARIA,APARTADO,401-18,13.2,STR,600,4/3/2018,3F,5,5045,APARTADO
8005565,ANTIOQUIA,TURBO,,,,TURBO,402-16,402-15,OPEN,C41195,PRIMARIA,13.2,RST,NORMAL,8005565,707724.053,1387834.082,,8.09461,-76.72838,3/10/2008,3/10/2008,7/24/2017,URBANO,51146399,57297391,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
8006819,ANTIOQUIA,TURBO,,,,NUEVA COLONIA,406-11,406-11,CLOSED,C413,PRIMARIA,13.2,TSR,NORMAL,8006819,718413.616,1369701.903,,7.93144,-76.63047,3/26/2008,3/26/2008,8/22/2012,RURAL,53163948,53163949,CLOSED,PRIMARIA,NUEVA COLONIA,406-11,13.2,TSR,600,4/16/2018,3F,5,5837,TURBO
8007073,ANTIOQUIA,APARTADÓ,APARTADÓ,POLICARPA,EL TIGRE,APARTADO,401-11,401-11,CLOSED,C41183,PRIMARIA,13.2,STR,NORMAL,8007073,720385.017,1363966.52,,7.87983,-76.61284,3/27/2008,3/27/2008,7/7/2018,URBANO,57586098,57632439,CLOSED,PRIMARIA,APARTADO,401-11,13.2,STR,600,4/16/2018,3F,5,5045,APARTADO
8007297,ANTIOQUIA,TURBO,,,AGUAS FRIAS,URABA,411-11,406-11,OPEN,C41250,PRIMARIA,13.2,RST,NORMAL,8007297,719338.59,1370122.158,,7.93576,-76.62188,3/28/2008,11/28/2015,3/4/2020,RURAL,58011007,58011012,CLOSED,PRIMARIA,URABA,411-11,13.2,RST,600,4/16/2018,3F,5,5837,TURBO
12004340,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-12,403-12,CLOSED,C4483,PRIMARIA,13.2,RST,NORMAL,12004340,712212.951,1340781.181,,7.66987,-76.68503,4/28/2008,4/28/2008,7/7/2018,URBANO,57142266,57142267,CLOSED,PRIMARIA,CHIGORODO,403-12,13.2,RST,600,4/5/2018,3F,5,5172,APARTADO
12005572,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,LA FE,CHIGORODO,403-12,403-12,CLOSED,C41239,PRIMARIA,13.2,TSR,NORMAL,12005572,711818.939,1340885.551,,7.67079,-76.68858,5/9/2008,3/3/2008,2/27/2020,URBANO,47635304,57391199,CLOSED,PRIMARIA,CHIGORODO,403-12,13.2,TSR,600,4/5/2018,3F,5,5172,APARTADO
12005576,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,LA FE,CHIGORODO,403-12,403-12,CLOSED,C41238,PRIMARIA,13.2,RST,NORMAL,12005576,711802.383,1340817.183,,7.67016,-76.68874,5/9/2008,3/3/2008,7/7/2018,URBANO,57424264,57143068,CLOSED,PRIMARIA,CHIGORODO,403-12,13.2,RST,600,4/5/2018,3F,5,5172,APARTADO
12006104,ANTIOQUIA,APARTADÓ,APARTADÓ,LA CHINITA,APARTADO,APARTADO,401-15,401-15,CLOSED,C41077,PRIMARIA,13.2,STR,NORMAL,12006104,718219.191,1364533.692,,7.88408,-76.63149,5/16/2008,9/2/2011,1/27/2020,URBANO,57676720,57676722,CLOSED,PRIMARIA,APARTADO,401-15,13.2,STR,600,2/27/2018,3F,5,5045,APARTADO
12013269,ANTIOQUIA,CAREPA,,,,CHIGORODO,403-14,412-11,OPEN,C427,PRIMARIA,13.2,RST,NORMAL,12013269,714985.856,1350030.28,,7.75351,-76.66041,6/10/2008,6/10/2008,6/7/2017,URBANO,57146986,57146987,CLOSED,PRIMARIA,CHIGORODO,403-14,13.2,RST,600,4/11/2018,3F,5,5147,APARTADO
12029210,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-12,403-12,CLOSED,C4384,PRIMARIA,13.2,RST,NORMAL,12029210,712719.502,1340668.142,,7.66887,-76.68044,7/24/2008,7/24/2008,7/7/2018,URBANO,57152911,57390140,CLOSED,PRIMARIA,CHIGORODO,403-12,13.2,RST,600,4/5/2018,3F,5,5172,APARTADO
12029371,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-11,403-11,CLOSED,C41223,PRIMARIA,13.2,TSR,SALIDA DE CTO,12029371,712926.344,1341096.564,,7.67275,-76.67859,7/24/2008,7/24/2008,7/7/2018,URBANO,53151671,57165627,CLOSED,PRIMARIA,CHIGORODO,403-11,13.2,TSR,600,2/19/2018,3F,5,5172,APARTADO
12039632,ANTIOQUIA,CAREPA,CAREPA,20 DE JULIO,CAREPA,CAREPA,412-11,412-12,OPEN,C4120,PRIMARIA,13.2,RTS,NORMAL,12039632,715464.847,1350015.693,,7.75345,-76.65609,8/11/2008,8/5/2008,8/24/2017,URBANO,57156048,57387697,CLOSED,PRIMARIA,CAREPA,412-11,13.2,RTS,600,4/10/2018,3F,5,5147,APARTADO
12039655,ANTIOQUIA,CAREPA,CAREPA,PASAIZA,CAREPA,CAREPA,412-12,412-14,OPEN,C428,PRIMARIA,13.2,RST,NORMAL,12039655,715911.391,1350321.172,,7.75621,-76.65206,8/11/2008,8/8/2008,8/22/2017,URBANO,57262870,57262872,CLOSED,PRIMARIA,CAREPA,412-12,13.2,RST,600,3/21/2018,3F,5,5147,APARTADO
12039670,ANTIOQUIA,CAREPA,,,,CAREPA,412-12,412-12,CLOSED,C424,PRIMARIA,13.2,TSR,NORMAL,12039670,715696.805,1349840.449,,7.75189,-76.65398,8/11/2008,5/24/2011,9/15/2011,URBANO,57198075,57309134,CLOSED,PRIMARIA,CAREPA,412-12,13.2,TSR,600,3/21/2018,3F,5,5147,APARTADO
12041160,ANTIOQUIA,CAREPA,CAREPA,IPANKAY,CAREPA,CAREPA,412-11,412-11,CLOSED,C426,PRIMARIA,13.2,RTS,NORMAL,12041160,715013.569,1350128.142,,7.75445,-76.66017,8/13/2008,8/13/2008,8/30/2017,URBANO,47646270,57366708,CLOSED,PRIMARIA,CAREPA,412-11,13.2,RTS,600,4/10/2018,3F,5,5147,APARTADO
12072090,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,CHIGORODO,CHIGORODO,403-11,403-11,CLOSED,C41228,PRIMARIA,13.2,TSR,NORMAL,12072090,712687.531,1340889.529,,7.67088,-76.68068,10/8/2008,10/8/2008,5/9/2019,URBANO,57165638,57165639,CLOSED,PRIMARIA,CHIGORODO,403-11,13.2,TSR,600,2/19/2018,3F,5,5172,APARTADO
12072168,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,CHIGORODO,CHIGORODO,403-11,403-11,CLOSED,C41229,PRIMARIA,13.2,TSR,NORMAL,12072168,712315.804,1340877.399,-1,7.67073,-76.68413,10/8/2008,10/8/2008,3/30/2020,URBANO,57491462,57165693,CLOSED,PRIMARIA,CHIGORODO,403-11,13.2,TSR,600,2/19/2018,3F,5,5172,APARTADO
12072305,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-11,403-12,OPEN,C41231,PRIMARIA,13.2,TSR,NORMAL,12072305,711938.193,1341046.735,,7.67225,-76.68753,10/9/2008,10/9/2008,7/7/2018,URBANO,57165807,57382865,CLOSED,PRIMARIA,CHIGORODO,403-11,13.2,TSR,600,2/19/2018,3F,5,5172,APARTADO
12074326,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,CHIRIDO,CHIGORODO,403-11,403-11,CLOSED,C41230,PRIMARIA,13.2,TSR,NORMAL,12074326,712135.235,1341176.736,,7.67355,-76.6858,10/18/2008,10/18/2008,7/7/2018,URBANO,57886735,57886738,CLOSED,PRIMARIA,CHIGORODO,403-11,13.2,TSR,600,2/19/2018,3F,5,5172,APARTADO
12101850,ANTIOQUIA,CHIGORODÓ,,,,CHIGORODO,403-15,403-15,CLOSED,C4380,PRIMARIA,13.2,RST,SALIDA DE CTO,12101850,712969.473,1341108.483,,7.67286,-76.6782,10/23/2008,10/23/2008,7/7/2018,URBANO,57166888,57166889,CLOSED,PRIMARIA,CHIGORODO,403-15,13.2,RST,600,4/16/2018,3F,5,5172,APARTADO
12102826,ANTIOQUIA,CAREPA,,,,ZUNGO,405-11,412-13,OPEN,C403,PRIMARIA,13.2,RST,NORMAL,12102826,710115.591,1356453.112,,7.81131,-76.7049,10/28/2008,10/28/2008,2/1/2012,RURAL,57167247,57167248,CLOSED,PRIMARIA,ZUNGO,405-11,13.2,RST,600,4/3/2018,3F,5,5147,APARTADO
12172544,ANTIOQUIA,CHIGORODÓ,,,LAS MERCEDES,CAUCHERAS,404-12,403-16,OPEN,C4467,PRIMARIA,13.2,RST,NORMAL,12172544,719831.939,1328304.568,,7.54814,-76.61153,3/11/2009,6/10/2015,7/7/2018,RURAL,57648604,57648863,CLOSED,PRIMARIA,CAUCHERAS,404-12,13.2,RST,600,4/16/2018,3F,5,5172,APARTADO
12179009,ANTIOQUIA,TURBO,TURBO,SANTA FE,TURBO,TURBO,402-12,402-12,CLOSED,C4175,PRIMARIA,13.2,TSR,NORMAL,12179009,706736.277,1388132.655,,8.09725,-76.73735,5/5/2009,5/5/2009,6/7/2019,URBANO,47634122,57187988,CLOSED,PRIMARIA,TURBO,402-12,13.2,TSR,600,4/3/2018,3F,5,5837,TURBO
12204133,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-11,401-12,OPEN,C41193,PRIMARIA,13.2,RST,NORMAL,12204133,718457.372,1365078.556,,7.88968,-76.62982,7/28/2009,7/28/2009,7/7/2018,URBANO,47632503,57195170,CLOSED,PRIMARIA,APARTADO,401-11,13.2,RST,600,4/16/2018,3F,5,5045,APARTADO
12205929,ANTIOQUIA,APARTADÓ,APARTADÓ,VELEZ,APARTADO,APARTADO,401-13,401-13,CLOSED,C4480,PRIMARIA,13.2,STR,NORMAL,12205929,718083.314,1364981.171,,7.88878,-76.6332,8/3/2009,9/8/2011,2/5/2020,URBANO,57381948,57381949,CLOSED,PRIMARIA,APARTADO,401-13,13.2,STR,600,2/28/2018,3F,5,5045,APARTADO
12205941,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-13,401-13,CLOSED,C4476,PRIMARIA,13.2,RTS,NORMAL,12205941,718419.382,1364608.238,,7.88543,-76.63014,8/3/2009,8/3/2009,7/7/2018,URBANO,47633119,57195727,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RTS,600,2/28/2018,3F,5,5045,APARTADO
12205957,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-11,401-13,OPEN,C41189,PRIMARIA,13.2,RST,NORMAL,12205957,718020.785,1365722.241,,7.89547,-76.63381,8/3/2009,8/3/2009,7/7/2018,URBANO,57195732,57195739,CLOSED,PRIMARIA,APARTADO,401-11,13.2,RST,600,4/16/2018,3F,5,5045,APARTADO
12223085,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-17,401-17,CLOSED,C41625,PRIMARIA,13.2,STR,NORMAL,12223085,718685.181,1363650.408,,7.8768,-76.62767,9/1/2009,8/23/2009,7/7/2018,URBANO,47633877,57378841,CLOSED,PRIMARIA,APARTADO,401-17,13.2,STR,600,3/6/2018,3F,5,5045,APARTADO
12233108,ANTIOQUIA,APARTADÓ,,,,APARTADO,401-11,401-11,CLOSED,C41187,PRIMARIA,13.2,STR,NORMAL,12233108,719133.869,1364508.316,,7.88478,-76.62428,9/16/2009,8/23/2009,7/7/2018,URBANO,57604427,57604429,CLOSED,PRIMARIA,APARTADO,401-11,13.2,STR,600,4/16/2018,3F,5,5045,APARTADO
12236479,ANTIOQUIA,TURBO,,,,TURBO,402-16,411-13,OPEN,C441,PRIMARIA,13.2,RST,NORMAL,12236479,709390.512,1387665.436,,8.09319,-76.71326,9/19/2009,9/16/2009,3/29/2012,URBANO,57404337,57404339,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,600,3/8/2018,3F,5,5837,TURBO
12239979,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,CHIGORODO,CHIGORODO,403-13,403-13,CLOSED,C4871,PRIMARIA,13.2,RST,NORMAL,12239979,712718.807,1340860.884,,7.67067,-76.68046,9/22/2009,9/22/2009,4/29/2020,URBANO,57211340,57211341,CLOSED,PRIMARIA,CHIGORODO,403-13,13.2,RST,600,2/28/2018,3F,5,5172,APARTADO
12241060,ANTIOQUIA,APARTADÓ,APARTADÓ,PARROQUIAL,APARTADO,APARTADO,401-18,401-16,OPEN,C4377,PRIMARIA,13.2,STR,NORMAL,12241060,718004.285,1363766.538,,7.87778,-76.63386,9/23/2009,8/23/2009,2/21/2020,URBANO,57205986,57205989,CLOSED,PRIMARIA,APARTADO,401-18,13.2,STR,600,4/3/2018,3F,5,5045,APARTADO
12243836,ANTIOQUIA,TURBO,TURBO,CIUDADELA INDUSTRIAL,ZONA DE EXPANSION URBANA,TURBO,402-14,402-16,OPEN,C435,PRIMARIA,13.2,TSR,NORMAL,12243836,708996.956,1387863.382,,8.09495,-76.71685,9/25/2009,9/21/2009,4/30/2020,URBANO,57206867,57358376,CLOSED,PRIMARIA,TURBO,402-14,13.2,TSR,600,4/16/2018,3F,5,5837,TURBO
12247825,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,CHIGORODO,CHIGORODO,403-12,403-13,OPEN,C4385,PRIMARIA,13.2,RST,NORMAL,12247825,712818.336,1340554.949,,7.66785,-76.67954,9/30/2009,9/30/2009,2/27/2020,URBANO,57207975,57207970,CLOSED,PRIMARIA,CHIGORODO,403-12,13.2,RST,600,4/5/2018,3F,5,5172,APARTADO
12247853,ANTIOQUIA,APARTADÓ,APARTADÓ,PUEBLO NUEVO,APARTADO,APARTADO,401-18,401-18,CLOSED,C4668,PRIMARIA,13.2,STR,NORMAL,12247853,718592.709,1363970.242,,7.87967,-76.62853,9/30/2009,9/10/2011,6/7/2019,URBANO,47633949,57207984,CLOSED,PRIMARIA,APARTADO,401-18,13.2,STR,600,4/3/2018,3F,5,5045,APARTADO
