G3E_FID,DEPARTAMEN,MUNICIPIO,COMUNA,BARRIO,VEREDA,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,CODIGO,TIPO_RED,TENSION,FASES,USO,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_INST,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,CAPACIDAD_,FECHA_ACTU,NUMERO_FAS,DEPARTAME1,MUNICIPIO_,SUBREGION
14410942,ANTIOQUIA,TURBO,,,CURRULAO,URABA,411-12,411-12,OPEN,C53694,PRIMARIA,13.2,TSR,NORMAL,14410942,,,,7.99693,-76.63812,5/8/2019,4/29/2019,5/8/2019,RURAL,57413978,57945668,CLOSED,PRIMARIA,URABA,411-12,13.2,TSR,600,5/8/2019,3F,5,5837,TURBO
14411502,ANTIOQUIA,SAN JUAN DE URABÁ,,,SUBTERRANEO,ARBOLETES,409-12,409-12,OPEN,C53711,PRIMARIA,13.2,RST,NORMAL,14411502,,,,8.74475,-76.5385,5/8/2019,5/8/2019,5/8/2019,RURAL,57492288,57492290,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,600,5/8/2019,3F,5,5659,TURBO
14411509,ANTIOQUIA,SAN JUAN DE URABÁ,,,SUBTERRANEO,ARBOLETES,409-12,409-12,OPEN,C53712,PRIMARIA,13.2,RST,NORMAL,14411509,,,,8.74313,-76.53927,5/8/2019,5/8/2019,5/8/2019,RURAL,47641118,57945899,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,600,5/8/2019,3F,5,5659,TURBO
14414478,ANTIOQUIA,APARTADÓ,APARTADÓ,OBRERO,APARTADO,APARTADO,401-12,401-12,CLOSED,C53789,PRIMARIA,13.2,RST,NORMAL,14414478,,,,7.88395,-76.62219,5/13/2019,5/13/2019,3/6/2020,URBANO,57946829,57946845,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RST,0,5/13/2019,3F,5,5045,APARTADO
14414480,ANTIOQUIA,APARTADÓ,APARTADÓ,OBRERO,APARTADO,APARTADO,401-12,401-12,CLOSED,C53790,PRIMARIA,13.2,RST,NORMAL,14414480,,,,7.88392,-76.6221,5/13/2019,5/13/2019,3/6/2020,URBANO,57946825,57946848,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RST,0,5/13/2019,3F,5,5045,APARTADO
14414549,ANTIOQUIA,APARTADÓ,APARTADÓ,OBRERO,APARTADO,APARTADO,401-12,401-12,OPEN,C53791,PRIMARIA,13.2,RST,NORMAL,14414549,,,,7.88399,-76.62219,5/14/2019,5/14/2019,3/6/2020,URBANO,57946825,57946845,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RST,600,5/14/2019,3F,5,5045,APARTADO
14416434,ANTIOQUIA,ARBOLETES,,,HOLANDITA,LA ATOYOSA,414-11,414-11,CLOSED,C53838,PRIMARIA,13.2,RST,NORMAL,14416434,,,,8.6721,-76.42505,5/16/2019,4/23/2019,1/16/2020,RURAL,47643644,57947675,CLOSED,PRIMARIA,LA ATOYOSA,414-11,13.2,RST,600,5/16/2019,3F,5,5051,TURBO
14416587,ANTIOQUIA,ARBOLETES,,,LA CANDELARIA,LA ATOYOSA,414-11,414-11,CLOSED,C53851,PRIMARIA,13.2,RST,NORMAL,14416587,,,,8.65555,-76.44971,5/17/2019,4/23/2019,1/17/2020,RURAL,47643541,57947661,CLOSED,PRIMARIA,LA ATOYOSA,414-11,13.2,RST,600,5/17/2019,3F,5,5051,TURBO
14431721,ANTIOQUIA,MUTATÁ,,,MUNGUDÓ,CAUCHERAS,404-12,404-12,OPEN,C54275,PRIMARIA,13.2,STR,NORMAL,14431721,,,,7.34912,-76.54631,6/14/2019,6/4/2019,8/6/2019,RURAL,57953162,57953158,CLOSED,PRIMARIA,CAUCHERAS,404-12,13.2,STR,600,6/14/2019,3F,5,5480,APARTADO
14432288,ANTIOQUIA,CAREPA,,,ZARABANDA,ZUNGO,405-13,405-13,CLOSED,C54314,PRIMARIA,13.2,RST,NORMAL,14432288,,,-1,7.78296,-76.75203,6/17/2019,6/17/2019,7/10/2019,RURAL,57953314,57953336,CLOSED,PRIMARIA,ZUNGO,405-13,13.2,RST,600,6/17/2019,3F,5,5147,APARTADO
14432315,ANTIOQUIA,CAREPA,,,ZARABANDA,ZUNGO,405-13,405-13,CLOSED,C54315,PRIMARIA,13.2,RST,NORMAL,14432315,,,-1,7.78287,-76.75199,6/17/2019,6/17/2019,7/10/2019,RURAL,57953341,57957889,CLOSED,PRIMARIA,ZUNGO,405-13,13.2,RST,600,6/17/2019,3F,5,5147,APARTADO
14432319,ANTIOQUIA,CAREPA,,,ZARABANDA,ZUNGO,405-13,405-13,OPEN,C54316,PRIMARIA,13.2,RST,NORMAL,14432319,,,-1,7.78293,-76.75198,6/17/2019,6/17/2019,7/10/2019,RURAL,57953314,57957889,CLOSED,PRIMARIA,ZUNGO,405-13,13.2,RST,600,6/17/2019,3F,5,5147,APARTADO
14434470,ANTIOQUIA,TURBO,,,BOCAS DEL RIO TURBO,TURBO,402-12,402-12,CLOSED,C54374,PRIMARIA,7.621,S,NORMAL,14434470,,,-1,8.10973,-76.73383,6/20/2019,6/20/2019,7/10/2019,RURAL,57400841,57953980,CLOSED,PRIMARIA,TURBO,402-12,7.621,S,0,6/20/2019,1F,5,5837,TURBO
14434471,ANTIOQUIA,TURBO,,,BOCAS DEL RIO TURBO,TURBO,402-12,402-12,CLOSED,C54375,PRIMARIA,7.621,S,NORMAL,14434471,,,-1,8.10983,-76.73384,6/20/2019,6/20/2019,7/10/2019,RURAL,57953978,57957890,CLOSED,PRIMARIA,TURBO,402-12,7.621,S,600,6/20/2019,1F,5,5837,TURBO
14434743,ANTIOQUIA,CAREPA,,,ZARABANDA,ZUNGO,405-11,405-11,CLOSED,C54392,PRIMARIA,13.2,RST,NORMAL,14434743,,,,7.82319,-76.72228,6/20/2019,5/12/2019,7/11/2019,RURAL,57954064,57954059,CLOSED,PRIMARIA,ZUNGO,405-11,13.2,RST,0,6/20/2019,3F,5,5147,APARTADO
14434747,ANTIOQUIA,CAREPA,,,ZARABANDA,ZUNGO,405-11,405-11,CLOSED,C54393,PRIMARIA,13.2,RST,NORMAL,14434747,,,,7.8232,-76.72218,6/20/2019,5/12/2019,7/13/2019,RURAL,57954066,57958780,CLOSED,PRIMARIA,ZUNGO,405-11,13.2,RST,0,6/20/2019,3F,5,5147,APARTADO
14434754,ANTIOQUIA,CAREPA,,,ZARABANDA,ZUNGO,405-11,405-11,OPEN,C54395,PRIMARIA,13.2,RST,NORMAL,14434754,,,-1,7.82322,-76.72223,6/20/2019,5/12/2019,7/13/2019,RURAL,57954064,57958780,CLOSED,PRIMARIA,ZUNGO,405-11,13.2,RST,0,6/20/2019,3F,5,5147,APARTADO
14434945,ANTIOQUIA,TURBO,,,PIEDRECITAS,TURBO,402-13,402-13,CLOSED,C54413,PRIMARIA,13.2,RST,NORMAL,14434945,,,,8.1304,-76.70306,6/20/2019,6/13/2019,7/11/2019,RURAL,47634443,57954134,CLOSED,PRIMARIA,TURBO,402-13,13.2,RST,600,6/20/2019,3F,5,5837,TURBO
14434951,ANTIOQUIA,TURBO,,,PIEDRECITAS,TURBO,402-13,402-13,CLOSED,C54414,PRIMARIA,13.2,RST,NORMAL,14434951,,,,8.13047,-76.70313,6/20/2019,6/13/2019,7/11/2019,RURAL,57954136,57957891,CLOSED,PRIMARIA,TURBO,402-13,13.2,RST,600,6/20/2019,3F,5,5837,TURBO
14434952,ANTIOQUIA,TURBO,,,PIEDRECITAS,TURBO,402-13,402-13,OPEN,C54415,PRIMARIA,13.2,RST,NORMAL,14434952,,,,8.13047,-76.70305,6/20/2019,6/13/2019,7/11/2019,RURAL,47634443,57957891,CLOSED,PRIMARIA,TURBO,402-13,13.2,RST,600,6/20/2019,3F,5,5837,TURBO
14437320,ANTIOQUIA,APARTADÓ,,,SALSIPUEDES,APARTADO,401-11,401-11,CLOSED,C54453,PRIMARIA,7.621,T,NORMAL,14437320,,,,7.86727,-76.60513,6/26/2019,7/11/2019,7/11/2019,RURAL,57140501,57955006,CLOSED,PRIMARIA,APARTADO,401-11,7.621,T,600,6/26/2019,1F,5,5045,APARTADO
14437340,ANTIOQUIA,APARTADÓ,,,SALSIPUEDES,APARTADO,401-11,401-11,CLOSED,C54456,PRIMARIA,7.621,T,NORMAL,14437340,,,,7.86722,-76.60505,6/26/2019,7/11/2019,7/11/2019,RURAL,57955008,57955018,CLOSED,PRIMARIA,APARTADO,401-11,7.621,T,600,6/26/2019,1F,5,5045,APARTADO
14448414,ANTIOQUIA,NECOCLÍ,,,EL VENADO SEVILLA,NECOCLI,415-12,415-12,OPEN,C54731,PRIMARIA,13.2,STR,NORMAL,14448414,,,-1,8.43654,-76.72254,7/15/2019,7/13/2019,7/15/2019,RURAL,57958818,57958820,CLOSED,PRIMARIA,NECOCLI,415-12,13.2,STR,600,7/15/2019,3F,5,5490,TURBO
14453882,ANTIOQUIA,SAN PEDRO DE URABÁ,,,ZAPINDONGA,LA ATOYOSA,414-12,414-12,CLOSED,C54854,PRIMARIA,7.621,R,NORMAL,14453882,,,-1,8.52547,-76.29387,7/23/2019,8/6/2019,9/2/2019,RURAL,57424088,57960569,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,600,7/23/2019,1F,5,5665,TURBO
14453906,ANTIOQUIA,SAN PEDRO DE URABÁ,,,ZAPINDONGA,LA ATOYOSA,414-12,414-12,CLOSED,C54855,PRIMARIA,7.621,R,NORMAL,14453906,,,-1,8.52541,-76.29379,7/23/2019,8/6/2019,9/2/2019,RURAL,57960571,57969150,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,600,7/23/2019,1F,5,5665,TURBO
14455386,ANTIOQUIA,SAN PEDRO DE URABÁ,,,CABECERA MUNICIPAL-VEREDA,S.PEDRO URABA,407-12,407-12,CLOSED,C54872,PRIMARIA,7.621,R,NORMAL,14455386,,,-1,8.26631,-76.37249,7/25/2019,8/1/2019,8/15/2019,RURAL,57346626,57961099,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,600,7/25/2019,1F,5,5665,TURBO
14455399,ANTIOQUIA,SAN PEDRO DE URABÁ,,,CABECERA MUNICIPAL-VEREDA,S.PEDRO URABA,407-12,407-12,CLOSED,C54873,PRIMARIA,7.621,R,NORMAL,14455399,,,-1,8.26622,-76.37251,7/25/2019,8/1/2019,8/15/2019,RURAL,57961093,57965801,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,600,7/25/2019,1F,5,5665,TURBO
21201190,ANTIOQUIA,ARBOLETES,ARBOLETES,MIRA MAR,BAJO GRANDE,ARBOLETES,409-G1,409-G1,OPEN,C55072,PRIMARIA,13.2,RST,NORMAL,21201190,,,,8.8478,-76.43114,8/6/2019,8/5/2019,8/6/2019,URBANO,57963996,57963997,CLOSED,PRIMARIA,ARBOLETES,409-G1,13.2,RST,600,8/6/2019,3F,5,5051,TURBO
21204339,ANTIOQUIA,ARBOLETES,ARBOLETES,MIRA MAR,BAJO GRANDE,ARBOLETES,409-G2,409-G2,OPEN,C55231,SUBTRANSMISION,34.5,RST,NORMAL,21204339,,,,8.84767,-76.43113,8/12/2019,8/5/2019,8/12/2019,URBANO,57964926,57964934,CLOSED,SUBTRANSMISION,ARBOLETES,409-G2,34.5,RST,600,8/12/2019,3F,5,5051,TURBO
21206683,ANTIOQUIA,SAN PEDRO DE URABÁ,,,EL TOMATE,S.PEDRO URABA,407-12,407-12,CLOSED,C55291,PRIMARIA,13.2,RS,NORMAL,21206683,,,,8.45585,-76.36507,8/15/2019,8/14/2019,8/15/2019,RURAL,57744670,57965802,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,13.2,RS,0,8/15/2019,2F,5,5665,TURBO
21206691,ANTIOQUIA,SAN PEDRO DE URABÁ,,,EL TOMATE,S.PEDRO URABA,407-12,407-12,CLOSED,C55292,PRIMARIA,13.2,RS,NORMAL,21206691,,,,8.45579,-76.36513,8/15/2019,8/14/2019,8/15/2019,RURAL,57965803,57965804,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,13.2,RS,0,8/15/2019,2F,5,5665,TURBO
21206704,ANTIOQUIA,SAN PEDRO DE URABÁ,,,CABECERA MUNICIPAL-VEREDA,S.PEDRO URABA,407-11,407-11,CLOSED,C55293,PRIMARIA,7.621,S,NORMAL,21206704,,,,8.26207,-76.37932,8/15/2019,8/29/2019,9/2/2019,RURAL,57929868,57965808,CLOSED,PRIMARIA,S.PEDRO URABA,407-11,7.621,S,600,8/15/2019,1F,5,5665,TURBO
21206718,ANTIOQUIA,SAN PEDRO DE URABÁ,,,CABECERA MUNICIPAL-VEREDA,S.PEDRO URABA,407-11,407-11,CLOSED,C55294,PRIMARIA,7.621,S,NORMAL,21206718,,,,8.26203,-76.37923,8/15/2019,8/29/2019,9/2/2019,RURAL,57965811,57969163,CLOSED,PRIMARIA,S.PEDRO URABA,407-11,7.621,S,600,8/15/2019,1F,5,5665,TURBO
21207392,ANTIOQUIA,MUTATÁ,,,PORROSO,CAUCHERAS,404-12,404-12,CLOSED,C55331,PRIMARIA,7.621,R,NORMAL,21207392,,,,7.42982,-76.53787,8/16/2019,9/13/2019,10/1/2019,RURAL,47640119,57966038,CLOSED,PRIMARIA,CAUCHERAS,404-12,7.621,R,600,8/17/2019,1F,5,5480,APARTADO
21207418,ANTIOQUIA,MUTATÁ,,,PORROSO,CAUCHERAS,404-12,404-12,CLOSED,C55332,PRIMARIA,7.621,R,NORMAL,21207418,,,,7.42978,-76.53795,8/16/2019,9/13/2019,10/1/2019,RURAL,57966041,57976098,CLOSED,PRIMARIA,CAUCHERAS,404-12,7.621,R,600,8/17/2019,1F,5,5480,APARTADO
21215541,ANTIOQUIA,MUTATÁ,,,PAVARANDOCITO,CAUCHERAS,404-11,404-11,CLOSED,C55576,PRIMARIA,13.2,RT,NORMAL,21215541,,,,7.31752,-76.48778,8/30/2019,9/10/2019,9/12/2019,RURAL,57968888,57971552,CLOSED,PRIMARIA,CAUCHERAS,404-11,13.2,RT,0,8/30/2019,2F,5,5480,APARTADO
21215552,ANTIOQUIA,MUTATÁ,,,PAVARANDOCITO,CAUCHERAS,404-11,404-11,CLOSED,C55577,PRIMARIA,13.2,RT,NORMAL,21215552,,,,7.31757,-76.48771,8/30/2019,9/10/2019,9/12/2019,RURAL,57968895,57874629,CLOSED,PRIMARIA,CAUCHERAS,404-11,13.2,RT,0,8/30/2019,2F,5,5480,APARTADO
21217626,ANTIOQUIA,TURBO,,,SINAI,PUEBLO BELLO,410-11,410-11,CLOSED,C55632,PRIMARIA,7.621,T,NORMAL,21217626,,,,8.20292,-76.5252,9/4/2019,9/4/2019,9/23/2019,RURAL,57464969,57969588,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,T,600,9/4/2019,1F,5,5837,TURBO
21217638,ANTIOQUIA,TURBO,,,SINAI,PUEBLO BELLO,410-11,410-11,CLOSED,C55633,PRIMARIA,7.621,T,NORMAL,21217638,,,,8.20282,-76.52518,9/4/2019,9/4/2019,9/23/2019,RURAL,57969589,57973949,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,T,600,9/4/2019,1F,5,5837,TURBO
21217758,ANTIOQUIA,ARBOLETES,,,BAJO GRANDE,ARBOLETES,409-12,409-12,CLOSED,C55634,PRIMARIA,7.621,T,NORMAL,21217758,,,,8.83784,-76.43498,9/4/2019,9/25/2019,10/1/2019,RURAL,57420865,57969611,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,600,9/4/2019,1F,5,5051,TURBO
21217760,ANTIOQUIA,ARBOLETES,,,BAJO GRANDE,ARBOLETES,409-12,409-12,CLOSED,C55635,PRIMARIA,7.621,T,NORMAL,21217760,,,,8.83777,-76.43491,9/4/2019,9/25/2019,10/1/2019,RURAL,57969612,57976096,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,0,9/4/2019,1F,5,5051,TURBO
21225284,ANTIOQUIA,CAREPA,,,CASA VERDE,APARTADO,401-41,401-41,CLOSED,C55936,SUBTRANSMISION,44,TSR,NORMAL,21225284,,,,7.77709,-76.65647,9/16/2019,11/18/2019,11/20/2019,RURAL,57972048,57987702,CLOSED,SUBTRANSMISION,APARTADO,401-41,44,TSR,600,9/16/2019,3F,5,5147,APARTADO
21239306,ANTIOQUIA,CAREPA,,,CASA VERDE,CAREPA,412-14,412-14,CLOSED,C56931,PRIMARIA,7.621,R,NORMAL,21239306,,,,7.7744,-76.65662,10/1/2019,10/1/2019,10/26/2019,RURAL,57293890,57975968,CLOSED,PRIMARIA,CAREPA,412-14,7.621,R,600,10/1/2019,1F,5,5147,APARTADO
21239309,ANTIOQUIA,CAREPA,,,CASA VERDE,CAREPA,412-14,412-14,CLOSED,C56932,PRIMARIA,7.621,R,NORMAL,21239309,,,,7.77436,-76.65653,10/1/2019,10/1/2019,10/26/2019,RURAL,57975969,57390557,CLOSED,PRIMARIA,CAREPA,412-14,7.621,R,0,10/1/2019,1F,5,5147,APARTADO
21239525,ANTIOQUIA,NECOCLÍ,,,PUEBLO NUEVO,NECOCLI,415-12,415-12,CLOSED,C56951,PRIMARIA,13.2,STR,NORMAL,21239525,,,,8.41997,-76.64659,10/1/2019,10/10/2019,10/31/2019,RURAL,57308588,57976029,CLOSED,PRIMARIA,NECOCLI,415-12,13.2,STR,0,10/1/2019,3F,5,5490,TURBO
21239534,ANTIOQUIA,NECOCLÍ,,,PUEBLO NUEVO,NECOCLI,415-12,415-12,CLOSED,C56952,PRIMARIA,13.2,STR,NORMAL,21239534,,,,8.41994,-76.64669,10/1/2019,10/10/2019,10/31/2019,RURAL,57976033,57983340,CLOSED,PRIMARIA,NECOCLI,415-12,13.2,STR,0,10/1/2019,3F,5,5490,TURBO
21240675,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-11,406-11,CLOSED,C4577,PRIMARIA,13.2,RST,NORMAL,21240675,,,,7.93398,-76.70883,10/2/2019,9/30/2019,12/17/2019,RURAL,57993395,57993397,CLOSED,PRIMARIA,URABA,406-11,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21240676,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-11,406-11,CLOSED,C4578,PRIMARIA,13.2,RST,NORMAL,21240676,,,,7.93398,-76.70874,10/2/2019,9/30/2019,12/16/2019,RURAL,57993398,57993401,CLOSED,PRIMARIA,URABA,406-11,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21240677,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-12,406-12,CLOSED,C4572,PRIMARIA,13.2,RST,NORMAL,21240677,,,,7.93382,-76.70883,10/2/2019,9/30/2019,12/17/2019,RURAL,57993508,57993525,CLOSED,PRIMARIA,URABA,406-12,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21240678,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-12,406-12,CLOSED,C4576,PRIMARIA,13.2,RST,NORMAL,21240678,,,,7.93382,-76.70873,10/2/2019,9/30/2019,12/17/2019,RURAL,57993526,57993530,CLOSED,PRIMARIA,URABA,406-12,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21240679,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-13,406-13,CLOSED,C4573,PRIMARIA,13.2,RST,NORMAL,21240679,,,,7.93369,-76.70882,10/2/2019,9/30/2019,12/19/2019,RURAL,57994043,57994044,CLOSED,PRIMARIA,URABA,406-13,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21240680,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-13,406-13,CLOSED,C4574,PRIMARIA,13.2,RST,NORMAL,21240680,,,,7.93369,-76.70872,10/2/2019,9/30/2019,12/19/2019,RURAL,57994046,57994053,CLOSED,PRIMARIA,URABA,406-13,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21241607,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-G1,406-G1,CLOSED,C57051,PRIMARIA,13.2,RST,NORMAL,21241607,,,,7.93405,-76.70838,10/3/2019,9/30/2019,12/17/2019,RURAL,57976752,57979188,CLOSED,PRIMARIA,URABA,406-G1,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21241715,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-G1,406-G1,CLOSED,C57052,PRIMARIA,13.2,RST,NORMAL,21241715,,,,7.93405,-76.70829,10/3/2019,9/30/2019,12/17/2019,RURAL,57984358,57976754,CLOSED,PRIMARIA,URABA,406-G1,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21241720,ANTIOQUIA,TURBO,,,PUNTO ROJO,URABA,406-G1,406-G1,OPEN,C57053,PRIMARIA,13.2,RST,NORMAL,21241720,,,,7.93407,-76.70833,10/3/2019,9/30/2019,12/17/2019,RURAL,57976752,57976754,CLOSED,PRIMARIA,URABA,406-G1,13.2,RST,600,10/3/2019,3F,5,5837,TURBO
21255868,ANTIOQUIA,TURBO,,,27 DE DICIEMBRE,CIRILO,413-11,413-11,CLOSED,C57486,PRIMARIA,7.621,R,NORMAL,21255868,,,,8.1694,-76.7304,10/23/2019,10/28/2019,11/21/2019,RURAL,57613197,57981064,CLOSED,PRIMARIA,CIRILO,413-11,7.621,R,600,10/23/2019,1F,5,5837,TURBO
21255900,ANTIOQUIA,TURBO,,,27 DE DICIEMBRE,CIRILO,413-11,413-11,CLOSED,C57487,PRIMARIA,7.621,R,NORMAL,21255900,,,,8.16943,-76.73031,10/23/2019,10/28/2019,11/21/2019,RURAL,57981075,57987856,CLOSED,PRIMARIA,CIRILO,413-11,7.621,R,600,10/23/2019,1F,5,5837,TURBO
21257288,ANTIOQUIA,SAN PEDRO DE URABÁ,,,ZAPINDONGA,LA ATOYOSA,414-12,414-12,CLOSED,C57520,PRIMARIA,7.621,R,NORMAL,21257288,,,,8.5376,-76.28566,10/24/2019,12/13/2019,12/23/2019,RURAL,57426456,57981483,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,600,10/24/2019,1F,5,5665,TURBO
21257303,ANTIOQUIA,SAN PEDRO DE URABÁ,,,ZAPINDONGA,LA ATOYOSA,414-12,414-12,CLOSED,C57521,PRIMARIA,7.621,R,NORMAL,21257303,,,,8.53764,-76.28558,10/24/2019,12/13/2019,12/23/2019,RURAL,57981486,57994672,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,600,10/24/2019,1F,5,5665,TURBO
21257460,ANTIOQUIA,NECOCLÍ,,,EL CATIVO,LA ATOYOSA,414-11,414-11,CLOSED,C57526,PRIMARIA,7.621,S,NORMAL,21257460,,,,8.54463,-76.59114,10/24/2019,10/28/2019,10/29/2019,RURAL,57982428,57981557,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,600,10/24/2019,1F,5,5490,TURBO
21257484,ANTIOQUIA,NECOCLÍ,,,EL CATIVO,LA ATOYOSA,414-11,414-11,CLOSED,C57527,PRIMARIA,7.621,S,NORMAL,21257484,,,,8.54468,-76.59121,10/24/2019,10/28/2019,10/29/2019,RURAL,57981559,57982431,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,600,10/24/2019,1F,5,5490,TURBO
21270942,ANTIOQUIA,SAN JUAN DE URABÁ,,,DAMAQUIEL,ARBOLETES,409-12,409-12,CLOSED,C57991,PRIMARIA,13.2,ST,NORMAL,21270942,,,,8.73969,-76.6055,11/14/2019,10/1/2019,11/14/2019,RURAL,57985952,57985953,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,ST,600,11/14/2019,2F,5,5659,TURBO
21295121,ANTIOQUIA,TURBO,,,NUEVA UNION,URABA,411-41,411-41,CLOSED,C58671,SUBTRANSMISION,44,TSR,NORMAL,21295121,,,,7.93439,-76.70877,12/17/2019,12/1/2019,12/17/2019,RURAL,57993435,57993437,CLOSED,SUBTRANSMISION,URABA,411-41,44,TSR,600,12/17/2019,3F,5,5837,TURBO
21295158,ANTIOQUIA,TURBO,,,NUEVA UNION,URABA,411-41,411-41,CLOSED,C58672,SUBTRANSMISION,44,TSR,NORMAL,21295158,,,,7.93439,-76.70869,12/17/2019,12/1/2019,12/17/2019,RURAL,57993448,57993449,CLOSED,SUBTRANSMISION,URABA,411-41,44,TSR,600,12/17/2019,3F,5,5837,TURBO
21296767,ANTIOQUIA,NECOCLÍ,,,GIGANTON,ARBOLETES,409-12,409-12,CLOSED,C58691,PRIMARIA,13.2,ST,NORMAL,21296767,,,,8.69531,-76.62913,12/18/2019,12/18/2019,12/18/2019,RURAL,57352356,57993931,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,ST,600,12/18/2019,2F,5,5490,TURBO
21299108,ANTIOQUIA,NECOCLÍ,,,VIRGEN DEL COBRE,NECOCLI,415-13,415-11,OPEN,C58734,PRIMARIA,7.621,T,NORMAL,21299108,,,,8.42978,-76.78289,12/23/2019,12/19/2019,4/20/2020,RURAL,57994788,57994789,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,T,600,4/20/2020,1F,5,5490,TURBO
21310066,ANTIOQUIA,ARBOLETES,,,BAJO GRANDE,ARBOLETES,409-12,409-12,CLOSED,C58951,PRIMARIA,13.2,RST,NORMAL,21310066,,,,8.83036,-76.45292,1/15/2020,1/29/2020,2/12/2020,RURAL,47641474,57998128,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,100,1/15/2020,3F,5,5051,TURBO
21310068,ANTIOQUIA,ARBOLETES,,,BAJO GRANDE,ARBOLETES,409-12,409-12,CLOSED,C58952,PRIMARIA,13.2,RST,NORMAL,21310068,,,,8.83033,-76.45301,1/15/2020,1/29/2020,2/12/2020,RURAL,57998129,58005150,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,0,1/15/2020,3F,5,5051,TURBO
21310072,ANTIOQUIA,ARBOLETES,,,BAJO GRANDE,ARBOLETES,409-12,409-12,OPEN,C58953,PRIMARIA,13.2,RST,NORMAL,21310072,,,,8.83032,-76.45295,1/15/2020,1/29/2020,2/12/2020,RURAL,47641474,58005150,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,0,1/15/2020,3F,5,5051,TURBO
21317189,ANTIOQUIA,NECOCLÍ,,,EL CATIVO,LA ATOYOSA,414-11,414-11,OPEN,C59171,PRIMARIA,13.2,TSR,NORMAL,21317189,,,,8.54367,-76.59183,1/23/2020,1/31/2020,2/11/2020,RURAL,58005095,58005099,CLOSED,PRIMARIA,LA ATOYOSA,414-11,13.2,TSR,0,1/23/2020,3F,5,5490,TURBO
21317211,ANTIOQUIA,NECOCLÍ,,,EL CATIVO,LA ATOYOSA,414-11,414-11,CLOSED,C59172,PRIMARIA,13.2,TSR,NORMAL,21317211,,,,8.54372,-76.59181,1/23/2020,1/31/2020,2/11/2020,RURAL,58005095,58005097,CLOSED,PRIMARIA,LA ATOYOSA,414-11,13.2,TSR,0,1/23/2020,3F,5,5490,TURBO
21317218,ANTIOQUIA,NECOCLÍ,,,EL CATIVO,LA ATOYOSA,414-11,414-11,CLOSED,C59173,PRIMARIA,13.2,TSR,NORMAL,21317218,,,,8.54367,-76.59188,1/23/2020,1/31/2020,2/11/2020,RURAL,58005098,58005099,CLOSED,PRIMARIA,LA ATOYOSA,414-11,13.2,TSR,0,1/23/2020,3F,5,5490,TURBO
