G3E_FID,MERCADO,DEPARTAMEN,MUNICIPIO,COMUNA,BARRIO,CORREGIMIE,LOCALIZACI,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,TIPO_AISLA,TIPO_RED,TENSION,FASES,CAPACIDAD_,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,UBICACION_,FECHA_ACTU,NUMERO_FAS,MUNICIPIO_,SUBREGION
12616225,REGIONAL,ANTIOQUIA,APARTADÓ,,,,,APARTADO,401-12,401-12,CLOSED,NORMAL,PRIMARIA,7.621,S,25,12616225,718817.196,1364621.77,,7.88558,-76.62653,1/5/2011,7/7/2018,URBANO,57318745,47632925,CLOSED,PRIMARIA,APARTADO,401-12,7.621,S,12616225-5,3/8/2018,1F,5045,APARTADO
12616665,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12616665,756742.623,1441347.104,,8.58075,-76.28675,1/6/2011,7/7/2018,RURAL,57318983,57319034,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,T,12616665-5,4/10/2018,1F,5665,TURBO
12617862,REGIONAL,ANTIOQUIA,TURBO,,,,,NUEVA COLONIA,406-13,406-13,CLOSED,NORMAL,PRIMARIA,13.2,RST,10,12617862,707608.993,1369716.528,,7.93097,-76.72836,1/11/2011,1/29/2016,RURAL,57380397,57319515,CLOSED,PRIMARIA,NUEVA COLONIA,406-13,13.2,RST,12617862-5,10/28/2017,3F,5837,TURBO
12619186,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12619186,744713.418,1432645.454,,8.5015,-76.39546,1/13/2011,5/16/2019,RURAL,57201767,57320024,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,12619186-5,4/16/2018,1F,5051,TURBO
12619337,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,25,12619337,746674.742,1430895.823,,8.48579,-76.37757,1/13/2011,5/16/2019,RURAL,57201364,57320083,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,12619337-5,4/16/2018,1F,5051,TURBO
12620460,REGIONAL,ANTIOQUIA,TURBO,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,25,12620460,720754.028,1414527.482,,8.33648,-76.61181,1/18/2011,9/25/2014,RURAL,57285738,57320508,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,12620460-5,4/16/2018,1F,5837,TURBO
12620839,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,DE REPETICION,PRIMARIA,7.621,R,25,12620839,726255.598,1458690.445,,8.73573,-76.56449,1/18/2011,7/7/2018,RURAL,47641031,57320671,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,12620839-5,4/13/2018,1F,5659,TURBO
12620901,REGIONAL,ANTIOQUIA,TURBO,,,,,TURBO,402-15,402-15,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12620901,708551.166,1386966.482,,8.08683,-76.72083,1/18/2011,1/27/2016,URBANO,47634730,57320705,CLOSED,PRIMARIA,TURBO,402-15,7.621,R,12620901-5,4/13/2018,1F,5837,TURBO
12621051,REGIONAL,ANTIOQUIA,CAREPA,,,,,CAREPA,412-11,412-11,CLOSED,NORMAL,PRIMARIA,13.2,STR,25,12621051,715214.894,1350073.208,,7.75397,-76.65838,1/19/2011,2/8/2016,URBANO,57320768,57320786,CLOSED,PRIMARIA,CAREPA,412-11,13.2,STR,12621051-5,4/10/2018,3F,5147,APARTADO
12623120,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,,CHIGORODO,403-14,403-14,OPEN,DE REPETICION,PRIMARIA,7.621,S,40,12623120,713449.358,1343379.891,,7.69383,-76.67425,1/21/2011,7/7/2018,RURAL,47635521,57845575,CLOSED,PRIMARIA,CHIGORODO,403-14,7.621,S,12623120-5,4/11/2018,1F,5172,APARTADO
12626975,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12626975,762127.991,1420417.765,,8.39192,-76.2368,1/25/2011,5/16/2019,RURAL,57322277,57506784,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,12626975-5,4/16/2018,1F,5665,TURBO
12628286,REGIONAL,ANTIOQUIA,NECOCLÍ,NECOCLÍ,CENTRAL,,,NECOCLI,415-11,415-11,CLOSED,NORMAL,PRIMARIA,7.621,T,40,12628286,701613.113,1424701.881,,8.42723,-76.78605,1/26/2011,12/23/2019,URBANO,57296064,57323464,CLOSED,PRIMARIA,NECOCLI,415-11,7.621,T,12628286-5,4/13/2018,1F,5490,TURBO
12628886,REGIONAL,ANTIOQUIA,TURBO,,,,,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12628886,736639.982,1402550.323,,8.22918,-76.46707,1/27/2011,2/18/2019,RURAL,57323636,57323637,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,R,12628886-5,4/10/2018,1F,5837,TURBO
12629041,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12629041,740115.218,1426928.264,,8.4496,-76.43687,1/27/2011,10/18/2019,RURAL,57314790,57323689,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,12629041-5,4/16/2018,1F,5490,TURBO
12629761,REGIONAL,ANTIOQUIA,TURBO,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12629761,740961.405,1424777.142,,8.43021,-76.42908,1/28/2011,6/16/2020,RURAL,57253624,57324937,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,12629761-5,4/16/2018,1F,5837,TURBO
12633700,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,PARROQUIAL,,,APARTADO,401-17,401-17,CLOSED,NORMAL,PRIMARIA,7.621,S,25,12633700,718547.363,1363685.161,,7.87712,-76.62892,2/2/2011,3/5/2020,URBANO,47674222,57325237,CLOSED,PRIMARIA,APARTADO,401-17,7.621,S,12633700-5,3/6/2018,1F,5045,APARTADO
12636467,REGIONAL,ANTIOQUIA,CAREPA,,,,,CAREPA,412-13,412-13,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12636467,716467.911,1353928.879,,7.78881,-76.64722,2/7/2011,8/6/2019,RURAL,57332297,57332298,CLOSED,PRIMARIA,CAREPA,412-13,7.621,S,12636467-5,4/10/2018,1F,5147,APARTADO
12636481,REGIONAL,ANTIOQUIA,CAREPA,,,,,CAREPA,412-13,412-13,CLOSED,SALIDA CON AISLADERO,PRIMARIA,7.621,S,25,12636481,715931.33,1353856.504,,7.78818,-76.65208,2/7/2011,2/8/2016,RURAL,57326481,57326485,CLOSED,PRIMARIA,CAREPA,412-13,7.621,S,12636481-5,4/10/2018,1F,5147,APARTADO
12637060,REGIONAL,ANTIOQUIA,TURBO,,,,,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12637060,741367.926,1399294.776,,8.20002,-76.42402,2/7/2011,7/7/2018,RURAL,57412449,57412450,CLOSED,PRIMARIA,S.PEDRO URABA,407-11,7.621,S,12637060-5,4/16/2018,1F,5837,TURBO
12637675,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12637675,755913.669,1447651.906,,8.63767,-76.2946,2/8/2011,1/21/2015,RURAL,57313056,57326916,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,T,12637675-5,4/10/2018,1F,5051,TURBO
12639304,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12639304,722674.03,1442323.068,,8.58767,-76.59602,2/10/2011,7/7/2018,RURAL,57433955,57433959,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,12639304-5,4/16/2018,1F,5490,TURBO
12640195,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,GUALCALA,,,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,13.2,STR,25,12640195,717696.995,1365366.241,,7.89221,-76.63675,2/11/2011,7/7/2018,URBANO,47633051,57327906,CLOSED,PRIMARIA,APARTADO,401-13,13.2,STR,12640195-5,2/28/2018,3F,5045,APARTADO
12641405,REGIONAL,ANTIOQUIA,APARTADÓ,,,,,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,13.2,RTS,25,12641405,717738.801,1365163.141,,7.89041,-76.63633,2/14/2011,6/20/2019,URBANO,47633054,57954201,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RTS,12641405-5,2/28/2018,3F,5045,APARTADO
12642857,REGIONAL,ANTIOQUIA,CAREPA,,,,,CAREPA,412-12,412-12,CLOSED,NORMAL,PRIMARIA,7.621,S,40,12642857,715668.893,1349598.325,,7.7497,-76.65422,2/15/2011,2/8/2016,URBANO,57328987,57328989,CLOSED,PRIMARIA,CAREPA,412-12,7.621,S,12642857-5,3/21/2018,1F,5147,APARTADO
12642884,REGIONAL,ANTIOQUIA,CAREPA,,,,,CAREPA,412-12,412-12,CLOSED,NORMAL,PRIMARIA,7.621,R,40,12642884,715672.65,1349564.437,,7.74939,-76.65419,2/15/2011,2/8/2016,URBANO,57328995,57328997,CLOSED,PRIMARIA,CAREPA,412-12,7.621,R,12642884-5,3/21/2018,1F,5147,APARTADO
12642913,REGIONAL,ANTIOQUIA,CAREPA,,,,,CAREPA,412-12,412-12,CLOSED,NORMAL,PRIMARIA,13.2,TS,40,12642913,715674.402,1349497.68,,7.74879,-76.65417,2/15/2011,6/9/2017,URBANO,57329007,57329009,CLOSED,PRIMARIA,CAREPA,412-12,13.2,TS,12642913-5,3/21/2018,2F,5147,APARTADO
12642926,REGIONAL,ANTIOQUIA,CAREPA,CAREPA,LOS CHALETS,,,CAREPA,412-12,412-12,CLOSED,NORMAL,PRIMARIA,7.621,S,25,12642926,715673.654,1349387.361,,7.74751,-76.65407,2/15/2011,5/27/2020,URBANO,57890317,70757282,CLOSED,PRIMARIA,CAREPA,412-12,7.621,S,12642926-5,3/21/2018,1F,5147,APARTADO
12643204,REGIONAL,ANTIOQUIA,TURBO,,,,,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12643204,738853.561,1401844.929,,8.22292,-76.44696,2/16/2011,2/20/2019,RURAL,57329112,57329142,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,R,12643204-5,4/10/2018,1F,5837,TURBO
12643310,REGIONAL,ANTIOQUIA,TURBO,,,,,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12643310,739447.843,1400109.783,,8.20728,-76.44147,2/16/2011,2/20/2019,RURAL,57260042,57329160,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,R,12643310-5,4/10/2018,1F,5837,TURBO
12644912,REGIONAL,ANTIOQUIA,APARTADÓ,,,,,CAREPA,412-13,412-13,CLOSED,NORMAL,PRIMARIA,13.2,SRT,40,12644912,716016.087,1355775.488,,7.80553,-76.65153,2/18/2011,7/7/2018,RURAL,57374166,57381549,CLOSED,PRIMARIA,CAREPA,412-13,13.2,SRT,12644912-5,4/10/2018,3F,5045,APARTADO
12645088,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12645088,702110.707,1425417.639,,8.43372,-76.78158,2/18/2011,8/12/2019,RURAL,57953872,57329796,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,12645088-5,4/13/2018,1F,5490,TURBO
12645246,REGIONAL,ANTIOQUIA,NECOCLÍ,NECOCLÍ,VILLA ALEJANDRIA,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,T,25,12645246,702215.523,1425737.737,,8.4366,-76.78063,2/21/2011,8/12/2019,URBANO,57953877,57329870,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,T,12645246-5,4/13/2018,1F,5490,TURBO
12645336,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,13.2,TSR,,12645336,702307.197,1425990.164,,8.43889,-76.7798,2/21/2011,8/12/2019,RURAL,57953847,57964886,CLOSED,PRIMARIA,NECOCLI,415-13,13.2,TSR,12645336-5,4/13/2018,3F,5490,TURBO
12645409,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,T,10,12645409,702618.747,1426650.717,,8.44489,-76.77703,2/21/2011,7/7/2018,RURAL,57329943,57329944,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,T,12645409-5,4/13/2018,1F,5490,TURBO
12645493,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12645493,726217.296,1460555,,8.75257,-76.56495,2/21/2011,7/7/2018,RURAL,57329992,57422355,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,12645493-5,4/13/2018,1F,5659,TURBO
12646007,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12646007,706394.396,1428500.527,,8.46183,-76.7429,2/21/2011,7/7/2018,RURAL,57330216,47643912,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,T,12646007-5,4/13/2018,1F,5490,TURBO
12648156,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,T,10,12648156,709516.309,1432457.794,,8.49779,-76.7149,2/23/2011,4/2/2020,RURAL,58678276,57698679,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,T,12648156-5,4/13/2018,1F,5490,TURBO
12648292,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12648292,709527.075,1432447.921,,8.49768,-76.71472,2/23/2011,7/7/2018,RURAL,57331146,57331147,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,12648292-5,4/13/2018,1F,5490,TURBO
12648735,REGIONAL,ANTIOQUIA,TURBO,,,,,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12648735,732814.549,1410152.811,,8.29765,-76.50218,2/23/2011,2/9/2016,RURAL,57331319,57331335,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,S,12648735-5,4/10/2018,1F,5837,TURBO
12648824,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,T,10,12648824,710933.668,1434205.789,,8.51363,-76.70206,2/23/2011,7/24/2018,RURAL,47643995,57331371,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,T,12648824-5,4/13/2018,1F,5490,TURBO
12649516,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12649516,711164.076,1434067.614,,8.51241,-76.69997,2/24/2011,7/7/2018,RURAL,57431724,57331724,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,12649516-5,4/13/2018,1F,5490,TURBO
12649562,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12649562,711874.173,1433803.926,,8.51007,-76.69351,2/24/2011,7/7/2018,RURAL,57331761,57331762,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,12649562-5,4/13/2018,1F,5490,TURBO
12650240,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,T,10,12650240,712461.157,1435293.695,,8.52397,-76.68755,2/24/2011,7/7/2018,RURAL,47644043,57706407,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,T,12650240-5,4/13/2018,1F,5490,TURBO
12650361,REGIONAL,ANTIOQUIA,NECOCLÍ,NECOCLÍ,CARIBE,,,NECOCLI,415-11,415-11,CLOSED,NORMAL,PRIMARIA,7.621,T,25,12650361,701848.418,1424372.233,,8.42425,-76.78383,2/24/2011,7/7/2018,URBANO,57296122,57332118,CLOSED,PRIMARIA,NECOCLI,415-11,7.621,T,12650361-5,4/13/2018,1F,5490,TURBO
12650875,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,13.2,RST,10,12650875,713758.638,1436932.324,,8.53841,-76.67658,2/25/2011,5/13/2019,RURAL,57332244,47644078,CLOSED,PRIMARIA,NECOCLI,415-13,13.2,RST,12650875-5,4/13/2018,3F,5490,TURBO
12652387,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12652387,716511.802,1438683.742,,8.55443,-76.65173,2/28/2011,3/9/2020,RURAL,47644136,57332812,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12652387-5,4/16/2018,1F,5490,TURBO
12652480,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12652480,716869.515,1438862.979,,8.55607,-76.64849,3/1/2011,5/17/2019,RURAL,47644137,57332844,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12652480-5,4/16/2018,1F,5490,TURBO
12652504,REGIONAL,ANTIOQUIA,CAREPA,,,,,CHIGORODO,403-14,403-14,CLOSED,NORMAL,PRIMARIA,13.2,RST,15,12652504,714507.708,1348088.869,,7.736,-76.66465,3/1/2011,1/29/2016,RURAL,47635593,57332851,CLOSED,PRIMARIA,CHIGORODO,403-14,13.2,RST,12652504-5,4/11/2018,3F,5147,APARTADO
12652739,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12652739,717334.619,1439067.833,,8.55795,-76.64428,3/1/2011,3/9/2020,RURAL,47644139,57332919,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12652739-5,4/16/2018,1F,5490,TURBO
12653076,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12653076,717578.9,1439185.84,,8.55903,-76.64207,3/1/2011,3/9/2020,RURAL,47644140,57332948,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12653076-5,4/16/2018,1F,5490,TURBO
12653663,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,DE REPETICION,PRIMARIA,7.621,R,15,12653663,718545.865,1438517.365,,8.55305,-76.63326,3/2/2011,5/17/2019,RURAL,47644147,57333089,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,R,12653663-5,4/16/2018,1F,5490,TURBO
12653797,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12653797,719023.444,1437600.026,,8.54479,-76.62887,3/2/2011,5/17/2019,RURAL,47644150,57333166,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,R,12653797-5,4/16/2018,1F,5490,TURBO
12653824,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12653824,719045.647,1437433.61,,8.54329,-76.62866,3/2/2011,5/17/2019,RURAL,57333175,57333178,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12653824-5,4/16/2018,1F,5490,TURBO
12653981,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12653981,755083.986,1442716.416,,8.59303,-76.30187,3/2/2011,1/21/2015,RURAL,57333056,57333211,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,T,12653981-5,4/10/2018,1F,5051,TURBO
12654038,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12654038,753745.289,1443314.942,,8.59837,-76.31406,3/2/2011,1/21/2015,RURAL,57333221,57333228,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,T,12654038-5,4/10/2018,1F,5051,TURBO
12654140,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,15,12654140,719397.191,1437202.034,,8.54122,-76.62545,3/2/2011,5/17/2019,RURAL,57361831,57333244,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,12654140-5,4/16/2018,1F,5490,TURBO
12654397,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,25,12654397,720023.041,1436376.155,,8.5338,-76.61973,3/3/2011,5/17/2019,RURAL,57333353,57333381,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12654397-5,4/16/2018,1F,5490,TURBO
12654455,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,R,25,12654455,720402.245,1436222.545,,8.53243,-76.61628,3/3/2011,5/17/2019,RURAL,57333400,57333402,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,R,12654455-5,4/16/2018,1F,5490,TURBO
12654494,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,25,12654494,720664.686,1436199.852,,8.53224,-76.61389,3/3/2011,5/17/2019,RURAL,57333414,57333417,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,12654494-5,4/16/2018,1F,5490,TURBO
12654714,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,25,12654714,721429.929,1436229.855,,8.53256,-76.60695,3/3/2011,5/17/2019,RURAL,47644165,57333509,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,12654714-5,4/16/2018,1F,5490,TURBO
12654784,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,R,25,12654784,721976.271,1436687.02,,8.53671,-76.60196,3/3/2011,5/17/2019,RURAL,47644169,57333536,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,R,12654784-5,4/16/2018,1F,5490,TURBO
12654904,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,R,25,12654904,722589.58,1437081.434,,8.54032,-76.59648,3/4/2011,5/17/2019,RURAL,47644174,57333588,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,R,12654904-5,4/16/2018,1F,5490,TURBO
12655130,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,R,25,12655130,723577.937,1437841.351,,8.54724,-76.58755,3/4/2011,7/7/2018,RURAL,47644183,57333644,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,R,12655130-5,4/16/2018,1F,5490,TURBO
12655288,REGIONAL,ANTIOQUIA,TURBO,,,,,S.PEDRO URABA,407-11,407-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12655288,741502.374,1398693.879,,8.1946,-76.42277,3/4/2011,7/7/2018,RURAL,57287672,57333732,CLOSED,PRIMARIA,S.PEDRO URABA,407-11,7.621,S,12655288-5,4/16/2018,1F,5837,TURBO
12655960,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,15,12655960,724971.628,1437740.027,,8.5464,-76.57491,3/7/2011,10/7/2019,RURAL,57334057,57431887,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,12655960-5,4/16/2018,1F,5490,TURBO
12656902,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12656902,705053.948,1430818.33,,8.48269,-76.7552,3/8/2011,7/7/2018,RURAL,57334447,57334451,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,S,12656902-5,4/13/2018,1F,5490,TURBO
12657226,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,,CHIGORODO,403-12,403-12,OPEN,NORMAL,PRIMARIA,7.621,R,40,12657226,707358.412,1342509.016,,7.68513,-76.72909,3/8/2011,7/7/2018,RURAL,57392686,57392688,CLOSED,PRIMARIA,CHIGORODO,403-12,7.621,R,12657226-5,4/5/2018,1F,5172,APARTADO
12658120,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,7.621,S,25,12658120,720197.832,1327332.285,,7.54881,-76.61202,3/9/2011,7/7/2018,RURAL,57334956,57334975,CLOSED,PRIMARIA,CHIGORODO,403-16,7.621,S,12658120-5,4/16/2018,1F,5172,APARTADO
12658166,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12658166,719490.996,1326825.14,,7.54419,-76.61839,3/9/2011,7/7/2018,RURAL,57334983,57368302,CLOSED,PRIMARIA,CHIGORODO,403-16,7.621,S,12658166-5,4/16/2018,1F,5172,APARTADO
12658309,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,S,40,12658309,705375.195,1431662.372,,8.49032,-76.75233,3/10/2011,2/13/2020,RURAL,57335031,57335034,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,S,12658309-5,4/13/2018,1F,5490,TURBO
12658460,REGIONAL,ANTIOQUIA,CAREPA,,,,,CAREPA,412-14,412-14,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12658460,719919.612,1351613.25,,7.76813,-76.61583,3/10/2011,6/22/2015,RURAL,57390731,57390732,CLOSED,PRIMARIA,CAREPA,412-14,7.621,R,12658460-5,3/24/2018,1F,5147,APARTADO
