G3E_FID,MERCADO,DEPARTAMEN,MUNICIPIO,COMUNA,BARRIO,CORREGIMIE,LOCALIZACI,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,TIPO_AISLA,TIPO_RED,TENSION,FASES,CAPACIDAD_,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,UBICACION_,FECHA_ACTU,NUMERO_FAS,MUNICIPIO_,SUBREGION
13093468,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,LA ATOYOSA,414-11,414-11,OPEN,NORMAL,PRIMARIA,7.621,T,25,13093468,728045.137,1451255.712,,8.66868,-76.54778,4/8/2013,5/17/2019,RURAL,57493110,57493112,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13093468-5,4/16/2018,1F,5659,TURBO
13093469,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,13093469,717200.055,1425597.494,,8.43627,-76.64469,4/8/2013,7/7/2018,RURAL,57430568,57492824,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,T,13093469-5,4/16/2018,1F,5490,TURBO
13093470,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,T,15,13093470,743899.336,1439776.22,,8.56587,-76.40324,4/8/2013,9/27/2019,RURAL,57492957,57492958,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,T,13093470-5,4/10/2018,1F,5051,TURBO
13093471,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13093471,720073.239,1434589.724,,8.51766,-76.61916,4/8/2013,5/17/2019,RURAL,57434046,57492904,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,13093471-5,4/16/2018,1F,5490,TURBO
13093472,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13093472,719749.708,1433805.62,,8.51056,-76.62205,4/8/2013,5/17/2019,RURAL,57434102,57492847,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,13093472-5,4/16/2018,1F,5490,TURBO
13093473,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13093473,724206.311,1433995.84,,8.51254,-76.58163,4/8/2013,5/17/2019,RURAL,57256485,57492875,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,13093473-5,4/16/2018,1F,5490,TURBO
13093474,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13093474,725552.54,1433322.144,,8.50653,-76.56937,4/8/2013,5/17/2019,RURAL,57256697,57492845,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,13093474-5,4/16/2018,1F,5490,TURBO
13093475,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13093475,727135.295,1432740.004,,8.50137,-76.55498,4/8/2013,5/17/2019,RURAL,57385733,57492839,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,13093475-5,4/16/2018,1F,5490,TURBO
13093476,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13093476,723309.236,1444492.718,,8.60731,-76.59039,4/8/2013,5/17/2019,RURAL,57259811,57493058,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,13093476-5,4/16/2018,1F,5490,TURBO
13093477,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,R,10,13093477,739366.552,1445251.85,,8.61509,-76.44468,4/8/2013,5/17/2019,RURAL,57493071,57493072,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,R,13093477-5,4/16/2018,1F,5051,TURBO
13093478,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,13093478,741485.653,1437566.527,,8.54578,-76.42502,4/8/2013,5/17/2019,RURAL,57492932,57492933,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13093478-5,4/16/2018,1F,5051,TURBO
13093479,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,13093479,725238.367,1427379.052,,8.45283,-76.57188,4/8/2013,7/7/2018,RURAL,57492829,57492830,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,T,13093479-5,4/16/2018,1F,5490,TURBO
13093480,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,6,13093480,710038.879,1430247.616,,8.47784,-76.70994,4/8/2013,7/7/2018,RURAL,57432821,57492838,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,13093480-5,4/13/2018,1F,5490,TURBO
13093481,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,13.2,RST,10,13093481,733331.118,1459331.944,,8.74194,-76.50028,4/8/2013,7/7/2018,RURAL,57452617,57493173,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,13093481-5,4/13/2018,3F,5659,TURBO
13093483,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,13093483,718180.4,1440963.035,,8.57512,-76.63672,4/8/2013,5/17/2019,RURAL,57303995,57493030,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13093483-5,4/16/2018,1F,5490,TURBO
13093484,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,DE REPETICION,PRIMARIA,13.2,TSR,25,13093484,725025.996,1437954.588,,8.54835,-76.57442,4/8/2013,5/17/2019,RURAL,47644194,57492939,CLOSED,PRIMARIA,LA ATOYOSA,414-11,13.2,TSR,13093484-5,4/16/2018,3F,5490,TURBO
13093486,REGIONAL,ANTIOQUIA,TURBO,,,,,PUEBLO BELLO,410-11,410-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13093486,734023.516,1408629.587,,8.28395,-76.49113,4/8/2013,2/9/2016,RURAL,57492816,57492817,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,S,13093486-5,4/10/2018,1F,5837,TURBO
13093487,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-13,414-13,CLOSED,NORMAL,PRIMARIA,13.2,ST,25,13093487,741785.498,1462025.213,,8.76675,-76.42367,4/8/2013,5/17/2019,RURAL,57244107,57532769,CLOSED,PRIMARIA,LA ATOYOSA,414-13,13.2,ST,13093487-5,10/6/2018,2F,5051,TURBO
13093488,REGIONAL,ANTIOQUIA,TURBO,,,,,TURBO,402-16,402-16,CLOSED,NORMAL,PRIMARIA,13.2,STR,25,13093488,708681.555,1387536.449,,8.09198,-76.71968,4/8/2013,7/24/2017,URBANO,57404240,57492796,CLOSED,PRIMARIA,TURBO,402-16,13.2,STR,13093488-5,3/8/2018,3F,5837,TURBO
13093489,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,13093489,741174.504,1437738.646,,8.54732,-76.42786,4/8/2013,5/17/2019,RURAL,57255324,57492934,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13093489-5,4/16/2018,1F,5051,TURBO
13093490,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,13093490,722787.453,1426221.57,,8.44223,-76.59404,4/8/2013,7/7/2018,RURAL,57575824,57575825,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,13093490-5,4/16/2018,1F,5490,TURBO
13093491,REGIONAL,ANTIOQUIA,TURBO,,,,,URABA,411-13,411-13,OPEN,DE REPETICION,PRIMARIA,13.2,RST,,13093491,713174.503,1391634.459,,8.12661,-76.68272,4/8/2013,1/20/2020,RURAL,57999327,57999326,CLOSED,PRIMARIA,URABA,411-13,13.2,RST,13093491-5,4/16/2018,3F,5837,TURBO
13093492,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,DE REPETICION,PRIMARIA,7.621,R,40,13093492,712454.602,1442065.033,,8.58473,-76.68872,4/8/2013,7/7/2018,RURAL,57493041,57493042,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,13093492-5,4/13/2018,1F,5490,TURBO
13094380,REGIONAL,ANTIOQUIA,TURBO,TURBO,BALTAZAR DE CASANOVA,,,NUEVA COLONIA,406-12,406-12,CLOSED,NORMAL,PRIMARIA,13.2,RST,25,13094380,708689.9,1370368.055,,7.9369,-76.7186,4/9/2013,4/29/2016,RURAL,47689432,57493217,CLOSED,PRIMARIA,NUEVA COLONIA,406-12,13.2,RST,13094380-5,3/16/2018,3F,5837,TURBO
13094479,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,R,25,13094479,745351.928,1441050.848,,8.57747,-76.39012,4/9/2013,5/17/2019,RURAL,47643721,57493260,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,13094479-5,4/10/2018,1F,5051,TURBO
13094484,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,T,6,13094484,714394.368,1443853.801,,8.601,-76.67126,4/9/2013,7/7/2018,RURAL,57291701,57493258,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,T,13094484-5,4/13/2018,1F,5490,TURBO
13094580,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,S,25,13094580,703480.966,1434727.646,,8.5179,-76.76972,4/9/2013,7/7/2018,RURAL,57421146,57493308,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,S,13094580-5,4/13/2018,1F,5490,TURBO
13094700,REGIONAL,ANTIOQUIA,TURBO,,,,,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,R,6,13094700,706606.25,1396061.394,,8.16886,-76.739,4/9/2013,10/28/2015,RURAL,57493365,57493366,CLOSED,PRIMARIA,CIRILO,413-11,7.621,R,13094700-5,4/16/2018,1F,5837,TURBO
13094724,REGIONAL,ANTIOQUIA,APARTADÓ,,,,,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,13.2,RST,10,13094724,718361.744,1365019.464,,7.88915,-76.63068,4/9/2013,7/7/2018,URBANO,47633114,57493385,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RST,13094724-5,2/28/2018,3F,5045,APARTADO
13094818,REGIONAL,ANTIOQUIA,APARTADÓ,,,,,APARTADO,401-13,401-13,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13094818,717598.38,1365441.346,,7.89291,-76.63762,4/10/2013,7/7/2018,URBANO,47633047,57493408,CLOSED,PRIMARIA,APARTADO,401-13,7.621,S,13094818-5,2/28/2018,1F,5045,APARTADO
13094835,REGIONAL,ANTIOQUIA,MUTATÁ,,,,,CAUCHERAS,404-12,404-12,CLOSED,DE REPETICION,PRIMARIA,7.621,T,25,13094835,720091.242,1307027.519,,7.36539,-76.61193,4/10/2013,7/7/2018,RURAL,57523644,57523645,CLOSED,PRIMARIA,CAUCHERAS,404-12,7.621,T,13094835-5,4/16/2018,1F,5480,APARTADO
13094859,REGIONAL,ANTIOQUIA,MUTATÁ,,,,,CAUCHERAS,404-11,404-11,CLOSED,NORMAL,PRIMARIA,7.621,T,40,13094859,739532.893,1293577.277,,7.24483,-76.43536,4/10/2013,7/7/2018,URBANO,47637190,57493434,CLOSED,PRIMARIA,CAUCHERAS,404-11,7.621,T,13094859-5,4/16/2018,1F,5480,APARTADO
13095474,REGIONAL,ANTIOQUIA,TURBO,,,,,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,T,25,13095474,718760.961,1377076.247,,7.9984,-76.62725,4/10/2013,5/18/2020,RURAL,70755043,70755028,CLOSED,PRIMARIA,URABA,411-11,7.621,T,13095474-5,4/16/2018,1F,5837,TURBO
13095556,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,25,13095556,728554.689,1441819.397,,8.58347,-76.54262,4/11/2013,5/17/2019,RURAL,47643391,57493791,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13095556-5,4/16/2018,1F,5051,TURBO
13095711,REGIONAL,ANTIOQUIA,TURBO,,,,,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,R,10,13095711,718223.307,1377164.788,,7.99885,-76.63261,4/11/2013,2/2/2016,RURAL,57258071,57493886,CLOSED,PRIMARIA,URABA,411-11,7.621,R,13095711-5,4/16/2018,1F,5837,TURBO
13095947,REGIONAL,ANTIOQUIA,TURBO,,,,,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,R,10,13095947,716963.671,1379152.206,,8.01634,-76.64378,4/11/2013,3/30/2020,RURAL,47642158,57494049,CLOSED,PRIMARIA,URABA,411-11,7.621,R,13095947-5,4/16/2018,1F,5837,TURBO
13095996,REGIONAL,ANTIOQUIA,TURBO,,,,,CIRILO,413-11,413-11,CLOSED,NORMAL,PRIMARIA,7.621,R,6,13095996,709644.89,1395278.425,,8.16197,-76.71141,4/11/2013,10/28/2015,RURAL,57404829,57494075,CLOSED,PRIMARIA,CIRILO,413-11,7.621,R,13095996-5,4/16/2018,1F,5837,TURBO
13096032,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,S,15,13096032,723399.921,1320848.935,,7.49041,-76.5827,4/11/2013,7/7/2018,RURAL,57494077,57494078,CLOSED,PRIMARIA,CAUCHERAS,404-12,7.621,S,13096032-5,4/16/2018,1F,5172,APARTADO
13096034,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13096034,722064.976,1320674.573,,7.48877,-76.59477,4/11/2013,7/7/2018,RURAL,57367255,57494079,CLOSED,PRIMARIA,CAUCHERAS,404-12,7.621,S,13096034-5,4/16/2018,1F,5172,APARTADO
13096044,REGIONAL,ANTIOQUIA,CHIGORODÓ,,,,,CAUCHERAS,404-12,404-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13096044,721393.662,1320593.971,,7.488,-76.60084,4/12/2013,7/7/2018,RURAL,57494085,57494087,CLOSED,PRIMARIA,CAUCHERAS,404-12,7.621,S,13096044-5,4/16/2018,1F,5172,APARTADO
13096047,REGIONAL,ANTIOQUIA,ARBOLETES,ARBOLETES,PANBELE,,,ARBOLETES,409-11,409-11,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13096047,741414.787,1471065.671,,8.8484,-76.42752,4/12/2013,8/24/2017,URBANO,47640593,57494090,CLOSED,PRIMARIA,ARBOLETES,409-11,7.621,S,13096047-5,4/9/2018,1F,5051,TURBO
13096050,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,25,13096050,730125.079,1441978.975,,8.585,-76.52838,4/12/2013,5/17/2019,RURAL,57443712,57494092,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13096050-5,4/16/2018,1F,5051,TURBO
13096054,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,ARBOLETES,409-13,409-13,CLOSED,NORMAL,PRIMARIA,7.621,R,,13096054,741687.678,1471484.718,,8.85221,-76.4251,4/12/2013,12/1/2015,URBANO,57218335,57494097,CLOSED,PRIMARIA,ARBOLETES,409-13,7.621,R,13096054-5,3/1/2018,1F,5051,TURBO
13096075,REGIONAL,ANTIOQUIA,APARTADÓ,APARTADÓ,ORTIZ,,,APARTADO,401-15,401-15,CLOSED,NORMAL,PRIMARIA,13.2,RTS,40,13096075,717876.069,1364357.301,,7.88312,-76.63506,4/12/2013,7/7/2018,URBANO,57228682,57494111,CLOSED,PRIMARIA,APARTADO,401-15,13.2,RTS,13096075-5,2/27/2018,3F,5045,APARTADO
13096442,REGIONAL,ANTIOQUIA,APARTADÓ,,,,,CAREPA,412-13,412-13,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13096442,725729.169,1354104.176,,7.79094,-76.56335,4/15/2013,7/7/2018,RURAL,57494376,57494377,CLOSED,PRIMARIA,CAREPA,412-13,7.621,S,13096442-5,4/10/2018,1F,5045,APARTADO
13096477,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,13096477,734289.272,1464790.891,,8.79131,-76.4919,4/15/2013,7/7/2018,RURAL,47641361,57494395,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,13096477-5,4/13/2018,1F,5659,TURBO
13096483,REGIONAL,ANTIOQUIA,TURBO,,,,,CHIGORODO,403-16,403-16,CLOSED,NORMAL,PRIMARIA,7.621,R,10,13096483,698305.256,1332028.626,,7.59003,-76.81045,4/15/2013,10/18/2019,RURAL,57397202,57494403,CLOSED,PRIMARIA,CHIGORODO,403-16,7.621,R,13096483-5,4/16/2018,1F,5837,APARTADO
13097075,REGIONAL,ANTIOQUIA,CHIGORODÓ,CHIGORODÓ,CHIGORODO,,,CHIGORODO,403-15,403-15,CLOSED,NORMAL,PRIMARIA,13.2,RST,15,13097075,713255.506,1340229.577,,7.66486,-76.67561,4/17/2013,5/8/2020,URBANO,47636188,57494702,CLOSED,PRIMARIA,CHIGORODO,403-15,13.2,RST,13097075-5,4/16/2018,3F,5172,APARTADO
13097241,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,25,13097241,733380.374,1465765.627,,8.80006,-76.50021,4/18/2013,7/7/2018,RURAL,47641329,57494791,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,13097241-5,4/13/2018,1F,5659,TURBO
13097242,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,10,13097242,720402.591,1458110.235,,8.73014,-76.61759,4/18/2013,7/7/2018,RURAL,47640809,57494792,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,13097242-5,4/13/2018,1F,5659,TURBO
13097256,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13097256,729509.827,1461251.232,,8.759,-76.53513,4/18/2013,7/7/2018,RURAL,47641136,57494794,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,13097256-5,4/13/2018,1F,5659,TURBO
13097298,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13097298,720613.323,1450291.267,,8.65952,-76.6152,4/18/2013,7/7/2018,RURAL,57343717,57494823,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,13097298-5,4/13/2018,1F,5490,TURBO
13097299,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,,13097299,721488.124,1457536.521,,8.72502,-76.6077,4/18/2013,7/7/2018,RURAL,47640830,57494827,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,13097299-5,4/13/2018,1F,5659,TURBO
13097300,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,13097300,724378.842,1459807.853,,8.74571,-76.5816,4/18/2013,7/7/2018,RURAL,47640960,57494829,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,13097300-5,4/13/2018,1F,5659,TURBO
13097303,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,40,13097303,732183.47,1463708.129,,8.78127,-76.51093,4/18/2013,7/7/2018,RURAL,47641267,57494830,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,13097303-5,4/13/2018,1F,5659,TURBO
13097444,REGIONAL,ANTIOQUIA,TURBO,,,,,URABA,411-13,411-13,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13097444,720076.565,1386176.048,,8.08013,-76.61675,4/18/2013,8/14/2019,RURAL,57494873,57494908,CLOSED,PRIMARIA,URABA,411-13,7.621,S,13097444-5,4/16/2018,1F,5837,TURBO
13097584,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,25,13097584,730266.195,1442044.314,,8.5856,-76.5271,4/19/2013,5/17/2019,RURAL,47643416,57494966,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13097584-5,4/16/2018,1F,5051,TURBO
13098701,REGIONAL,ANTIOQUIA,CAREPA,,,,,ZUNGO,405-11,405-11,CLOSED,NORMAL,PRIMARIA,7.621,S,6,13098701,706840.922,1360532.807,,7.84797,-76.73479,4/22/2013,5/5/2017,RURAL,57392836,57495410,CLOSED,PRIMARIA,ZUNGO,405-11,7.621,S,13098701-5,4/3/2018,1F,5147,APARTADO
13098961,REGIONAL,ANTIOQUIA,TURBO,,,,,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,T,25,13098961,710475.615,1381271.422,,8.03532,-76.70308,4/23/2013,2/9/2016,RURAL,47641620,57495530,CLOSED,PRIMARIA,URABA,411-11,7.621,T,13098961-5,4/16/2018,1F,5837,TURBO
13098963,REGIONAL,ANTIOQUIA,TURBO,,,,,URABA,411-11,411-11,CLOSED,NORMAL,PRIMARIA,7.621,T,25,13098963,710475.616,1381271.423,,8.03532,-76.70308,4/23/2013,2/9/2016,RURAL,47641620,57502594,CLOSED,PRIMARIA,URABA,411-11,7.621,T,13098963-5,4/16/2018,1F,5837,TURBO
13099353,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13099353,716664.866,1449375.736,,8.65101,-76.65099,4/24/2013,7/7/2018,RURAL,47640690,57495694,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,13099353-5,4/13/2018,1F,5490,TURBO
13099358,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,13099358,727348.487,1449821.778,,8.65568,-76.55404,4/24/2013,5/17/2019,RURAL,57449562,57495697,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13099358-5,4/16/2018,1F,5659,TURBO
13099386,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,13099386,734361.783,1464449.61,,8.78823,-76.49122,4/24/2013,7/7/2018,RURAL,57495709,47641365,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,13099386-5,4/13/2018,1F,5659,TURBO
13099388,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,13099388,734361.783,1464449.61,,8.78823,-76.49122,4/24/2013,7/7/2018,RURAL,47641365,57495710,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,13099388-5,4/13/2018,1F,5659,TURBO
13099567,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,13099567,717335.527,1439068.897,,8.55796,-76.64427,4/24/2013,3/9/2020,RURAL,47644139,57495773,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,13099567-5,4/16/2018,1F,5490,TURBO
13099569,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,S,15,13099569,727285.93,1437077.599,,8.54056,-76.55386,4/24/2013,5/17/2019,RURAL,57432958,57495776,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,S,13099569-5,4/16/2018,1F,5490,TURBO
13100153,REGIONAL,ANTIOQUIA,CAREPA,,,,,ZUNGO,405-12,405-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,13100153,705030.969,1360606.586,,7.84853,-76.75119,4/25/2013,6/24/2015,RURAL,57169540,57495969,CLOSED,PRIMARIA,ZUNGO,405-12,7.621,S,13100153-5,3/17/2018,1F,5147,APARTADO
13100246,REGIONAL,ANTIOQUIA,MUTATÁ,,,,,CAUCHERAS,404-11,404-11,CLOSED,NORMAL,PRIMARIA,7.621,R,25,13100246,725931.503,1297223.382,,7.27714,-76.55859,4/26/2013,2/7/2020,RURAL,57781651,58004265,CLOSED,PRIMARIA,CAUCHERAS,404-11,7.621,R,13100246-5,4/16/2018,1F,5480,APARTADO
13100254,REGIONAL,ANTIOQUIA,TURBO,,,,,S.PEDRO URABA,407-13,407-13,OPEN,NORMAL,PRIMARIA,13.2,SRT,65,13100254,738083.925,1415160.799,,8.34316,-76.45468,4/26/2013,2/4/2019,RURAL,57496599,57926793,CLOSED,PRIMARIA,S.PEDRO URABA,407-13,13.2,SRT,13100254-5,4/11/2018,3F,5837,TURBO
13100329,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,13100329,716398.22,1420306.073,,8.38843,-76.65165,4/26/2013,7/7/2018,RURAL,57340672,57496026,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,13100329-5,4/16/2018,1F,5490,TURBO
13100332,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,13.2,RT,25,13100332,730703.735,1442885.496,,8.59322,-76.52318,4/26/2013,7/7/2018,RURAL,57443692,57496032,CLOSED,PRIMARIA,LA ATOYOSA,414-11,13.2,RT,13100332-5,4/16/2018,2F,5051,TURBO
13100338,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,13.2,RST,6,13100338,709307.079,1447408.086,,8.63283,-76.71755,4/26/2013,7/7/2018,RURAL,57633388,47643957,CLOSED,PRIMARIA,NECOCLI,415-13,13.2,RST,13100338-5,4/13/2018,3F,5490,TURBO
