G3E_FID,COMUNA,REGION,GRUPO,LOCALIZACI,SUBESTACIO,CIRCUITO,TIPO_RED,TENSION,TENSION_SE,TENSION_CR,CAPACIDAD_,FASES,NRO_TRANSF,NODO_TRANS,MUNICIPIO,BARRIO,FABRICANTE,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_INST,FECHA_MODI,FECHA_ACTU,CLASIFICAC,NODO1_ID,NODO2_ID,NODO_TRAN1,TENSION_S1,TIPO_RED_C,SUBESTACI1,LOCALIZAC1,CIRCUITO_C,CIRCUITO_S,TENSION_CO,FASES_CONN,UBICACION_,NUMERO_FAS,MUNICIPIO_,SUBREGION
7005131,TURBO,URABA,,AEREO,TURBO,402-16,PRIMARIA,7.621,240/120,1,75,T,37118,400252,TURBO,EL CENTRO,SIEMENS,7005131,707718.916,1387832.48,,8.09459,-76.72832,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,51146399,57156135,400252,240/120,PRIMARIA,TURBO,AEREO,402-16,402-16,7.621,T,400252,1F,5837,TURBO
7005132,TURBO,URABA,,AEREO,TURBO,402-16,PRIMARIA,7.621,240/120,1,75,T,405013,400247,TURBO,EL CENTRO,ABB,7005132,707869.92,1387677.58,,8.09323,-76.72704,1/23/2008,1/23/2008,1/16/2020,3/8/2018,URBANO,53149519,57680551,400247,240/120,PRIMARIA,TURBO,AEREO,402-16,402-16,7.621,T,400247,1F,5837,TURBO
7005134,,URABA,,SUBTERRANEO,TURBO,402-16,PRIMARIA,13.2,120/240,2,75,RST,400231,400231,TURBO,,ANDINA DE TRANSFORMADORES,7005134,707874.86,1387591.687,,8.09243,-76.727,1/23/2008,1/23/2008,11/19/2019,3/8/2018,URBANO,57363886,0,400231,120/240,PRIMARIA,TURBO,SUBTERRANEO,402-16,402-16,13.2,RST,400231,3F,5837,TURBO
7005135,TURBO,URABA,,AEREO,TURBO,402-16,PRIMARIA,7.621,240/120,1,75,T,400230,400230,TURBO,SAN MARTIN,MAGNETRON,7005135,707925.202,1387581.085,,8.09212,-76.72646,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,47688862,57156985,400230,240/120,PRIMARIA,TURBO,AEREO,402-16,402-16,7.621,T,400230,1F,5837,TURBO
7005136,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,10,R,400612,400612,TURBO,,MAGNETRON,7005136,709975.924,1373700.287,,7.96708,-76.70715,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,57143864,0,400612,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,402-16,7.621,R,400612,1F,5837,TURBO
7005137,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,10,R,400611,400611,TURBO,,MAGNETRON,7005137,709395.735,1373430.992,,7.9647,-76.7124,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,57377154,57400455,400611,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,402-16,7.621,R,400611,1F,5837,TURBO
7005138,TURBO,URABA,,AEREO,TURBO,402-16,PRIMARIA,7.621,240/120,1,50,S,127220,400233,TURBO,LAS DELICIAS,ABB,7005138,708228.538,1387579.513,,8.09224,-76.72376,1/23/2008,10/20/2015,4/1/2020,3/8/2018,URBANO,53149500,57163469,400233,240/120,PRIMARIA,TURBO,AEREO,402-16,402-16,7.621,S,400233,1F,5837,TURBO
7005139,TURBO,URABA,,AEREO,TURBO,402-16,PRIMARIA,7.621,240/120,1,37.5,T,400242,400242,TURBO,EL CENTRO,RYMEL,7005139,707783.635,1387606.475,,8.09266,-76.72764,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,47634805,57596907,400242,240/120,PRIMARIA,TURBO,AEREO,402-16,402-16,7.621,T,400242,1F,5837,TURBO
7005140,TURBO,URABA,,AEREO,TURBO,402-16,PRIMARIA,7.621,120/240,1,50,S,400237,400237,TURBO,CASANOVA,SIN CARGAR,7005140,708715.859,1387752.556,,8.09384,-76.71942,1/23/2008,1/23/2008,10/3/2018,3/8/2018,URBANO,47634827,0,400237,120/240,PRIMARIA,TURBO,AEREO,402-16,402-16,7.621,S,400237,1F,5837,TURBO
7005141,TURBO,URABA,,AEREO,TURBO,402-16,PRIMARIA,7.621,240/120,1,50,S,400568,400568,TURBO,CASANOVA,MAGNETRON,7005141,708850.226,1387741.046,,8.09396,-76.71829,1/23/2008,1/23/2008,11/19/2019,3/8/2018,URBANO,53149506,57716468,400568,240/120,PRIMARIA,TURBO,AEREO,402-16,402-16,7.621,S,400568,1F,5837,TURBO
7005142,TURBO,URABA,,AEREO,TURBO,402-16,PRIMARIA,7.621,240/120,1,15,S,400082,400082,TURBO,CASANOVA,RYMEL,7005142,709134.14,1387570.443,,8.09226,-76.7156,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,53149514,0,400082,240/120,PRIMARIA,TURBO,AEREO,402-16,402-16,7.621,S,400082,1F,5837,TURBO
7005156,TURBO,URABA,,SUBTERRANEO,TURBO,402-16,PRIMARIA,13.2,214/124,2,400,RST,400083,400083,TURBO,LA LUCILA,RYMEL,7005156,709294.036,1387878.64,,8.09511,-76.71415,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,57941674,0,400083,214/124,PRIMARIA,TURBO,SUBTERRANEO,402-16,402-16,13.2,RST,400083,3F,5837,TURBO
7006774,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,50,R,475250,465250,CHIGORODÓ,CHIGORODO,SIN CARGAR,7006774,713115.47,1340691.07,,7.66903,-76.67677,1/23/2008,1/23/2008,4/1/2020,4/16/2018,URBANO,51148771,57411362,465250,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,209-12,7.621,R,465250,1F,5172,APARTADO
7008019,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,240/120,1,50,R,98212,400184,TURBO,OBRERO,RYMEL,7008019,707493.407,1386978.129,,8.08682,-76.73033,1/23/2008,8/29/2012,4/1/2020,4/13/2018,URBANO,53162616,57671135,400184,240/120,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,R,400184,1F,5837,TURBO
7008020,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,120/240,1,37.5,S,400191,400191,TURBO,OBRERO,SIN CARGAR,7008020,707858.044,1387140.16,,8.08794,-76.72701,1/23/2008,1/23/2008,4/1/2020,4/13/2018,URBANO,51146495,57683840,400191,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,S,400191,1F,5837,TURBO
7008021,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,13.2,120/240,1,45,RTS,400193,400193,TURBO,OBRERO,SIN CARGAR,7008021,707863.28,1387011.479,,8.08719,-76.72707,1/23/2008,1/23/2008,10/2/2018,4/13/2018,URBANO,53149409,0,400193,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,13.2,RTS,400193,3F,5837,TURBO
7008022,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,120/240,1,50,S,400194,400194,TURBO,OBRERO,,7008022,707948.888,1386935.593,,8.08651,-76.72629,1/23/2008,1/23/2008,7/19/2019,4/13/2018,URBANO,47634686,57683767,400194,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,S,400194,1F,5837,TURBO
7008023,,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,120/240,1,37.5,T,400553,400553,TURBO,,SIN CARGAR,7008023,708023.492,1386692.554,,8.08417,-76.72554,1/23/2008,1/23/2008,7/19/2019,4/13/2018,URBANO,57412076,57157419,400553,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,T,400553,1F,5837,TURBO
7008024,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,120/240,1,37.5,T,400549,400549,TURBO,SAN MARTIN,SIN CARGAR,7008024,708122.044,1387241.216,,8.08928,-76.72474,1/23/2008,1/23/2008,4/1/2020,4/13/2018,URBANO,47634701,57682704,400549,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,T,400549,1F,5837,TURBO
7008025,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,240/120,1,75,S,135116,400138,TURBO,SAN MARTIN,MAGNETRON,7008025,707989.796,1387192.31,,8.08883,-76.72593,1/23/2008,3/31/2017,4/1/2020,4/13/2018,URBANO,53149341,57683264,400138,240/120,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,S,400138,1F,5837,TURBO
7008028,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,120/240,1,50,T,400143,400143,TURBO,SAN MARTIN,SIN CARGAR,7008028,707967.02,1387013.059,,8.08723,-76.7262,1/23/2008,1/23/2008,10/2/2018,4/13/2018,URBANO,53149343,57683189,400143,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,T,400143,1F,5837,TURBO
7008029,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,120/240,1,50,R,400144,400144,TURBO,BRISAS DEL MAR,SIN CARGAR,7008029,708201.284,1386984.343,,8.08698,-76.7239,1/23/2008,1/23/2008,4/1/2020,4/13/2018,URBANO,47634705,57682626,400144,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,R,400144,1F,5837,TURBO
7008030,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,240/120,1,75,S,125666,400145,TURBO,SAN MARTIN,ABB,7008030,708131.052,1386917.076,,8.08635,-76.72463,1/23/2008,4/6/2015,4/1/2020,4/13/2018,URBANO,53149348,57683163,400145,240/120,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,S,400145,1F,5837,TURBO
7008031,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,120/240,1,37.5,R,400425,400550,TURBO,BRISAS DEL MAR,SIN CARGAR,7008031,708321.42,1386647.558,,8.08393,-76.72291,1/23/2008,1/23/2008,4/1/2020,4/13/2018,URBANO,53149394,57682163,400550,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,R,400550,1F,5837,TURBO
7008032,TURBO,URABA,,AEREO,TURBO,402-15,PRIMARIA,7.621,120/240,1,37.5,R,400552,400552,TURBO,BRISAS DEL MAR,,7008032,708396.242,1386732.14,,8.0847,-76.72222,1/23/2008,1/23/2008,4/1/2020,4/13/2018,URBANO,47634721,57682060,400552,120/240,PRIMARIA,TURBO,AEREO,402-15,402-15,7.621,R,400552,1F,5837,TURBO
7012688,,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,1,S,452483,452483,CAREPA,,RYMEL,7012688,729312.168,1349140.568,,7.74629,-76.53063,1/23/2008,1/23/2008,4/1/2020,3/24/2018,RURAL,57376199,0,452483,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-14,7.621,S,452483,1F,5147,APARTADO
7012689,,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,5,S,138234,452466,CAREPA,,MAGNETRON,7012689,730190.913,1348367.669,,7.73936,-76.52264,1/23/2008,7/15/2017,4/1/2020,3/24/2018,RURAL,53155905,0,452466,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,S,452466,1F,5147,APARTADO
7012690,,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,1,S,452479,452479,CAREPA,,RYMEL,7012690,730187.33,1349170.637,,7.74661,-76.52271,1/23/2008,1/23/2008,11/19/2019,3/24/2018,RURAL,57512199,0,452479,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,S,452479,1F,5147,APARTADO
7012692,,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,3,S,452496,452496,CAREPA,,RYMEL,7012692,729496.894,1350709.767,,7.76048,-76.52904,1/23/2008,1/23/2008,4/1/2020,3/24/2018,RURAL,53155887,0,452496,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,S,452496,1F,5147,APARTADO
7012693,,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,120/240,1,3,S,452497,452497,CAREPA,,SIN CARGAR,7012693,730382.774,1350760.645,,7.76108,-76.52119,1/23/2008,1/23/2008,10/4/2018,3/24/2018,RURAL,47646442,57527771,452497,120/240,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,S,452497,1F,5147,APARTADO
7012694,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,50,T,452066,452066,CAREPA,JORGE ELIECER GAITAN,MAGNETRON,7012694,715832.663,1350418.206,,7.75723,-76.65264,1/23/2008,1/23/2008,4/1/2020,3/24/2018,URBANO,53146590,57155420,452066,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452066,1F,5147,APARTADO
7012695,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,S,452064,452064,CAREPA,JORGE ELIECER GAITAN,SIEMENS,7012695,715995.554,1350341.618,,7.75639,-76.65128,1/23/2008,1/23/2008,6/12/2020,3/24/2018,URBANO,53146593,57155456,452064,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,S,452064,1F,5147,APARTADO
7012697,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,50,S,452060,452060,CAREPA,EL JARDIN,SIEMENS,7012697,716080.564,1350516.621,,7.75799,-76.65066,1/23/2008,1/23/2008,6/12/2020,3/24/2018,URBANO,57387682,57155465,452060,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,S,452060,1F,5147,APARTADO
7012698,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,R,452071,452071,CAREPA,JORGE ELIECER GAITAN,SIEMENS,7012698,715862.563,1350499.792,,7.75806,-76.65244,1/23/2008,1/23/2008,11/19/2019,3/24/2018,URBANO,57269216,57155431,452071,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,R,452071,1F,5147,APARTADO
7012699,APARTADÓ,URABA,,AEREO,APARTADO,401-18,PRIMARIA,7.621,120/240,1,37.5,T,452061,426567,APARTADÓ,PUEBLO NUEVO,SIN CARGAR,7012699,718667.586,1363890.165,,7.87906,-76.62797,1/23/2008,1/23/2008,7/19/2019,4/3/2018,URBANO,57212089,57450113,426567,120/240,PRIMARIA,APARTADO,AEREO,401-18,412-12,7.621,T,426567,1F,5045,APARTADO
7012700,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,T,452073,452073,CAREPA,JORGE ELIECER GAITAN,SIEMENS,7012700,715951.254,1350567.447,,7.75845,-76.65174,1/23/2008,1/23/2008,11/19/2019,3/24/2018,URBANO,47646365,57159186,452073,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452073,1F,5147,APARTADO
7012701,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,R,452078,452078,CAREPA,JORGE ELIECER GAITAN,SIEMENS,7012701,715861.774,1350622.699,,7.75896,-76.65253,1/23/2008,1/23/2008,4/1/2020,3/24/2018,URBANO,47646357,57155405,452078,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,R,452078,1F,5147,APARTADO
7012702,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,R,452079,452079,CAREPA,JORGE ELIECER GAITAN,SIEMENS,7012702,715781.355,1350616.734,,7.7589,-76.6532,1/23/2008,1/23/2008,4/1/2020,3/24/2018,URBANO,47646351,57155738,452079,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,R,452079,1F,5147,APARTADO
7012703,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,75,R,452080,452080,CAREPA,12 DE OCTUBRE,RYMEL,7012703,715706.111,1350624.842,,7.75897,-76.65406,1/23/2008,1/23/2008,11/19/2019,3/24/2018,URBANO,53146613,57155761,452080,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,R,452080,1F,5147,APARTADO
7012704,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,T,119393,452088,CAREPA,EL PLAYON,SIEMENS,7012704,715964.997,1350791.107,,7.76066,-76.65171,1/23/2008,9/18/2014,4/1/2020,3/24/2018,URBANO,57660823,57155384,452088,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452088,1F,5147,APARTADO
7012706,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,T,452086,452086,CAREPA,EL PLAYON,SIEMENS,7012706,715887.034,1350746.753,,7.76024,-76.65221,1/23/2008,1/23/2008,4/1/2020,3/24/2018,URBANO,47646358,57155390,452086,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452086,1F,5147,APARTADO
7012708,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,120/240,1,75,T,452055,452055,CAREPA,URBANIZACION  EL SOL,SIN CARGAR,7012708,716243.193,1350326.015,,7.75628,-76.64909,1/23/2008,1/23/2008,6/17/2020,3/24/2018,URBANO,47646384,57155554,452055,120/240,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452055,1F,5147,APARTADO
7012709,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,T,77638,452045,CAREPA,URBANIZACION  EL SOL,RYMEL,7012709,716268.21,1350399.61,,7.75708,-76.64881,1/23/2008,1/21/2010,6/17/2020,3/24/2018,URBANO,53146564,57155557,452045,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452045,1F,5147,APARTADO
7012710,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,37.5,T,452422,452422,CAREPA,LAS BRISAS,MAGNETRON,7012710,716394.341,1350325.301,,7.75631,-76.64769,1/23/2008,1/23/2008,6/17/2020,3/24/2018,URBANO,47646390,57155560,452422,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452422,1F,5147,APARTADO
7012711,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,50,T,452054,452054,CAREPA,LAS BRISAS,SIEMENS,7012711,716408.835,1350372.056,,7.75666,-76.64756,1/23/2008,1/23/2008,6/17/2020,3/24/2018,URBANO,53146559,57155562,452054,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452054,1F,5147,APARTADO
7012712,TURBO,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,120/240,1,50,R,452417,452417,CAREPA,GAITAN,SIN CARGAR,7012712,716753.456,1350206.041,,7.75506,-76.64441,1/23/2008,1/23/2008,4/1/2020,3/24/2018,URBANO,47646396,57668485,452417,120/240,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,R,452417,1F,5147,APARTADO
7012713,TURBO,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,120/240,1,50,R,452418,452418,CAREPA,GAITAN,SIN CARGAR,7012713,716767.828,1350223.051,,7.7555,-76.64424,1/23/2008,1/23/2008,4/1/2020,3/24/2018,URBANO,47646397,57155575,452418,120/240,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,R,452418,1F,5147,APARTADO
7014026,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,7.621,120/240,1,25,R,672021,426781,APARTADÓ,URBANIZACION LA SERRANIA,SIN CARGAR,7014026,717859.836,1365643.644,,7.89476,-76.63526,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,57383927,57482874,426781,120/240,PRIMARIA,APARTADO,AEREO,401-13,508-12,7.621,R,426781,1F,5045,APARTADO
7016256,CAREPA,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,120/240,1,37.5,T,246023,452052,CAREPA,LA CADENA,SIEMENS,7016256,716924.607,1350302.431,,7.75684,-76.64286,1/23/2008,9/22/2013,4/1/2020,3/24/2018,URBANO,53146548,57155587,452052,120/240,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,T,452052,1F,5147,APARTADO
7016257,TURBO,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,120/240,1,25,S,452438,452438,CAREPA,GAITAN,,7016257,717115.194,1350054.012,,7.75389,-76.64115,1/23/2008,1/23/2008,4/1/2020,3/24/2018,RURAL,57949564,57155597,452438,120/240,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,S,452438,1F,5147,APARTADO
7016258,TURBO,URABA,,AEREO,CAREPA,412-14,PRIMARIA,7.621,240/120,1,10,S,100808,452429,CAREPA,UNIBAN,RYMEL,7016258,718034.097,1349886.952,,7.75242,-76.63288,1/23/2008,12/19/2012,4/1/2020,3/24/2018,RURAL,57953946,57155620,452429,240/120,PRIMARIA,CAREPA,AEREO,412-14,412-12,7.621,S,452429,1F,5147,APARTADO
7016259,CAREPA,URABA,,AEREO,CAREPA,412-12,PRIMARIA,7.621,240/120,1,37.5,T,111083,452010,CAREPA,IPANKAY,SIEMENS,7016259,715447.552,1350619.998,,7.75888,-76.65629,1/23/2008,1/24/2014,4/1/2020,3/21/2018,URBANO,53146422,57395706,452010,240/120,PRIMARIA,CAREPA,AEREO,412-12,412-12,7.621,T,452010,1F,5147,APARTADO
7016715,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,25,T,426737,426737,APARTADÓ,OBRERO,SIN CARGAR,7016715,719020.14,1364386.876,,7.88344,-76.62461,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,47632952,57155733,426737,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,T,426737,1F,5045,APARTADO
7016767,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,37.5,R,426265,426265,APARTADÓ,OBRERO,SIN CARGAR,7016767,718773.81,1364927.857,,7.88836,-76.62694,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,53150533,57156200,426265,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,R,426265,1F,5045,APARTADO
7016768,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,75,T,426262,426262,APARTADÓ,OBRERO,SIN CARGAR,7016768,718919.723,1364883.493,,7.88802,-76.626,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,47632935,57156198,426262,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,T,426262,1F,5045,APARTADO
7016769,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,25,T,426261,426261,APARTADÓ,OBRERO,TTR,7016769,718866.774,1364836.635,,7.88759,-76.62606,1/23/2008,1/23/2008,10/2/2018,3/8/2018,URBANO,47632933,57156192,426261,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,T,426261,1F,5045,APARTADO
7016770,APARTADÓ,URABA,,AEREO,APARTADO,401-15,PRIMARIA,13.2,120/240,1,45,STR,426696,426696,APARTADÓ,LA CHINITA,RYMEL,7016770,718208.219,1364460.317,,7.88409,-76.63204,1/23/2008,9/2/2011,10/3/2018,2/27/2018,URBANO,57267742,0,426696,120/240,PRIMARIA,APARTADO,AEREO,401-15,401-12,13.2,STR,426696,3F,5045,APARTADO
7016771,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,37.5,R,426263,426263,APARTADÓ,OBRERO,SIN CARGAR,7016771,718797.24,1364855.449,,7.88768,-76.62675,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,47632923,57156189,426263,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,R,426263,1F,5045,APARTADO
7016772,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,25,S,426207,497018,APARTADÓ,OBRERO,SIN CARGAR,7016772,718838.62,1364674.954,,7.88604,-76.62636,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,47632926,57501350,497018,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,S,497018,1F,5045,APARTADO
7016773,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,50,T,426225,426225,APARTADÓ,OBRERO,TPL,7016773,718985.212,1364404.381,,7.88361,-76.62495,1/23/2008,1/23/2008,10/3/2018,3/8/2018,URBANO,47632948,57406650,426225,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,T,426225,1F,5045,APARTADO
7016774,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,50,S,426252,426252,APARTADÓ,OBRERO,SIN CARGAR,7016774,718675.321,1364691.214,,7.88613,-76.62767,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,47632914,57407690,426252,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,S,426252,1F,5045,APARTADO
7016775,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,15,S,426253,426253,APARTADÓ,OBRERO,SIN CARGAR,7016775,718619.695,1364674.701,,7.88612,-76.6282,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,53156354,57156171,426253,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,S,426253,1F,5045,APARTADO
7016776,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,50,T,426633,426247,APARTADÓ,OBRERO,SIN CARGAR,7016776,718808.634,1364583.886,,7.88524,-76.62656,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,47632924,57409575,426247,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,T,426247,1F,5045,APARTADO
7016777,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,25,T,426248,426248,APARTADÓ,OBRERO,FBM,7016777,718785.271,1364540.015,,7.88491,-76.62679,1/23/2008,1/23/2008,10/4/2018,3/8/2018,URBANO,53156366,57409456,426248,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,T,426248,1F,5045,APARTADO
7016778,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,50,T,426249,426249,APARTADÓ,OBRERO,SIN CARGAR,7016778,718725.535,1364577.308,,7.88521,-76.62733,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,53156362,57156142,426249,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,T,426249,1F,5045,APARTADO
7016779,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,50,S,426229,426229,APARTADÓ,OBRERO,SIN CARGAR,7016779,719025.028,1364582.822,,7.88512,-76.62471,1/23/2008,1/23/2008,4/1/2020,3/8/2018,URBANO,53150518,57423489,426229,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,S,426229,1F,5045,APARTADO
7016780,APARTADÓ,URABA,,AEREO,APARTADO,401-12,PRIMARIA,7.621,120/240,1,37.5,T,426204,426204,APARTADÓ,OBRERO,RYMEL,7016780,719287.116,1364465.181,,7.88411,-76.62235,1/23/2008,1/23/2008,3/6/2020,3/8/2018,URBANO,57946826,57406680,426204,120/240,PRIMARIA,APARTADO,AEREO,401-12,401-12,7.621,T,426204,1F,5045,APARTADO
