,Circuit,Nombre_municipio,day,Month,District,ServiceType,NumberOT
6667,407-11,SAN PEDRO DE URABÁ,6,12,Turbo TyD,Daños Energía,2
6668,407-11,SAN PEDRO DE URABÁ,7,1,Turbo TyD,Daños Energía,1
6669,407-11,SAN PEDRO DE URABÁ,7,1,Turbo TyD,Mantenimiento Energía,1
6670,407-11,SAN PEDRO DE URABÁ,7,3,Turbo TyD,Daños Energía,1
6671,407-11,SAN PEDRO DE URABÁ,7,5,Turbo TyD,Daños Energía,3
6672,407-11,SAN PEDRO DE URABÁ,7,6,Turbo TyD,Daños Energía,3
6673,407-11,SAN PEDRO DE URABÁ,7,8,Turbo TyD,Daños Energía,2
6674,407-11,SAN PEDRO DE URABÁ,7,9,Turbo TyD,Daños Energía,1
6675,407-11,SAN PEDRO DE URABÁ,7,10,Turbo TyD,Daños Energía,2
6676,407-11,SAN PEDRO DE URABÁ,7,11,Turbo TyD,Daños Energía,1
6677,407-11,SAN PEDRO DE URABÁ,8,1,Turbo TyD,Daños Energía,2
6678,407-11,SAN PEDRO DE URABÁ,8,2,Turbo TyD,Daños Energía,2
6679,407-11,SAN PEDRO DE URABÁ,8,3,Turbo TyD,Mantenimiento Energía,1
6680,407-11,SAN PEDRO DE URABÁ,8,4,Turbo TyD,Daños Energía,1
6681,407-11,SAN PEDRO DE URABÁ,8,4,Turbo TyD,Mantenimiento Energía,1
6682,407-11,SAN PEDRO DE URABÁ,8,5,Turbo TyD,Daños Energía,2
6683,407-11,SAN PEDRO DE URABÁ,8,6,Turbo TyD,Daños Energía,2
6684,407-11,SAN PEDRO DE URABÁ,8,6,Turbo TyD,Mantenimiento Energía,1
6685,407-11,SAN PEDRO DE URABÁ,8,7,Turbo TyD,Daños Energía,5
6686,407-11,SAN PEDRO DE URABÁ,8,8,Turbo TyD,Daños Energía,1
6687,407-11,SAN PEDRO DE URABÁ,8,8,Turbo TyD,Mantenimiento Energía,1
6688,407-11,SAN PEDRO DE URABÁ,8,9,Turbo TyD,Daños Energía,2
6689,407-11,SAN PEDRO DE URABÁ,8,10,Turbo TyD,Mantenimiento Energía,1
6690,407-11,SAN PEDRO DE URABÁ,9,4,Turbo TyD,Daños Energía,2
6691,407-11,SAN PEDRO DE URABÁ,9,4,Turbo TyD,Mantenimiento Energía,2
6692,407-11,SAN PEDRO DE URABÁ,9,7,Turbo TyD,Daños Energía,6
6693,407-11,SAN PEDRO DE URABÁ,9,8,Turbo TyD,Daños Energía,1
6694,407-11,SAN PEDRO DE URABÁ,9,9,Turbo TyD,Daños Energía,1
6695,407-11,SAN PEDRO DE URABÁ,9,10,Turbo TyD,Daños Energía,1
6696,407-11,SAN PEDRO DE URABÁ,9,11,Turbo TyD,Daños Energía,1
6697,407-11,SAN PEDRO DE URABÁ,9,11,Turbo TyD,Mantenimiento Energía,1
6698,407-11,SAN PEDRO DE URABÁ,9,12,Turbo TyD,Mantenimiento Energía,1
6699,407-11,SAN PEDRO DE URABÁ,10,1,Turbo TyD,Daños Energía,1
6700,407-11,SAN PEDRO DE URABÁ,10,5,Turbo TyD,Daños Energía,1
6701,407-11,SAN PEDRO DE URABÁ,10,7,Turbo TyD,Daños Energía,2
6702,407-11,SAN PEDRO DE URABÁ,10,8,Turbo TyD,Daños Energía,2
6703,407-11,SAN PEDRO DE URABÁ,10,9,Turbo TyD,Mantenimiento Energía,1
6704,407-11,SAN PEDRO DE URABÁ,10,11,Turbo TyD,Daños Energía,1
6705,407-11,SAN PEDRO DE URABÁ,11,1,Turbo TyD,Mantenimiento Energía,2
6706,407-11,SAN PEDRO DE URABÁ,11,3,Turbo TyD,Daños Energía,5
6707,407-11,SAN PEDRO DE URABÁ,11,5,Turbo TyD,Daños Energía,1
6708,407-11,SAN PEDRO DE URABÁ,11,6,Turbo TyD,Daños Energía,2
6709,407-11,SAN PEDRO DE URABÁ,11,8,Turbo TyD,Daños Energía,1
6710,407-11,SAN PEDRO DE URABÁ,11,8,Turbo TyD,Mantenimiento Energía,2
6711,407-11,SAN PEDRO DE URABÁ,11,9,Turbo TyD,Daños Energía,5
6712,407-11,SAN PEDRO DE URABÁ,11,9,Turbo TyD,Mantenimiento Energía,3
6713,407-11,SAN PEDRO DE URABÁ,11,10,Turbo TyD,Daños Energía,3
6714,407-11,SAN PEDRO DE URABÁ,11,10,Turbo TyD,Mantenimiento Energía,1
6715,407-11,SAN PEDRO DE URABÁ,11,11,Turbo TyD,Daños Energía,2
6716,407-11,SAN PEDRO DE URABÁ,11,11,Turbo TyD,Mantenimiento Energía,1
6717,407-11,SAN PEDRO DE URABÁ,11,12,Turbo TyD,Daños Energía,1
6718,407-11,SAN PEDRO DE URABÁ,12,1,Turbo TyD,Daños Energía,1
6719,407-11,SAN PEDRO DE URABÁ,12,2,Turbo TyD,Daños Energía,1
6720,407-11,SAN PEDRO DE URABÁ,12,2,Turbo TyD,Mantenimiento Energía,1
6721,407-11,SAN PEDRO DE URABÁ,12,3,Turbo TyD,Daños Energía,1
6722,407-11,SAN PEDRO DE URABÁ,12,4,Turbo TyD,Daños Energía,2
6723,407-11,SAN PEDRO DE URABÁ,12,5,Turbo TyD,Daños Energía,1
6724,407-11,SAN PEDRO DE URABÁ,12,7,Turbo TyD,Daños Energía,3
6725,407-11,SAN PEDRO DE URABÁ,12,7,Turbo TyD,Mantenimiento Energía,1
6726,407-11,SAN PEDRO DE URABÁ,12,9,Turbo TyD,Daños Energía,2
6727,407-11,SAN PEDRO DE URABÁ,12,9,Turbo TyD,Mantenimiento Energía,1
6728,407-11,SAN PEDRO DE URABÁ,12,11,Turbo TyD,Daños Energía,1
6729,407-11,SAN PEDRO DE URABÁ,12,11,Turbo TyD,Mantenimiento Energía,1
6730,407-11,SAN PEDRO DE URABÁ,12,12,Turbo TyD,Daños Energía,4
6731,407-11,SAN PEDRO DE URABÁ,13,3,Turbo TyD,Daños Energía,2
6732,407-11,SAN PEDRO DE URABÁ,13,4,Turbo TyD,Daños Energía,1
6733,407-11,SAN PEDRO DE URABÁ,13,5,Turbo TyD,Daños Energía,2
6734,407-11,SAN PEDRO DE URABÁ,13,5,Turbo TyD,Mantenimiento Energía,1
6735,407-11,SAN PEDRO DE URABÁ,13,8,Turbo TyD,Daños Energía,1
6736,407-11,SAN PEDRO DE URABÁ,13,8,Turbo TyD,Mantenimiento Energía,1
6737,407-11,SAN PEDRO DE URABÁ,13,9,Turbo TyD,Daños Energía,1
6738,407-11,SAN PEDRO DE URABÁ,13,10,Turbo TyD,Daños Energía,1
6739,407-11,SAN PEDRO DE URABÁ,13,11,Turbo TyD,Daños Energía,1
6740,407-11,SAN PEDRO DE URABÁ,13,11,Turbo TyD,Mantenimiento Energía,1
6741,407-11,SAN PEDRO DE URABÁ,14,1,Turbo TyD,Daños Energía,1
6742,407-11,SAN PEDRO DE URABÁ,14,2,Turbo TyD,Daños Energía,2
6743,407-11,SAN PEDRO DE URABÁ,14,3,Turbo TyD,Daños Energía,1
6744,407-11,SAN PEDRO DE URABÁ,14,5,Turbo TyD,Daños Energía,2
6745,407-11,SAN PEDRO DE URABÁ,14,6,Turbo TyD,Daños Energía,1
6746,407-11,SAN PEDRO DE URABÁ,14,7,Turbo TyD,Daños Energía,2
6747,407-11,SAN PEDRO DE URABÁ,14,9,Turbo TyD,Daños Energía,1
6748,407-11,SAN PEDRO DE URABÁ,14,10,Turbo TyD,Daños Energía,2
6749,407-11,SAN PEDRO DE URABÁ,14,11,Turbo TyD,Daños Energía,4
6750,407-11,SAN PEDRO DE URABÁ,15,1,Turbo TyD,Daños Energía,1
6751,407-11,SAN PEDRO DE URABÁ,15,2,Turbo TyD,Daños Energía,1
6752,407-11,SAN PEDRO DE URABÁ,15,3,Turbo TyD,Daños Energía,3
6753,407-11,SAN PEDRO DE URABÁ,15,4,Turbo TyD,Daños Energía,2
6754,407-11,SAN PEDRO DE URABÁ,15,7,Turbo TyD,Daños Energía,1
6755,407-11,SAN PEDRO DE URABÁ,15,8,Turbo TyD,Daños Energía,3
6756,407-11,SAN PEDRO DE URABÁ,15,9,Turbo TyD,Mantenimiento Energía,1
6757,407-11,SAN PEDRO DE URABÁ,15,10,Turbo TyD,Daños Energía,2
6758,407-11,SAN PEDRO DE URABÁ,16,4,Turbo TyD,Mantenimiento Energía,1
6759,407-11,SAN PEDRO DE URABÁ,16,7,Turbo TyD,Daños Energía,5
6760,407-11,SAN PEDRO DE URABÁ,16,9,Turbo TyD,Mantenimiento Energía,1
6761,407-11,SAN PEDRO DE URABÁ,16,10,Turbo TyD,Mantenimiento Energía,1
6762,407-11,SAN PEDRO DE URABÁ,16,11,Turbo TyD,Mantenimiento Energía,1
6763,407-11,SAN PEDRO DE URABÁ,17,2,Turbo TyD,Daños Energía,1
6764,407-11,SAN PEDRO DE URABÁ,17,2,Turbo TyD,Mantenimiento Energía,2
6765,407-11,SAN PEDRO DE URABÁ,17,4,Turbo TyD,Daños Energía,1
6766,407-11,SAN PEDRO DE URABÁ,17,5,Turbo TyD,Daños Energía,1
6767,407-11,SAN PEDRO DE URABÁ,17,7,Turbo TyD,Mantenimiento Energía,1
6768,407-11,SAN PEDRO DE URABÁ,17,9,Turbo TyD,Daños Energía,2
6769,407-11,SAN PEDRO DE URABÁ,17,12,Turbo TyD,Daños Energía,1
6770,407-11,SAN PEDRO DE URABÁ,18,5,Turbo TyD,Daños Energía,3
6771,407-11,SAN PEDRO DE URABÁ,18,6,Turbo TyD,Daños Energía,1
6772,407-11,SAN PEDRO DE URABÁ,18,7,Turbo TyD,Daños Energía,1
6773,407-11,SAN PEDRO DE URABÁ,18,7,Turbo TyD,Mantenimiento Energía,2
6774,407-11,SAN PEDRO DE URABÁ,18,8,Turbo TyD,Daños Energía,2
6775,407-11,SAN PEDRO DE URABÁ,18,9,Turbo TyD,Mantenimiento Energía,1
6776,407-11,SAN PEDRO DE URABÁ,18,11,Turbo TyD,Daños Energía,1
6777,407-11,SAN PEDRO DE URABÁ,18,12,Turbo TyD,Daños Energía,1
6778,407-11,SAN PEDRO DE URABÁ,19,1,Turbo TyD,Daños Energía,1
6779,407-11,SAN PEDRO DE URABÁ,19,6,Turbo TyD,Daños Energía,3
6780,407-11,SAN PEDRO DE URABÁ,19,9,Turbo TyD,Daños Energía,1
6781,407-11,SAN PEDRO DE URABÁ,20,2,Turbo TyD,Daños Energía,4
6782,407-11,SAN PEDRO DE URABÁ,20,2,Turbo TyD,Mantenimiento Energía,1
6783,407-11,SAN PEDRO DE URABÁ,20,3,Turbo TyD,Daños Energía,2
6784,407-11,SAN PEDRO DE URABÁ,20,4,Turbo TyD,Daños Energía,2
6785,407-11,SAN PEDRO DE URABÁ,20,5,Turbo TyD,Mantenimiento Energía,6
6786,407-11,SAN PEDRO DE URABÁ,20,6,Turbo TyD,Daños Energía,1
6787,407-11,SAN PEDRO DE URABÁ,20,8,Turbo TyD,Daños Energía,3
6788,407-11,SAN PEDRO DE URABÁ,20,9,Turbo TyD,Daños Energía,1
6789,407-11,SAN PEDRO DE URABÁ,20,12,Turbo TyD,Daños Energía,1
6790,407-11,SAN PEDRO DE URABÁ,20,12,Turbo TyD,Mantenimiento Energía,1
6791,407-11,SAN PEDRO DE URABÁ,21,1,Turbo TyD,Daños Energía,1
6792,407-11,SAN PEDRO DE URABÁ,21,1,Turbo TyD,Mantenimiento Energía,2
6793,407-11,SAN PEDRO DE URABÁ,21,2,Turbo TyD,Daños Energía,1
6794,407-11,SAN PEDRO DE URABÁ,21,3,Turbo TyD,Daños Energía,1
6795,407-11,SAN PEDRO DE URABÁ,21,5,Turbo TyD,Daños Energía,2
6796,407-11,SAN PEDRO DE URABÁ,21,6,Turbo TyD,Daños Energía,1
6797,407-11,SAN PEDRO DE URABÁ,21,8,Turbo TyD,Daños Energía,2
6798,407-11,SAN PEDRO DE URABÁ,21,9,Turbo TyD,Daños Energía,2
6799,407-11,SAN PEDRO DE URABÁ,21,11,Turbo TyD,Daños Energía,1
6800,407-11,SAN PEDRO DE URABÁ,21,12,Turbo TyD,Daños Energía,1
6801,407-11,SAN PEDRO DE URABÁ,22,1,Turbo TyD,Daños Energía,2
6802,407-11,SAN PEDRO DE URABÁ,22,2,Turbo TyD,Daños Energía,3
6803,407-11,SAN PEDRO DE URABÁ,22,3,Turbo TyD,Daños Energía,2
6804,407-11,SAN PEDRO DE URABÁ,22,4,Turbo TyD,Daños Energía,1
6805,407-11,SAN PEDRO DE URABÁ,22,5,Turbo TyD,Daños Energía,1
6806,407-11,SAN PEDRO DE URABÁ,22,6,Turbo TyD,Daños Energía,1
6807,407-11,SAN PEDRO DE URABÁ,22,7,Turbo TyD,Daños Energía,2
6808,407-11,SAN PEDRO DE URABÁ,22,8,Turbo TyD,Daños Energía,4
6809,407-11,SAN PEDRO DE URABÁ,22,10,Turbo TyD,Mantenimiento Energía,1
6810,407-11,SAN PEDRO DE URABÁ,22,12,Turbo TyD,Daños Energía,2
6811,407-11,SAN PEDRO DE URABÁ,23,1,Turbo TyD,Daños Energía,1
6812,407-11,SAN PEDRO DE URABÁ,23,3,Turbo TyD,Daños Energía,3
6813,407-11,SAN PEDRO DE URABÁ,23,3,Turbo TyD,Mantenimiento Energía,1
6814,407-11,SAN PEDRO DE URABÁ,23,5,Turbo TyD,Daños Energía,2
6815,407-11,SAN PEDRO DE URABÁ,23,8,Turbo TyD,Daños Energía,1
6816,407-11,SAN PEDRO DE URABÁ,23,11,Turbo TyD,Daños Energía,1
6817,407-11,SAN PEDRO DE URABÁ,23,12,Turbo TyD,Daños Energía,2
6818,407-11,SAN PEDRO DE URABÁ,24,4,Turbo TyD,Daños Energía,2
6819,407-11,SAN PEDRO DE URABÁ,24,5,Turbo TyD,Daños Energía,1
6820,407-11,SAN PEDRO DE URABÁ,24,7,Turbo TyD,Daños Energía,1
6821,407-11,SAN PEDRO DE URABÁ,24,9,Turbo TyD,Mantenimiento Energía,1
6822,407-11,SAN PEDRO DE URABÁ,24,10,Turbo TyD,Daños Energía,1
6823,407-11,SAN PEDRO DE URABÁ,24,11,Turbo TyD,Daños Energía,2
6824,407-11,SAN PEDRO DE URABÁ,25,1,Turbo TyD,Mantenimiento Energía,1
6825,407-11,SAN PEDRO DE URABÁ,25,2,Turbo TyD,Daños Energía,1
6826,407-11,SAN PEDRO DE URABÁ,25,4,Turbo TyD,Daños Energía,1
6827,407-11,SAN PEDRO DE URABÁ,25,6,Turbo TyD,Daños Energía,1
6828,407-11,SAN PEDRO DE URABÁ,25,8,Turbo TyD,Daños Energía,1
6829,407-11,SAN PEDRO DE URABÁ,25,9,Turbo TyD,Daños Energía,1
6830,407-11,SAN PEDRO DE URABÁ,25,10,Turbo TyD,Daños Energía,1
6831,407-11,SAN PEDRO DE URABÁ,25,11,Turbo TyD,Daños Energía,4
6832,407-11,SAN PEDRO DE URABÁ,26,1,Turbo TyD,Daños Energía,1
6833,407-11,SAN PEDRO DE URABÁ,26,3,Turbo TyD,Mantenimiento Energía,1
6834,407-11,SAN PEDRO DE URABÁ,26,4,Turbo TyD,Daños Energía,1
6835,407-11,SAN PEDRO DE URABÁ,26,5,Turbo TyD,Daños Energía,1
6836,407-11,SAN PEDRO DE URABÁ,26,6,Turbo TyD,Daños Energía,4
6837,407-11,SAN PEDRO DE URABÁ,26,6,Turbo TyD,Mantenimiento Energía,1
6838,407-11,SAN PEDRO DE URABÁ,26,10,Turbo TyD,Daños Energía,1
6839,407-11,SAN PEDRO DE URABÁ,26,11,Turbo TyD,Daños Energía,3
6840,407-11,SAN PEDRO DE URABÁ,26,12,Turbo TyD,Daños Energía,2
6841,407-11,SAN PEDRO DE URABÁ,26,12,Turbo TyD,Mantenimiento Energía,1
6842,407-11,SAN PEDRO DE URABÁ,27,1,Turbo TyD,Daños Energía,1
6843,407-11,SAN PEDRO DE URABÁ,27,4,Turbo TyD,Daños Energía,4
6844,407-11,SAN PEDRO DE URABÁ,27,5,Turbo TyD,Daños Energía,3
6845,407-11,SAN PEDRO DE URABÁ,27,7,Turbo TyD,Daños Energía,1
6846,407-11,SAN PEDRO DE URABÁ,27,8,Turbo TyD,Daños Energía,2
6847,407-11,SAN PEDRO DE URABÁ,27,10,Turbo TyD,Mantenimiento Energía,1
6848,407-11,SAN PEDRO DE URABÁ,27,12,Turbo TyD,Daños Energía,2
6849,407-11,SAN PEDRO DE URABÁ,28,1,Turbo TyD,Daños Energía,3
6850,407-11,SAN PEDRO DE URABÁ,28,1,Turbo TyD,Mantenimiento Energía,3
6851,407-11,SAN PEDRO DE URABÁ,28,3,Turbo TyD,Daños Energía,1
6852,407-11,SAN PEDRO DE URABÁ,28,5,Turbo TyD,Daños Energía,1
6853,407-11,SAN PEDRO DE URABÁ,28,5,Turbo TyD,Mantenimiento Energía,1
6854,407-11,SAN PEDRO DE URABÁ,28,6,Turbo TyD,Daños Energía,3
6855,407-11,SAN PEDRO DE URABÁ,28,7,Turbo TyD,Daños Energía,2
6856,407-11,SAN PEDRO DE URABÁ,28,8,Turbo TyD,Daños Energía,3
6857,407-11,SAN PEDRO DE URABÁ,28,9,Turbo TyD,Daños Energía,1
6858,407-11,SAN PEDRO DE URABÁ,28,11,Turbo TyD,Daños Energía,2
6859,407-11,SAN PEDRO DE URABÁ,28,11,Turbo TyD,Mantenimiento Energía,2
6860,407-11,SAN PEDRO DE URABÁ,29,3,Turbo TyD,Daños Energía,2
6861,407-11,SAN PEDRO DE URABÁ,29,4,Turbo TyD,Daños Energía,2
6862,407-11,SAN PEDRO DE URABÁ,29,5,Turbo TyD,Daños Energía,1
6863,407-11,SAN PEDRO DE URABÁ,29,6,Turbo TyD,Daños Energía,2
6864,407-11,SAN PEDRO DE URABÁ,29,7,Turbo TyD,Daños Energía,2
6865,407-11,SAN PEDRO DE URABÁ,29,7,Turbo TyD,Mantenimiento Energía,1
6866,407-11,SAN PEDRO DE URABÁ,29,8,Turbo TyD,Daños Energía,1
6867,407-11,SAN PEDRO DE URABÁ,29,11,Turbo TyD,Daños Energía,1
6868,407-11,SAN PEDRO DE URABÁ,29,12,Turbo TyD,Daños Energía,2
6869,407-11,SAN PEDRO DE URABÁ,30,3,Turbo TyD,Daños Energía,1
6870,407-11,SAN PEDRO DE URABÁ,30,4,Turbo TyD,Mantenimiento Energía,1
6871,407-11,SAN PEDRO DE URABÁ,30,7,Turbo TyD,Daños Energía,1
6872,407-11,SAN PEDRO DE URABÁ,30,8,Turbo TyD,Daños Energía,1
6873,407-11,SAN PEDRO DE URABÁ,30,10,Turbo TyD,Daños Energía,1
6874,407-11,SAN PEDRO DE URABÁ,30,12,Turbo TyD,Daños Energía,3
6875,407-11,SAN PEDRO DE URABÁ,31,1,Turbo TyD,Daños Energía,1
6876,407-11,SAN PEDRO DE URABÁ,31,5,Turbo TyD,Daños Energía,1
6877,407-11,SAN PEDRO DE URABÁ,31,7,Turbo TyD,Mantenimiento Energía,1
6878,407-11,SAN PEDRO DE URABÁ,31,10,Turbo TyD,Daños Energía,2
6879,407-11,TURBO,6,12,Turbo TyD,Daños Energía,1
6880,407-11,TURBO,7,11,Turbo TyD,Mantenimiento Energía,1
6881,407-11,TURBO,13,1,Turbo TyD,Daños Energía,1
6882,407-11,TURBO,13,6,Turbo TyD,Daños Energía,1
6883,407-11,TURBO,15,1,Turbo TyD,Daños Energía,1
6884,407-11,TURBO,16,8,Turbo TyD,Mantenimiento Energía,1
6885,407-11,TURBO,16,10,Turbo TyD,Mantenimiento Energía,1
6886,407-11,TURBO,23,4,Turbo TyD,Daños Energía,1
6887,407-11,TURBO,23,6,Turbo TyD,Daños Energía,1
6888,407-11,TURBO,24,10,Turbo TyD,Daños Energía,1
6889,407-12,APARTADÓ,2,6,Turbo TyD,Daños Energía,1
6890,407-12,APARTADÓ,25,1,Turbo TyD,Mantenimiento Energía,1
6891,407-12,APARTADÓ,28,6,Turbo TyD,Daños Energía,1
6892,407-12,ARBOLETES,2,5,Turbo TyD,Mantenimiento Energía,1
6893,407-12,ARBOLETES,2,6,Turbo TyD,Mantenimiento Energía,1
6894,407-12,ARBOLETES,2,9,Turbo TyD,Mantenimiento Energía,1
6895,407-12,ARBOLETES,3,4,Turbo TyD,Mantenimiento Energía,1
6896,407-12,ARBOLETES,4,10,Turbo TyD,Daños Energía,1
6897,407-12,ARBOLETES,4,10,Turbo TyD,Mantenimiento Energía,1
6898,407-12,ARBOLETES,5,4,Turbo TyD,Mantenimiento Energía,1
6899,407-12,ARBOLETES,5,11,Turbo TyD,Mantenimiento Energía,1
6900,407-12,ARBOLETES,6,5,Turbo TyD,Mantenimiento Energía,2
6901,407-12,ARBOLETES,6,6,Turbo TyD,Mantenimiento Energía,1
6902,407-12,ARBOLETES,7,6,Turbo TyD,Mantenimiento Energía,1
6903,407-12,ARBOLETES,8,7,Turbo TyD,Mantenimiento Energía,1
6904,407-12,ARBOLETES,9,7,Turbo TyD,Daños Energía,1
6905,407-12,ARBOLETES,11,7,Turbo TyD,Mantenimiento Energía,2
6906,407-12,ARBOLETES,12,8,Turbo TyD,Mantenimiento Energía,1
6907,407-12,ARBOLETES,13,8,Turbo TyD,Mantenimiento Energía,1
6908,407-12,ARBOLETES,14,7,Turbo TyD,Daños Energía,3
6909,407-12,ARBOLETES,15,4,Turbo TyD,Daños Energía,1
6910,407-12,ARBOLETES,22,4,Turbo TyD,Daños Energía,1
6911,407-12,ARBOLETES,22,4,Turbo TyD,Mantenimiento Energía,2
6912,407-12,ARBOLETES,22,12,Turbo TyD,Daños Energía,1
6913,407-12,ARBOLETES,23,4,Turbo TyD,Mantenimiento Energía,1
6914,407-12,ARBOLETES,23,7,Turbo TyD,Mantenimiento Energía,1
6915,407-12,ARBOLETES,24,5,Turbo TyD,Mantenimiento Energía,1
6916,407-12,ARBOLETES,25,10,Turbo TyD,Mantenimiento Energía,1
6917,407-12,ARBOLETES,26,10,Turbo TyD,Mantenimiento Energía,1
6918,407-12,ARBOLETES,27,5,Turbo TyD,Mantenimiento Energía,1
6919,407-12,ARBOLETES,27,6,Turbo TyD,Mantenimiento Energía,1
6920,407-12,ARBOLETES,28,10,Turbo TyD,Mantenimiento Energía,2
6921,407-12,ARBOLETES,29,5,Turbo TyD,Mantenimiento Energía,1
6922,407-12,ARBOLETES,29,7,Turbo TyD,Mantenimiento Energía,1
6923,407-12,ARBOLETES,30,7,Turbo TyD,Mantenimiento Energía,1
6924,407-12,ARBOLETES,30,10,Turbo TyD,Mantenimiento Energía,2
6925,407-12,ARBOLETES,31,5,Turbo TyD,Mantenimiento Energía,1
6926,407-12,ARBOLETES,31,7,Turbo TyD,Daños Energía,1
6927,407-12,ARBOLETES,31,7,Turbo TyD,Mantenimiento Energía,1
6928,407-12,CHIGORODÓ,7,5,Turbo TyD,Daños Energía,1
6929,407-12,MEDELLÍN,3,12,Turbo TyD,Daños Energía,4
6930,407-12,MEDELLÍN,4,12,Turbo TyD,Daños Energía,2
6931,407-12,MEDELLÍN,30,6,Turbo TyD,Daños Energía,2
6932,407-12,NECOCLÍ,1,8,Turbo TyD,Mantenimiento Energía,1
6933,407-12,NECOCLÍ,2,6,Turbo TyD,Daños Energía,2
6934,407-12,NECOCLÍ,27,5,Turbo TyD,Daños Energía,1
6935,407-12,SAN JUAN DE URABÁ,2,9,Turbo TyD,Mantenimiento Energía,1
6936,407-12,SAN JUAN DE URABÁ,8,2,Turbo TyD,Daños Energía,1
6937,407-12,SAN JUAN DE URABÁ,9,12,Turbo TyD,Daños Energía,1
6938,407-12,SAN JUAN DE URABÁ,13,1,Turbo TyD,Daños Energía,1
6939,407-12,SAN JUAN DE URABÁ,15,5,Turbo TyD,Daños Energía,1
6940,407-12,SAN JUAN DE URABÁ,20,7,Turbo TyD,Daños Energía,1
6941,407-12,SAN JUAN DE URABÁ,28,8,Turbo TyD,Daños Energía,1
6942,407-12,SAN JUAN DE URABÁ,30,6,Turbo TyD,Daños Energía,1
6943,407-12,SAN PEDRO DE LOS MILAGROS,1,4,Turbo TyD,Mantenimiento Energía,1
6944,407-12,SAN PEDRO DE LOS MILAGROS,1,8,Turbo TyD,Daños Energía,1
6945,407-12,SAN PEDRO DE LOS MILAGROS,12,4,Turbo TyD,Daños Energía,1
6946,407-12,SAN PEDRO DE LOS MILAGROS,12,10,Turbo TyD,Daños Energía,1
6947,407-12,SAN PEDRO DE LOS MILAGROS,13,5,Turbo TyD,Daños Energía,1
6948,407-12,SAN PEDRO DE LOS MILAGROS,14,2,Turbo TyD,Daños Energía,1
6949,407-12,SAN PEDRO DE LOS MILAGROS,19,7,Turbo TyD,Mantenimiento Energía,1
6950,407-12,SAN PEDRO DE LOS MILAGROS,27,3,Turbo TyD,Daños Energía,1
6951,407-12,SAN PEDRO DE URABÁ,1,2,Turbo TyD,Daños Energía,3
6952,407-12,SAN PEDRO DE URABÁ,1,2,Turbo TyD,Mantenimiento Energía,3
6953,407-12,SAN PEDRO DE URABÁ,1,3,Turbo TyD,Daños Energía,4
6954,407-12,SAN PEDRO DE URABÁ,1,4,Turbo TyD,Daños Energía,5
6955,407-12,SAN PEDRO DE URABÁ,1,4,Turbo TyD,Mantenimiento Energía,19
6956,407-12,SAN PEDRO DE URABÁ,1,6,Turbo TyD,Daños Energía,6
6957,407-12,SAN PEDRO DE URABÁ,1,6,Turbo TyD,Mantenimiento Energía,3
6958,407-12,SAN PEDRO DE URABÁ,1,7,Turbo TyD,Daños Energía,7
6959,407-12,SAN PEDRO DE URABÁ,1,8,Turbo TyD,Daños Energía,8
6960,407-12,SAN PEDRO DE URABÁ,1,8,Turbo TyD,Mantenimiento Energía,15
6961,407-12,SAN PEDRO DE URABÁ,1,9,Turbo TyD,Daños Energía,2
6962,407-12,SAN PEDRO DE URABÁ,1,10,Turbo TyD,Daños Energía,2
6963,407-12,SAN PEDRO DE URABÁ,1,11,Turbo TyD,Daños Energía,2
6964,407-12,SAN PEDRO DE URABÁ,1,12,Turbo TyD,Daños Energía,2
6965,407-12,SAN PEDRO DE URABÁ,2,1,Turbo TyD,Daños Energía,4
6966,407-12,SAN PEDRO DE URABÁ,2,2,Turbo TyD,Daños Energía,2
6967,407-12,SAN PEDRO DE URABÁ,2,3,Turbo TyD,Daños Energía,2
6968,407-12,SAN PEDRO DE URABÁ,2,4,Turbo TyD,Daños Energía,6
6969,407-12,SAN PEDRO DE URABÁ,2,4,Turbo TyD,Mantenimiento Energía,2
6970,407-12,SAN PEDRO DE URABÁ,2,5,Turbo TyD,Mantenimiento Energía,6
6971,407-12,SAN PEDRO DE URABÁ,2,6,Turbo TyD,Daños Energía,3
6972,407-12,SAN PEDRO DE URABÁ,2,6,Turbo TyD,Mantenimiento Energía,2
6973,407-12,SAN PEDRO DE URABÁ,2,7,Turbo TyD,Daños Energía,13
6974,407-12,SAN PEDRO DE URABÁ,2,7,Turbo TyD,Mantenimiento Energía,3
6975,407-12,SAN PEDRO DE URABÁ,2,8,Turbo TyD,Daños Energía,9
6976,407-12,SAN PEDRO DE URABÁ,2,8,Turbo TyD,Mantenimiento Energía,1
6977,407-12,SAN PEDRO DE URABÁ,2,9,Turbo TyD,Daños Energía,8
6978,407-12,SAN PEDRO DE URABÁ,2,9,Turbo TyD,Mantenimiento Energía,5
6979,407-12,SAN PEDRO DE URABÁ,2,10,Turbo TyD,Daños Energía,4
6980,407-12,SAN PEDRO DE URABÁ,2,11,Turbo TyD,Daños Energía,2
6981,407-12,SAN PEDRO DE URABÁ,2,12,Turbo TyD,Daños Energía,3
6982,407-12,SAN PEDRO DE URABÁ,3,1,Turbo TyD,Daños Energía,4
6983,407-12,SAN PEDRO DE URABÁ,3,2,Turbo TyD,Daños Energía,2
6984,407-12,SAN PEDRO DE URABÁ,3,3,Turbo TyD,Daños Energía,1
