,Nombre_municipio,Month,District,ServiceType,day,weekday,Date,NumberOT
414,APARTADÓ,7,Apartado TyD,Mantenimiento Energía,31,2,2019-07-31,1
417,APARTADÓ,7,Turbo TyD,Daños Energía,3,2,2019-07-03,2
420,APARTADÓ,8,Apartado TyD,Daños Energía,2,4,2019-08-02,9
421,APARTADÓ,8,Apartado TyD,Daños Energía,3,5,2019-08-03,2
423,APARTADÓ,8,Apartado TyD,Daños Energía,5,0,2019-08-05,8
425,APARTADÓ,8,Apartado TyD,Daños Energía,7,2,2019-08-07,4
427,APARTADÓ,8,Apartado TyD,Daños Energía,9,4,2019-08-09,10
428,APARTADÓ,8,Apartado TyD,Daños Energía,10,5,2019-08-10,7
429,APARTADÓ,8,Apartado TyD,Daños Energía,11,6,2019-08-11,5
431,APARTADÓ,8,Apartado TyD,Daños Energía,13,1,2019-08-13,12
433,APARTADÓ,8,Apartado TyD,Daños Energía,15,3,2019-08-15,10
435,APARTADÓ,8,Apartado TyD,Daños Energía,17,5,2019-08-17,5
436,APARTADÓ,8,Apartado TyD,Daños Energía,18,6,2019-08-18,6
437,APARTADÓ,8,Apartado TyD,Daños Energía,19,0,2019-08-19,6
438,APARTADÓ,8,Apartado TyD,Daños Energía,20,1,2019-08-20,9
439,APARTADÓ,8,Apartado TyD,Daños Energía,21,2,2019-08-21,6
440,APARTADÓ,8,Apartado TyD,Daños Energía,22,3,2019-08-22,12
441,APARTADÓ,8,Apartado TyD,Daños Energía,23,4,2019-08-23,6
442,APARTADÓ,8,Apartado TyD,Daños Energía,24,5,2019-08-24,5
445,APARTADÓ,8,Apartado TyD,Daños Energía,27,1,2019-08-27,19
446,APARTADÓ,8,Apartado TyD,Daños Energía,28,2,2019-08-28,25
447,APARTADÓ,8,Apartado TyD,Daños Energía,29,3,2019-08-29,11
448,APARTADÓ,8,Apartado TyD,Daños Energía,30,4,2019-08-30,13
449,APARTADÓ,8,Apartado TyD,Daños Energía,31,5,2019-08-31,5
450,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,1,3,2019-08-01,10
451,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,2,4,2019-08-02,2
452,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,4,6,2019-08-04,1
453,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,5,0,2019-08-05,4
454,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,6,1,2019-08-06,11
455,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,8,3,2019-08-08,2
456,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,12,0,2019-08-12,1
457,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,13,1,2019-08-13,15
459,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,19,0,2019-08-19,1
460,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,22,3,2019-08-22,5
462,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,24,5,2019-08-24,2
463,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,28,2,2019-08-28,1
464,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,29,3,2019-08-29,2
465,APARTADÓ,8,Apartado TyD,Mantenimiento Energía,30,4,2019-08-30,1
467,APARTADÓ,8,Turbo TyD,Daños Energía,6,1,2019-08-06,1
468,APARTADÓ,8,Turbo TyD,Daños Energía,8,3,2019-08-08,1
469,APARTADÓ,8,Turbo TyD,Daños Energía,11,6,2019-08-11,2
470,APARTADÓ,8,Turbo TyD,Daños Energía,28,2,2019-08-28,2
471,APARTADÓ,8,Turbo TyD,Daños Energía,31,5,2019-08-31,2
473,APARTADÓ,8,Turbo TyD,Mantenimiento Energía,7,2,2019-08-07,1
474,APARTADÓ,8,Turbo TyD,Mantenimiento Energía,20,1,2019-08-20,1
475,APARTADÓ,9,Apartado TyD,Daños Energía,1,6,2019-09-01,11
477,APARTADÓ,9,Apartado TyD,Daños Energía,3,1,2019-09-03,13
478,APARTADÓ,9,Apartado TyD,Daños Energía,4,2,2019-09-04,15
480,APARTADÓ,9,Apartado TyD,Daños Energía,6,4,2019-09-06,12
484,APARTADÓ,9,Apartado TyD,Daños Energía,10,1,2019-09-10,15
485,APARTADÓ,9,Apartado TyD,Daños Energía,11,2,2019-09-11,14
487,APARTADÓ,9,Apartado TyD,Daños Energía,13,4,2019-09-13,12
488,APARTADÓ,9,Apartado TyD,Daños Energía,14,5,2019-09-14,6
489,APARTADÓ,9,Apartado TyD,Daños Energía,15,6,2019-09-15,8
490,APARTADÓ,9,Apartado TyD,Daños Energía,16,0,2019-09-16,11
491,APARTADÓ,9,Apartado TyD,Daños Energía,17,1,2019-09-17,9
492,APARTADÓ,9,Apartado TyD,Daños Energía,18,2,2019-09-18,5
493,APARTADÓ,9,Apartado TyD,Daños Energía,19,3,2019-09-19,4
494,APARTADÓ,9,Apartado TyD,Daños Energía,20,4,2019-09-20,5
495,APARTADÓ,9,Apartado TyD,Daños Energía,21,5,2019-09-21,7
496,APARTADÓ,9,Apartado TyD,Daños Energía,22,6,2019-09-22,1
497,APARTADÓ,9,Apartado TyD,Daños Energía,23,0,2019-09-23,5
498,APARTADÓ,9,Apartado TyD,Daños Energía,24,1,2019-09-24,10
500,APARTADÓ,9,Apartado TyD,Daños Energía,26,3,2019-09-26,12
502,APARTADÓ,9,Apartado TyD,Daños Energía,28,5,2019-09-28,3
503,APARTADÓ,9,Apartado TyD,Daños Energía,29,6,2019-09-29,3
506,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,2,0,2019-09-02,2
507,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,3,1,2019-09-03,1
508,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,5,3,2019-09-05,2
509,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,6,4,2019-09-06,2
510,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,7,5,2019-09-07,2
511,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,8,6,2019-09-08,1
512,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,9,0,2019-09-09,5
514,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,11,2,2019-09-11,3
515,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,12,3,2019-09-12,5
517,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,15,6,2019-09-15,2
518,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,17,1,2019-09-17,2
519,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,18,2,2019-09-18,3
520,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,20,4,2019-09-20,1
521,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,23,0,2019-09-23,2
522,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,24,1,2019-09-24,2
523,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,25,2,2019-09-25,3
524,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,26,3,2019-09-26,2
527,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,29,6,2019-09-29,4
528,APARTADÓ,9,Apartado TyD,Mantenimiento Energía,30,0,2019-09-30,6
529,APARTADÓ,9,Turbo TyD,Daños Energía,14,5,2019-09-14,1
531,APARTADÓ,9,Turbo TyD,Mantenimiento Energía,2,0,2019-09-02,1
532,APARTADÓ,9,Turbo TyD,Mantenimiento Energía,11,2,2019-09-11,1
533,APARTADÓ,9,Turbo TyD,Mantenimiento Energía,12,3,2019-09-12,2
534,APARTADÓ,9,Turbo TyD,Mantenimiento Energía,27,4,2019-09-27,1
535,APARTADÓ,10,Apartado TyD,Daños Energía,1,1,2019-10-01,12
536,APARTADÓ,10,Apartado TyD,Daños Energía,2,2,2019-10-02,7
538,APARTADÓ,10,Apartado TyD,Daños Energía,4,4,2019-10-04,4
539,APARTADÓ,10,Apartado TyD,Daños Energía,5,5,2019-10-05,18
541,APARTADÓ,10,Apartado TyD,Daños Energía,7,0,2019-10-07,5
543,APARTADÓ,10,Apartado TyD,Daños Energía,9,2,2019-10-09,14
544,APARTADÓ,10,Apartado TyD,Daños Energía,10,3,2019-10-10,13
545,APARTADÓ,10,Apartado TyD,Daños Energía,11,4,2019-10-11,4
546,APARTADÓ,10,Apartado TyD,Daños Energía,12,5,2019-10-12,15
547,APARTADÓ,10,Apartado TyD,Daños Energía,13,6,2019-10-13,10
548,APARTADÓ,10,Apartado TyD,Daños Energía,14,0,2019-10-14,3
550,APARTADÓ,10,Apartado TyD,Daños Energía,16,2,2019-10-16,23
551,APARTADÓ,10,Apartado TyD,Daños Energía,17,3,2019-10-17,6
552,APARTADÓ,10,Apartado TyD,Daños Energía,18,4,2019-10-18,3
554,APARTADÓ,10,Apartado TyD,Daños Energía,20,6,2019-10-20,5
556,APARTADÓ,10,Apartado TyD,Daños Energía,22,1,2019-10-22,12
557,APARTADÓ,10,Apartado TyD,Daños Energía,23,2,2019-10-23,13
558,APARTADÓ,10,Apartado TyD,Daños Energía,24,3,2019-10-24,13
559,APARTADÓ,10,Apartado TyD,Daños Energía,25,4,2019-10-25,16
560,APARTADÓ,10,Apartado TyD,Daños Energía,26,5,2019-10-26,13
562,APARTADÓ,10,Apartado TyD,Daños Energía,28,0,2019-10-28,20
563,APARTADÓ,10,Apartado TyD,Daños Energía,29,1,2019-10-29,31
564,APARTADÓ,10,Apartado TyD,Daños Energía,30,2,2019-10-30,25
565,APARTADÓ,10,Apartado TyD,Daños Energía,31,3,2019-10-31,23
567,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,2,2,2019-10-02,1
568,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,3,3,2019-10-03,3
569,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,5,5,2019-10-05,1
570,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,7,0,2019-10-07,2
571,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,8,1,2019-10-08,2
572,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,9,2,2019-10-09,3
574,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,11,4,2019-10-11,1
575,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,12,5,2019-10-12,2
576,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,13,6,2019-10-13,1
577,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,15,1,2019-10-15,3
578,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,16,2,2019-10-16,1
580,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,21,0,2019-10-21,2
582,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,23,2,2019-10-23,7
583,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,24,3,2019-10-24,4
584,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,25,4,2019-10-25,4
585,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,28,0,2019-10-28,4
586,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,29,1,2019-10-29,2
587,APARTADÓ,10,Apartado TyD,Mantenimiento Energía,30,2,2019-10-30,2
589,APARTADÓ,10,Turbo TyD,Daños Energía,12,5,2019-10-12,1
590,APARTADÓ,10,Turbo TyD,Daños Energía,29,1,2019-10-29,2
591,APARTADÓ,10,Turbo TyD,Mantenimiento Energía,30,2,2019-10-30,1
592,APARTADÓ,11,Apartado TyD,Daños Energía,1,4,2019-11-01,12
593,APARTADÓ,11,Apartado TyD,Daños Energía,2,5,2019-11-02,14
594,APARTADÓ,11,Apartado TyD,Daños Energía,3,6,2019-11-03,6
595,APARTADÓ,11,Apartado TyD,Daños Energía,4,0,2019-11-04,11
596,APARTADÓ,11,Apartado TyD,Daños Energía,5,1,2019-11-05,20
597,APARTADÓ,11,Apartado TyD,Daños Energía,6,2,2019-11-06,13
598,APARTADÓ,11,Apartado TyD,Daños Energía,7,3,2019-11-07,11
599,APARTADÓ,11,Apartado TyD,Daños Energía,8,4,2019-11-08,13
600,APARTADÓ,11,Apartado TyD,Daños Energía,9,5,2019-11-09,7
601,APARTADÓ,11,Apartado TyD,Daños Energía,10,6,2019-11-10,1
602,APARTADÓ,11,Apartado TyD,Daños Energía,11,0,2019-11-11,6
603,APARTADÓ,11,Apartado TyD,Daños Energía,12,1,2019-11-12,12
604,APARTADÓ,11,Apartado TyD,Daños Energía,13,2,2019-11-13,9
605,APARTADÓ,11,Apartado TyD,Daños Energía,14,3,2019-11-14,11
606,APARTADÓ,11,Apartado TyD,Daños Energía,15,4,2019-11-15,11
607,APARTADÓ,11,Apartado TyD,Daños Energía,16,5,2019-11-16,7
608,APARTADÓ,11,Apartado TyD,Daños Energía,17,6,2019-11-17,6
609,APARTADÓ,11,Apartado TyD,Daños Energía,18,0,2019-11-18,5
611,APARTADÓ,11,Apartado TyD,Daños Energía,20,2,2019-11-20,9
612,APARTADÓ,11,Apartado TyD,Daños Energía,21,3,2019-11-21,8
613,APARTADÓ,11,Apartado TyD,Daños Energía,22,4,2019-11-22,10
614,APARTADÓ,11,Apartado TyD,Daños Energía,23,5,2019-11-23,7
615,APARTADÓ,11,Apartado TyD,Daños Energía,24,6,2019-11-24,5
617,APARTADÓ,11,Apartado TyD,Daños Energía,26,1,2019-11-26,12
618,APARTADÓ,11,Apartado TyD,Daños Energía,27,2,2019-11-27,6
621,APARTADÓ,11,Apartado TyD,Daños Energía,30,5,2019-11-30,8
622,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,2,5,2019-11-02,3
624,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,4,0,2019-11-04,1
625,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,5,1,2019-11-05,5
626,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,6,2,2019-11-06,5
627,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,7,3,2019-11-07,3
628,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,8,4,2019-11-08,2
629,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,10,6,2019-11-10,1
630,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,11,0,2019-11-11,1
631,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,12,1,2019-11-12,1
632,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,14,3,2019-11-14,2
633,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,15,4,2019-11-15,2
634,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,17,6,2019-11-17,1
636,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,19,1,2019-11-19,2
637,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,20,2,2019-11-20,2
638,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,21,3,2019-11-21,5
640,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,27,2,2019-11-27,2
641,APARTADÓ,11,Apartado TyD,Mantenimiento Energía,29,4,2019-11-29,2
642,APARTADÓ,11,Turbo TyD,Daños Energía,5,1,2019-11-05,1
644,APARTADÓ,11,Turbo TyD,Daños Energía,13,2,2019-11-13,1
645,APARTADÓ,11,Turbo TyD,Daños Energía,18,0,2019-11-18,1
646,APARTADÓ,11,Turbo TyD,Mantenimiento Energía,17,6,2019-11-17,1
647,APARTADÓ,12,Apartado TyD,Daños Energía,1,6,2019-12-01,5
648,APARTADÓ,12,Apartado TyD,Daños Energía,2,0,2019-12-02,10
649,APARTADÓ,12,Apartado TyD,Daños Energía,3,1,2019-12-03,14
651,APARTADÓ,12,Apartado TyD,Daños Energía,5,3,2019-12-05,14
652,APARTADÓ,12,Apartado TyD,Daños Energía,6,4,2019-12-06,11
653,APARTADÓ,12,Apartado TyD,Daños Energía,7,5,2019-12-07,6
655,APARTADÓ,12,Apartado TyD,Daños Energía,9,0,2019-12-09,12
656,APARTADÓ,12,Apartado TyD,Daños Energía,10,1,2019-12-10,11
657,APARTADÓ,12,Apartado TyD,Daños Energía,11,2,2019-12-11,6
659,APARTADÓ,12,Apartado TyD,Daños Energía,13,4,2019-12-13,9
660,APARTADÓ,12,Apartado TyD,Daños Energía,14,5,2019-12-14,7
661,APARTADÓ,12,Apartado TyD,Daños Energía,15,6,2019-12-15,5
662,APARTADÓ,12,Apartado TyD,Daños Energía,16,0,2019-12-16,13
664,APARTADÓ,12,Apartado TyD,Daños Energía,18,2,2019-12-18,10
666,APARTADÓ,12,Apartado TyD,Daños Energía,20,4,2019-12-20,10
667,APARTADÓ,12,Apartado TyD,Daños Energía,21,5,2019-12-21,8
668,APARTADÓ,12,Apartado TyD,Daños Energía,22,6,2019-12-22,8
669,APARTADÓ,12,Apartado TyD,Daños Energía,23,0,2019-12-23,9
670,APARTADÓ,12,Apartado TyD,Daños Energía,24,1,2019-12-24,7
671,APARTADÓ,12,Apartado TyD,Daños Energía,26,3,2019-12-26,8
672,APARTADÓ,12,Apartado TyD,Daños Energía,27,4,2019-12-27,8
673,APARTADÓ,12,Apartado TyD,Daños Energía,28,5,2019-12-28,2
674,APARTADÓ,12,Apartado TyD,Daños Energía,29,6,2019-12-29,1
675,APARTADÓ,12,Apartado TyD,Daños Energía,30,0,2019-12-30,6
676,APARTADÓ,12,Apartado TyD,Daños Energía,31,1,2019-12-31,4
677,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,1,6,2019-12-01,1
678,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,2,0,2019-12-02,1
679,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,3,1,2019-12-03,1
680,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,6,4,2019-12-06,1
681,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,8,6,2019-12-08,4
682,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,9,0,2019-12-09,3
684,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,13,4,2019-12-13,1
685,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,16,0,2019-12-16,2
686,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,17,1,2019-12-17,7
687,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,18,2,2019-12-18,1
688,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,19,3,2019-12-19,10
689,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,20,4,2019-12-20,1
690,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,25,2,2019-12-25,1
691,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,26,3,2019-12-26,1
692,APARTADÓ,12,Apartado TyD,Mantenimiento Energía,27,4,2019-12-27,1
693,APARTADÓ,12,Turbo TyD,Daños Energía,1,6,2019-12-01,1
694,APARTADÓ,12,Turbo TyD,Daños Energía,6,4,2019-12-06,1
695,APARTADÓ,12,Turbo TyD,Daños Energía,11,2,2019-12-11,1
696,APARTADÓ,12,Turbo TyD,Daños Energía,15,6,2019-12-15,1
697,APARTADÓ,12,Turbo TyD,Daños Energía,21,5,2019-12-21,1
701,APARTADÓ,12,Turbo TyD,Mantenimiento Energía,23,0,2019-12-23,2
705,ARBOLETES,1,Turbo TyD,Daños Energía,3,3,2019-01-03,2
707,ARBOLETES,1,Turbo TyD,Daños Energía,5,5,2019-01-05,5
709,ARBOLETES,1,Turbo TyD,Daños Energía,7,0,2019-01-07,1
710,ARBOLETES,1,Turbo TyD,Daños Energía,8,1,2019-01-08,3
712,ARBOLETES,1,Turbo TyD,Daños Energía,11,4,2019-01-11,1
713,ARBOLETES,1,Turbo TyD,Daños Energía,12,5,2019-01-12,3
714,ARBOLETES,1,Turbo TyD,Daños Energía,13,6,2019-01-13,1
715,ARBOLETES,1,Turbo TyD,Daños Energía,15,1,2019-01-15,2
716,ARBOLETES,1,Turbo TyD,Daños Energía,16,2,2019-01-16,3
717,ARBOLETES,1,Turbo TyD,Daños Energía,17,3,2019-01-17,2
718,ARBOLETES,1,Turbo TyD,Daños Energía,18,4,2019-01-18,1
719,ARBOLETES,1,Turbo TyD,Daños Energía,20,6,2019-01-20,2
720,ARBOLETES,1,Turbo TyD,Daños Energía,21,0,2019-01-21,2
721,ARBOLETES,1,Turbo TyD,Daños Energía,24,3,2019-01-24,1
722,ARBOLETES,1,Turbo TyD,Daños Energía,25,4,2019-01-25,1
723,ARBOLETES,1,Turbo TyD,Daños Energía,27,6,2019-01-27,1
724,ARBOLETES,1,Turbo TyD,Daños Energía,31,3,2019-01-31,2
725,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,2,2,2019-01-02,3
726,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,4,4,2019-01-04,1
727,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,6,6,2019-01-06,2
729,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,8,1,2019-01-08,1
730,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,10,3,2019-01-10,6
731,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,14,0,2019-01-14,3
732,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,15,1,2019-01-15,2
733,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,16,2,2019-01-16,1
734,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,18,4,2019-01-18,1
735,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,21,0,2019-01-21,2
736,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,22,1,2019-01-22,2
737,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,24,3,2019-01-24,5
738,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,25,4,2019-01-25,6
739,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,27,6,2019-01-27,1
740,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,28,0,2019-01-28,2
741,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,29,1,2019-01-29,4
742,ARBOLETES,1,Turbo TyD,Mantenimiento Energía,31,3,2019-01-31,4
743,ARBOLETES,2,Apartado TyD,Mantenimiento Energía,6,2,2019-02-06,1
744,ARBOLETES,2,Apartado TyD,Mantenimiento Energía,14,3,2019-02-14,1
747,ARBOLETES,2,Turbo TyD,Daños Energía,4,0,2019-02-04,2
749,ARBOLETES,2,Turbo TyD,Daños Energía,6,2,2019-02-06,1
750,ARBOLETES,2,Turbo TyD,Daños Energía,7,3,2019-02-07,2
751,ARBOLETES,2,Turbo TyD,Daños Energía,8,4,2019-02-08,2
752,ARBOLETES,2,Turbo TyD,Daños Energía,10,6,2019-02-10,1
753,ARBOLETES,2,Turbo TyD,Daños Energía,11,0,2019-02-11,1
754,ARBOLETES,2,Turbo TyD,Daños Energía,12,1,2019-02-12,2
755,ARBOLETES,2,Turbo TyD,Daños Energía,13,2,2019-02-13,2
756,ARBOLETES,2,Turbo TyD,Daños Energía,16,5,2019-02-16,2
757,ARBOLETES,2,Turbo TyD,Daños Energía,18,0,2019-02-18,3
758,ARBOLETES,2,Turbo TyD,Daños Energía,19,1,2019-02-19,2
759,ARBOLETES,2,Turbo TyD,Daños Energía,20,2,2019-02-20,1
760,ARBOLETES,2,Turbo TyD,Daños Energía,21,3,2019-02-21,1
761,ARBOLETES,2,Turbo TyD,Daños Energía,23,5,2019-02-23,2
763,ARBOLETES,2,Turbo TyD,Daños Energía,25,0,2019-02-25,4
764,ARBOLETES,2,Turbo TyD,Daños Energía,26,1,2019-02-26,1
765,ARBOLETES,2,Turbo TyD,Daños Energía,27,2,2019-02-27,3
766,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,1,4,2019-02-01,6
767,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,2,5,2019-02-02,11
768,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,4,0,2019-02-04,4
769,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,5,1,2019-02-05,2
770,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,6,2,2019-02-06,6
772,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,8,4,2019-02-08,2
773,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,10,6,2019-02-10,4
775,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,12,1,2019-02-12,2
776,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,13,2,2019-02-13,4
777,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,17,6,2019-02-17,2
778,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,18,0,2019-02-18,6
779,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,19,1,2019-02-19,4
780,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,20,2,2019-02-20,5
781,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,21,3,2019-02-21,4
783,ARBOLETES,2,Turbo TyD,Mantenimiento Energía,26,1,2019-02-26,2
786,ARBOLETES,3,Apartado TyD,Daños Energía,12,1,2019-03-12,1
787,ARBOLETES,3,Turbo TyD,Daños Energía,1,4,2019-03-01,1
789,ARBOLETES,3,Turbo TyD,Daños Energía,3,6,2019-03-03,1
790,ARBOLETES,3,Turbo TyD,Daños Energía,4,0,2019-03-04,8
791,ARBOLETES,3,Turbo TyD,Daños Energía,5,1,2019-03-05,8
792,ARBOLETES,3,Turbo TyD,Daños Energía,6,2,2019-03-06,2
793,ARBOLETES,3,Turbo TyD,Daños Energía,8,4,2019-03-08,1
794,ARBOLETES,3,Turbo TyD,Daños Energía,9,5,2019-03-09,1
795,ARBOLETES,3,Turbo TyD,Daños Energía,10,6,2019-03-10,4
796,ARBOLETES,3,Turbo TyD,Daños Energía,11,0,2019-03-11,7
797,ARBOLETES,3,Turbo TyD,Daños Energía,12,1,2019-03-12,3
799,ARBOLETES,3,Turbo TyD,Daños Energía,14,3,2019-03-14,9
801,ARBOLETES,3,Turbo TyD,Daños Energía,16,5,2019-03-16,1
802,ARBOLETES,3,Turbo TyD,Daños Energía,17,6,2019-03-17,5
803,ARBOLETES,3,Turbo TyD,Daños Energía,18,0,2019-03-18,6
804,ARBOLETES,3,Turbo TyD,Daños Energía,19,1,2019-03-19,14
805,ARBOLETES,3,Turbo TyD,Daños Energía,20,2,2019-03-20,2
806,ARBOLETES,3,Turbo TyD,Daños Energía,21,3,2019-03-21,7
807,ARBOLETES,3,Turbo TyD,Daños Energía,22,4,2019-03-22,6
808,ARBOLETES,3,Turbo TyD,Daños Energía,23,5,2019-03-23,6
810,ARBOLETES,3,Turbo TyD,Daños Energía,25,0,2019-03-25,5
811,ARBOLETES,3,Turbo TyD,Daños Energía,26,1,2019-03-26,9
812,ARBOLETES,3,Turbo TyD,Daños Energía,27,2,2019-03-27,3
813,ARBOLETES,3,Turbo TyD,Daños Energía,28,3,2019-03-28,9
814,ARBOLETES,3,Turbo TyD,Daños Energía,29,4,2019-03-29,15
815,ARBOLETES,3,Turbo TyD,Daños Energía,30,5,2019-03-30,4
816,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,2,5,2019-03-02,2
817,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,4,0,2019-03-04,1
819,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,6,2,2019-03-06,2
820,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,7,3,2019-03-07,4
821,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,8,4,2019-03-08,8
824,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,11,0,2019-03-11,3
826,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,14,3,2019-03-14,3
828,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,18,0,2019-03-18,2
829,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,19,1,2019-03-19,1
830,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,20,2,2019-03-20,3
831,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,21,3,2019-03-21,2
832,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,22,4,2019-03-22,4
834,ARBOLETES,3,Turbo TyD,Mantenimiento Energía,25,0,2019-03-25,9
